Name,lambda,Species,chi,loggf,EW,l_logepsX,logepsX
TucII-206,4404.75,Fe I,1.56,-0.15,100.5,,3.74
TucII-206,4415.12,Fe I,1.61,-0.62,80.0,,3.76
TucII-206,4427.31,Fe I,0.05,-2.92,92.3,,4.54
TucII-206,4459.12,Fe I,2.18,-1.28,40.6,,4.31
TucII-206,4461.65,Fe I,0.09,-3.19,59.4,,4.12
TucII-206,4494.56,Fe I,2.20,-1.14,40.5,,4.19
TucII-206,4528.61,Fe I,2.18,-0.82,46.1,,3.94
TucII-206,4531.15,Fe I,1.48,-2.10,34.5,,4.20
TucII-206,4602.94,Fe I,1.49,-2.21,41.7,,4.45
TucII-206,4871.32,Fe I,2.87,-0.36,37.4,,4.09
TucII-206,4891.49,Fe I,2.85,-0.11,64.0,,4.29
TucII-206,4920.5,Fe I,2.83,0.07,36.3,,3.59
TucII-206,5012.07,Fe I,0.86,-2.64,67.8,,4.56
TucII-206,5171.6,Fe I,1.49,-1.72,50.4,,4.06
TucII-206,5232.94,Fe I,2.94,-0.06,59.8,,4.24
TucII-206,5266.56,Fe I,3.00,-0.39,62.4,,4.68
TucII-206,5269.54,Fe I,0.86,-1.33,120.0,,4.38
TucII-206,5328.04,Fe I,0.92,-1.47,79.4,,3.65
TucII-206,5397.13,Fe I,0.92,-1.98,101.8,,4.65
TucII-206,5405.77,Fe I,0.99,-1.85,92.9,,4.39
TucII-206,5429.7,Fe I,0.96,-1.88,103.0,,4.62
TucII-206,5434.52,Fe I,1.01,-2.13,77.5,,4.37
TucII-206,5446.92,Fe I,0.99,-1.91,88.8,,4.36
TucII-206,5455.61,Fe I,1.01,-2.09,82.2,,4.42
TucII-206,5497.52,Fe I,1.01,-2.83,24.3,,4.10
TucII-206,4508.28,Fe II,2.86,-2.58,30.8,,4.75
TucII-206,4923.93,Fe II,2.89,-1.32,44.9,,3.76
TucII-206,5018.45,Fe II,2.89,-1.22,63.9,,3.99
TucII-206,4077.71,Sr II,,,,,-1.82
TucII-206,4215.52,Sr II,,,,,-1.72
TucII-206,4554.03,Ba II,,,,,-2.01
TucII-206,4129.0,Eu II,,,,<,-1.52
