Name,lambda,Species,chi,loggf,EW,f_EW,e_EW,l_logeps,logeps,sigma,sigmaStat,sigmaSys,sigmaTeff,sigmalogg,sigmaVmic,sigma[M/H],sigmacont
CarII-6544,4494.56,26.0,2.2,-1.14,137.8,,3.7,,4.99,0.31,0.06,0.31,0.27,-0.08,-0.13,-0.04,0.1
CarII-6544,4501.27,22.1,1.11,-0.77,152.6,,3.3,,2.37,0.2,0.06,0.19,0.02,0.07,-0.18,-0.01,0.12
CarII-6544,4508.28,26.1,2.86,-2.44,77.6,,3.6,,4.91,0.14,0.06,0.13,-0.05,0.1,-0.06,-0.0,0.06
CarII-6544,4512.73,22.0,0.83,-0.4,16.6,,2.6,,1.94,0.29,0.07,0.28,0.27,-0.04,-0.01,-0.01,0.02
CarII-6544,4515.34,26.1,2.84,-2.6,74.0,,4.5,,5.0,0.14,0.07,0.12,-0.04,0.1,-0.05,0.0,0.05
CarII-6544,4520.22,26.1,2.81,-2.65,68.4,,7.8,,4.92,0.17,0.12,0.12,-0.04,0.11,-0.04,0.0,0.05
CarII-6544,4529.48,22.1,1.57,-1.75,54.7,,3.9,,2.31,0.13,0.06,0.11,0.03,0.1,-0.03,0.01,0.04
CarII-6544,4531.15,26.0,1.48,-2.1,133.5,,4.0,,4.9,0.38,0.06,0.37,0.34,-0.06,-0.12,-0.04,0.12
CarII-6544,4534.78,22.0,0.83,0.35,62.0,,4.0,,2.0,0.28,0.06,0.27,0.27,-0.06,-0.03,-0.01,0.04
CarII-6544,4535.57,22.0,0.82,0.14,56.7,,4.4,,2.13,0.28,0.06,0.27,0.27,-0.05,-0.03,-0.01,0.04
CarII-6544,4541.52,26.1,2.86,-2.98,36.3,,3.9,,4.79,0.14,0.07,0.12,-0.01,0.12,-0.02,0.01,0.04
CarII-6544,4544.69,22.0,0.82,-0.45,21.2,,3.6,,2.09,0.29,0.08,0.28,0.27,-0.04,-0.01,-0.0,0.02
CarII-6544,4545.13,22.1,1.13,-2.45,57.8,,4.9,,2.48,0.14,0.07,0.12,0.05,0.11,-0.03,0.01,0.04
CarII-6544,4545.95,24.0,0.94,-1.37,45.7,,3.0,,2.83,0.27,0.04,0.26,0.26,-0.05,-0.02,-0.01,0.03
CarII-6544,4548.76,22.0,0.82,-0.28,28.8,,3.3,,2.1,0.28,0.06,0.28,0.27,-0.05,-0.01,-0.01,0.03
CarII-6544,4555.48,22.0,0.85,-0.4,32.2,,3.2,,2.32,0.28,0.06,0.27,0.27,-0.05,-0.01,-0.01,0.03
CarII-6544,4558.65,24.1,4.07,-0.66,33.6,,3.1,,3.12,0.14,0.06,0.13,-0.06,0.11,-0.01,0.0,0.03
CarII-6544,4563.76,22.1,1.22,-0.96,139.4,,3.0,,2.44,0.17,0.05,0.17,0.02,0.07,-0.15,-0.01,0.1
CarII-6544,4571.1,12.0,0.0,-5.69,134.6,,3.0,,5.28,0.5,0.04,0.5,0.49,-0.01,-0.08,-0.04,0.07
CarII-6544,4571.97,22.1,1.57,-0.31,146.2,,3.3,,2.39,0.19,0.06,0.18,-0.02,0.07,-0.17,-0.02,0.11
CarII-6544,4576.34,26.1,2.84,-2.95,32.5,,3.3,,4.67,0.13,0.06,0.12,-0.01,0.12,-0.02,0.01,0.03
CarII-6544,4580.05,24.0,0.94,-1.66,38.0,,3.4,,3.0,0.27,0.06,0.26,0.26,-0.05,-0.01,-0.01,0.03
CarII-6544,4582.84,26.1,2.84,-3.18,22.1,,3.1,,4.68,0.14,0.07,0.12,-0.01,0.12,-0.01,0.01,0.03
CarII-6544,4583.41,22.1,1.16,-2.84,25.8,,3.1,,2.38,0.14,0.06,0.13,0.06,0.11,-0.01,0.01,0.03
CarII-6544,4583.84,26.1,2.81,-1.93,106.7,,3.6,,4.83,0.17,0.07,0.15,-0.07,0.09,-0.1,-0.01,0.09
CarII-6544,4589.96,22.1,1.24,-1.79,88.2,,3.7,,2.4,0.13,0.07,0.12,0.03,0.1,-0.06,0.0,0.07
CarII-6544,4592.65,26.0,1.56,-2.46,126.2,,4.1,,5.23,0.35,0.06,0.35,0.32,-0.07,-0.12,-0.04,0.1
CarII-6544,4595.36,26.0,3.3,-1.72,19.0,,3.1,,5.04,0.2,0.08,0.19,0.18,-0.03,-0.01,-0.0,0.03
CarII-6544,4600.75,24.0,1.0,-1.25,36.7,,2.9,,2.64,0.26,0.05,0.26,0.25,-0.05,-0.01,-0.01,0.03
CarII-6544,4602.0,26.0,1.61,-3.13,48.7,,2.9,,4.82,0.28,0.04,0.28,0.28,-0.05,-0.02,-0.01,0.03
CarII-6544,4602.94,26.0,1.48,-2.21,133.8,,3.2,,5.01,0.38,0.05,0.37,0.34,-0.06,-0.13,-0.04,0.1
CarII-6544,4607.65,26.0,3.26,-1.33,31.1,,2.9,,4.88,0.19,0.05,0.19,0.18,-0.04,-0.01,-0.01,0.03
CarII-6544,4616.12,24.0,0.98,-1.19,53.1,,2.9,,2.81,0.26,0.04,0.26,0.25,-0.06,-0.02,-0.01,0.03
CarII-6544,4619.29,26.0,3.6,-1.06,22.1,,3.5,,4.84,0.19,0.08,0.17,0.17,-0.03,-0.01,-0.0,0.02
CarII-6544,4625.05,26.0,3.24,-1.27,28.8,,3.0,,4.74,0.2,0.06,0.19,0.18,-0.04,-0.01,-0.0,0.02
CarII-6544,4626.17,24.0,0.97,-1.33,53.1,,3.2,,2.93,0.26,0.05,0.26,0.25,-0.05,-0.02,-0.01,0.03
CarII-6544,4630.12,26.0,2.28,-2.59,40.8,,2.6,,5.03,0.24,0.04,0.24,0.24,-0.04,-0.01,-0.01,0.03
CarII-6544,4637.5,26.0,3.28,-1.29,39.1,,3.9,,5.0,0.2,0.06,0.18,0.18,-0.04,-0.02,-0.01,0.03
CarII-6544,4646.16,24.0,1.03,-0.74,71.6,,3.2,,2.67,0.26,0.04,0.26,0.25,-0.06,-0.04,-0.02,0.04
CarII-6544,4647.43,26.0,2.95,-1.31,42.1,,3.2,,4.64,0.21,0.05,0.2,0.2,-0.04,-0.02,-0.01,0.03
CarII-6544,4651.29,24.0,0.98,-1.46,34.8,,3.8,,2.79,0.27,0.06,0.26,0.25,-0.05,-0.01,-0.01,0.03
CarII-6544,4652.16,24.0,1.0,-1.04,62.5,,3.5,,2.81,0.26,0.05,0.26,0.25,-0.06,-0.03,-0.02,0.04
CarII-6544,4656.47,22.0,0.0,-1.34,52.5,,3.4,,2.43,0.34,0.04,0.34,0.33,-0.05,-0.02,-0.01,0.03
CarII-6544,4657.2,22.1,1.24,-2.29,53.5,,3.9,,2.39,0.13,0.06,0.12,0.05,0.11,-0.02,0.01,0.03
CarII-6544,4668.13,26.0,3.26,-1.08,47.8,,3.0,,4.9,0.19,0.04,0.19,0.18,-0.04,-0.02,-0.01,0.03
CarII-6544,4678.85,26.0,3.6,-0.68,40.1,,5.1,,4.81,0.19,0.08,0.17,0.17,-0.04,-0.02,-0.01,0.03
CarII-6544,4681.91,22.0,0.05,-1.07,62.6,,2.8,,2.35,0.34,0.03,0.34,0.33,-0.05,-0.03,-0.02,0.03
CarII-6544,4691.41,26.0,2.99,-1.45,46.9,,2.8,,4.9,0.21,0.04,0.2,0.2,-0.04,-0.02,-0.01,0.03
CarII-6544,4702.99,12.0,4.33,-0.38,66.6,,3.2,,4.82,0.12,0.04,0.12,0.1,-0.05,-0.03,-0.01,0.04
CarII-6544,4707.27,26.0,3.24,-0.96,57.3,,3.6,,4.89,0.19,0.05,0.19,0.18,-0.05,-0.03,-0.01,0.04
CarII-6544,4708.66,22.1,1.24,-2.35,50.0,,3.1,,2.39,0.13,0.05,0.12,0.05,0.11,-0.02,0.01,0.04
CarII-6544,4710.28,26.0,3.02,-1.61,37.2,,3.8,,4.95,0.21,0.06,0.2,0.2,-0.04,-0.01,-0.01,0.03
CarII-6544,4714.42,28.0,3.38,0.25,35.4,,3.4,,3.24,0.17,0.06,0.16,0.16,-0.03,-0.01,-0.01,0.03
CarII-6544,4731.44,26.1,2.89,-3.1,31.4,,3.9,,4.85,0.14,0.07,0.12,-0.01,0.12,-0.01,0.01,0.02
CarII-6544,4733.59,26.0,1.48,-2.99,94.9,,2.5,,5.14,0.31,0.04,0.31,0.29,-0.06,-0.07,-0.03,0.05
CarII-6544,4736.77,26.0,3.21,-0.67,76.7,,2.6,,4.84,0.2,0.04,0.19,0.17,-0.06,-0.05,-0.02,0.04
CarII-6544,4779.98,22.1,2.05,-1.37,34.8,,3.9,,2.2,0.13,0.07,0.11,0.02,0.11,-0.01,0.01,0.03
CarII-6544,4786.81,26.0,3.0,-1.61,44.7,,4.0,,5.04,0.21,0.06,0.2,0.2,-0.04,-0.02,-0.01,0.03
CarII-6544,4789.65,26.0,3.53,-0.96,20.1,,2.4,,4.59,0.18,0.06,0.18,0.17,-0.03,-0.01,-0.0,0.02
CarII-6544,4798.53,22.1,1.08,-2.66,46.4,,3.6,,2.43,0.13,0.05,0.12,0.06,0.11,-0.02,0.01,0.03
CarII-6544,4805.09,22.1,2.06,-1.1,56.4,,3.0,,2.29,0.12,0.04,0.11,0.01,0.11,-0.03,0.01,0.03
CarII-6544,4810.53,30.0,4.08,-0.14,11.6,,2.5,,1.47,0.13,0.1,0.08,0.05,0.07,-0.01,0.01,0.02
CarII-6544,4840.87,22.0,0.9,-0.43,23.5,,3.3,,2.21,0.28,0.07,0.27,0.27,-0.05,-0.01,-0.01,0.02
CarII-6544,4855.41,28.0,3.54,0.0,24.1,,3.9,,3.46,0.18,0.08,0.16,0.15,-0.03,-0.01,-0.0,0.02
CarII-6544,4859.74,26.0,2.87,-0.85,87.8,,2.9,,4.72,0.22,0.05,0.22,0.2,-0.06,-0.06,-0.02,0.05
CarII-6544,4865.61,22.1,1.11,-2.7,42.4,,5.7,,2.45,0.15,0.09,0.12,0.06,0.11,-0.01,0.01,0.02
CarII-6544,4871.32,26.0,2.87,-0.34,110.2,,2.5,,4.55,0.24,0.04,0.24,0.2,-0.07,-0.1,-0.03,0.07
CarII-6544,4872.14,26.0,2.88,-0.6,103.7,,2.7,,4.73,0.23,0.05,0.23,0.2,-0.07,-0.09,-0.03,0.07
CarII-6544,4889.0,26.0,2.2,-2.55,44.2,,3.0,,4.92,0.25,0.04,0.25,0.24,-0.05,-0.02,-0.01,0.03
CarII-6544,4890.76,26.0,2.88,-0.38,114.7,,2.9,,4.68,0.25,0.05,0.25,0.2,-0.08,-0.11,-0.03,0.07
CarII-6544,4891.49,26.0,2.85,-0.14,135.8,,3.3,,4.75,0.28,0.05,0.28,0.23,-0.08,-0.13,-0.04,0.09
CarII-6544,4903.31,26.0,2.88,-0.89,91.1,,3.5,,4.82,0.23,0.05,0.22,0.2,-0.07,-0.07,-0.03,0.06
CarII-6544,4910.02,26.0,3.39,-1.28,26.7,,3.1,,4.89,0.19,0.06,0.18,0.18,-0.04,-0.01,-0.01,0.02
CarII-6544,4911.19,22.1,3.12,-0.64,22.4,,4.3,,2.57,0.15,0.1,0.11,-0.01,0.11,-0.01,0.01,0.02
CarII-6544,4918.99,26.0,2.85,-0.34,119.6,,3.5,,4.67,0.26,0.06,0.25,0.21,-0.08,-0.11,-0.03,0.09
CarII-6544,4920.5,26.0,2.83,0.06,147.1,,3.3,,4.69,0.3,0.05,0.29,0.24,-0.08,-0.14,-0.04,0.1
CarII-6544,4923.93,26.1,2.89,-1.26,126.0,,3.5,,4.51,0.18,0.06,0.17,-0.07,0.09,-0.12,-0.01,0.09
CarII-6544,4924.77,26.0,2.28,-2.11,62.7,,2.9,,4.84,0.25,0.04,0.24,0.24,-0.05,-0.03,-0.01,0.03
CarII-6544,4938.81,26.0,2.87,-1.08,76.1,,2.9,,4.77,0.22,0.04,0.21,0.2,-0.06,-0.04,-0.02,0.04
CarII-6544,4939.69,26.0,0.86,-3.25,125.1,,2.8,,4.9,0.41,0.04,0.41,0.4,-0.04,-0.1,-0.03,0.07
CarII-6544,4946.39,26.0,3.37,-1.11,30.7,,3.1,,4.76,0.19,0.06,0.18,0.18,-0.04,-0.01,-0.01,0.02
CarII-6544,4966.09,26.0,3.33,-0.79,52.4,,4.0,,4.74,0.19,0.06,0.18,0.17,-0.05,-0.02,-0.01,0.03
CarII-6544,4980.17,28.0,3.6,0.07,23.8,,4.1,,3.46,0.18,0.09,0.15,0.15,-0.03,-0.01,-0.0,0.03
CarII-6544,4981.73,22.0,0.85,0.57,74.7,,3.5,,1.91,0.29,0.04,0.28,0.27,-0.06,-0.04,-0.02,0.05
CarII-6544,4985.25,26.0,3.93,-0.44,20.3,,2.6,,4.57,0.17,0.06,0.15,0.15,-0.03,-0.01,-0.0,0.03
CarII-6544,4991.07,22.0,0.83,0.45,70.8,,4.4,,1.96,0.29,0.06,0.28,0.27,-0.06,-0.03,-0.02,0.04
CarII-6544,4994.13,26.0,0.91,-2.97,138.7,,3.6,,4.87,0.45,0.06,0.44,0.43,-0.03,-0.11,-0.03,0.1
CarII-6544,4999.5,22.0,0.82,0.32,64.5,,3.9,,2.0,0.28,0.05,0.28,0.27,-0.06,-0.03,-0.02,0.04
CarII-6544,5001.86,26.0,3.88,-0.01,48.5,,3.8,,4.61,0.17,0.06,0.16,0.15,-0.04,-0.02,-0.01,0.03
CarII-6544,5005.71,26.0,3.88,-0.12,41.8,,3.8,,4.62,0.17,0.06,0.16,0.15,-0.04,-0.02,-0.01,0.03
CarII-6544,5006.12,26.0,2.83,-0.61,99.6,,3.5,,4.58,0.24,0.05,0.23,0.2,-0.07,-0.08,-0.03,0.07
CarII-6544,5007.21,22.0,0.82,0.17,77.9,,3.5,,2.31,0.29,0.05,0.29,0.28,-0.06,-0.04,-0.02,0.05
CarII-6544,5014.94,26.0,3.94,-0.18,43.1,,4.2,,4.77,0.17,0.07,0.15,0.15,-0.04,-0.02,-0.01,0.03
CarII-6544,5016.16,22.0,0.85,-0.48,27.6,,3.1,,2.27,0.28,0.06,0.28,0.27,-0.05,-0.01,-0.01,0.03
CarII-6544,5018.45,26.1,2.89,-1.1,150.5,,4.3,,4.73,0.19,0.07,0.18,-0.06,0.09,-0.14,-0.02,0.11
CarII-6544,5020.03,22.0,0.83,-0.33,24.4,,3.6,,2.04,0.29,0.07,0.28,0.27,-0.05,-0.01,-0.01,0.03
CarII-6544,5035.36,28.0,3.63,0.29,23.5,,5.0,,3.27,0.19,0.11,0.15,0.15,-0.03,-0.01,-0.0,0.03
CarII-6544,5038.4,22.0,1.43,0.02,23.2,,3.9,,2.44,0.25,0.08,0.24,0.23,-0.05,-0.01,-0.01,0.03
CarII-6544,5039.96,22.0,0.02,-1.08,59.9,,4.0,,2.25,0.35,0.05,0.34,0.34,-0.05,-0.02,-0.02,0.04
CarII-6544,5041.07,26.0,0.96,-3.09,147.1,,5.7,,5.17,0.46,0.08,0.45,0.43,-0.04,-0.13,-0.03,0.11
CarII-6544,5064.65,22.0,0.05,-0.94,78.9,,4.3,,2.37,0.36,0.05,0.35,0.35,-0.05,-0.04,-0.02,0.06
CarII-6544,5068.77,26.0,2.94,-1.23,62.1,,5.1,,4.8,0.22,0.07,0.21,0.2,-0.05,-0.03,-0.01,0.05
CarII-6544,5074.75,26.0,4.22,-0.2,34.1,,5.2,,4.99,0.16,0.09,0.14,0.13,-0.04,-0.01,-0.01,0.04
CarII-6544,5079.22,26.0,2.2,-2.1,87.7,,5.1,,5.04,0.27,0.07,0.26,0.24,-0.06,-0.06,-0.02,0.08
CarII-6544,5079.74,26.0,0.99,-3.25,134.3,,5.7,,5.17,0.43,0.08,0.43,0.41,-0.04,-0.1,-0.03,0.12
CarII-6544,5083.34,26.0,0.96,-2.84,151.5,,5.0,,4.96,0.47,0.07,0.46,0.44,-0.03,-0.13,-0.03,0.13
CarII-6544,5084.09,28.0,3.68,0.03,17.9,,4.0,,3.44,0.18,0.1,0.15,0.15,-0.03,-0.01,-0.0,0.03
CarII-6544,5123.72,26.0,1.01,-3.06,150.2,,4.8,,5.22,0.46,0.07,0.45,0.43,-0.03,-0.13,-0.03,0.1
CarII-6544,5125.12,26.0,4.22,-0.14,27.7,,3.8,,4.8,0.16,0.07,0.14,0.14,-0.03,-0.01,-0.01,0.03
CarII-6544,5127.36,26.0,0.91,-3.25,142.6,,5.7,,5.17,0.46,0.09,0.45,0.44,-0.03,-0.11,-0.03,0.09
CarII-6544,5129.16,22.1,1.89,-1.34,58.1,,4.3,,2.3,0.13,0.06,0.11,0.02,0.11,-0.03,0.01,0.04
CarII-6544,5131.47,26.0,2.22,-2.52,70.5,,4.3,,5.25,0.26,0.06,0.25,0.24,-0.06,-0.04,-0.01,0.05
CarII-6544,5133.69,26.0,4.17,0.36,56.6,,4.7,,4.72,0.16,0.07,0.14,0.13,-0.04,-0.03,-0.01,0.04
CarII-6544,5137.07,28.0,1.68,-1.94,68.2,,6.7,,3.66,0.28,0.09,0.26,0.26,-0.05,-0.03,-0.01,0.04
CarII-6544,5141.74,26.0,2.42,-2.15,44.5,,3.6,,4.79,0.24,0.05,0.24,0.23,-0.05,-0.02,-0.01,0.04
CarII-6544,5150.84,26.0,0.99,-3.04,140.8,,4.0,,5.03,0.44,0.06,0.44,0.42,-0.03,-0.11,-0.03,0.11
CarII-6544,5151.91,26.0,1.01,-3.32,118.8,,4.3,,5.05,0.39,0.06,0.39,0.37,-0.05,-0.09,-0.03,0.08
CarII-6544,5162.27,26.0,4.17,0.02,40.0,,3.5,,4.81,0.15,0.06,0.14,0.14,-0.04,-0.02,-0.01,0.03
CarII-6544,5171.6,26.0,1.48,-1.72,160.7,,3.8,,4.71,0.43,0.05,0.43,0.4,-0.04,-0.14,-0.04,0.11
CarII-6544,5172.68,12.0,2.71,-0.39,267.9,,5.1,,5.19,0.34,0.04,0.33,0.3,-0.11,-0.1,-0.02,0.09
CarII-6544,5173.74,22.0,0.0,-1.06,75.4,,4.1,,2.37,0.36,0.05,0.36,0.35,-0.05,-0.03,-0.02,0.04
CarII-6544,5183.6,12.0,2.72,-0.17,308.3,,4.9,,5.23,0.32,0.03,0.32,0.29,-0.12,-0.08,-0.02,0.08
CarII-6544,5185.9,22.1,1.89,-1.41,50.9,,4.0,,2.26,0.12,0.05,0.11,0.02,0.11,-0.02,0.01,0.03
CarII-6544,5188.68,22.1,1.58,-1.21,101.8,,4.2,,2.37,0.14,0.06,0.12,0.01,0.1,-0.08,-0.0,0.07
CarII-6544,5191.45,26.0,3.04,-0.55,83.8,,3.3,,4.53,0.22,0.05,0.21,0.2,-0.06,-0.05,-0.02,0.05
CarII-6544,5192.34,26.0,3.0,-0.42,100.4,,3.4,,4.59,0.23,0.05,0.23,0.2,-0.07,-0.08,-0.03,0.06
CarII-6544,5192.97,22.0,0.02,-0.95,64.2,,3.0,,2.15,0.35,0.04,0.35,0.34,-0.05,-0.03,-0.02,0.03
CarII-6544,5194.94,26.0,1.56,-2.02,154.9,,3.5,,5.03,0.41,0.05,0.41,0.39,-0.05,-0.13,-0.04,0.09
CarII-6544,5197.58,26.1,3.23,-2.22,50.4,,4.7,,4.69,0.14,0.07,0.12,-0.04,0.12,-0.02,0.01,0.03
CarII-6544,5198.71,26.0,2.22,-2.09,73.1,,3.4,,4.85,0.26,0.05,0.25,0.24,-0.06,-0.04,-0.01,0.04
CarII-6544,5202.34,26.0,2.17,-1.87,112.5,,3.5,,5.11,0.29,0.05,0.28,0.26,-0.06,-0.09,-0.03,0.07
CarII-6544,5206.02,24.0,0.94,0.02,156.4,,3.5,,2.9,0.4,0.06,0.4,0.37,-0.05,-0.13,-0.04,0.1
CarII-6544,5210.38,22.0,0.05,-0.82,90.1,,3.5,,2.36,0.37,0.05,0.37,0.36,-0.05,-0.04,-0.03,0.05
CarII-6544,5215.18,26.0,3.26,-0.86,64.8,,3.8,,4.87,0.2,0.06,0.19,0.18,-0.05,-0.03,-0.01,0.04
CarII-6544,5216.27,26.0,1.61,-2.08,139.9,,3.5,,4.94,0.38,0.05,0.38,0.35,-0.05,-0.12,-0.04,0.08
CarII-6544,5217.39,26.0,3.21,-1.07,53.1,,4.2,,4.86,0.2,0.06,0.19,0.18,-0.05,-0.02,-0.01,0.03
CarII-6544,5232.94,26.0,2.94,-0.19,130.9,,3.5,,4.74,0.27,0.05,0.27,0.22,-0.07,-0.12,-0.04,0.09
CarII-6544,5234.63,26.1,3.22,-2.18,69.7,,4.2,,4.92,0.14,0.06,0.13,-0.05,0.11,-0.04,0.0,0.04
CarII-6544,5239.81,21.1,1.45,-0.77,28.8,,3.5,,0.32,0.14,0.07,0.12,0.05,0.11,-0.01,0.01,0.02
CarII-6544,5242.49,26.0,3.63,-0.84,24.5,,3.6,,4.69,0.19,0.07,0.17,0.17,-0.04,-0.01,-0.01,0.02
CarII-6544,5247.56,24.0,0.96,-1.59,39.2,,3.2,,2.91,0.27,0.05,0.27,0.26,-0.05,-0.01,-0.01,0.03
CarII-6544,5250.65,26.0,2.2,-2.18,80.5,,2.9,,5.0,0.26,0.04,0.26,0.25,-0.06,-0.05,-0.02,0.04
CarII-6544,5263.31,26.0,3.26,-0.87,64.2,,3.3,,4.87,0.2,0.04,0.19,0.18,-0.05,-0.03,-0.01,0.03
CarII-6544,5266.56,26.0,3.0,-0.49,112.3,,3.1,,4.82,0.24,0.05,0.23,0.2,-0.07,-0.1,-0.04,0.06
CarII-6544,5276.0,26.1,3.2,-2.01,81.3,,3.3,,4.87,0.14,0.05,0.13,-0.05,0.11,-0.05,0.0,0.04
CarII-6544,5281.79,26.0,3.04,-1.02,70.4,,2.6,,4.81,0.21,0.04,0.21,0.2,-0.05,-0.04,-0.01,0.03
CarII-6544,5284.08,26.1,2.89,-3.11,36.9,,4.0,,4.94,0.14,0.07,0.12,-0.02,0.12,-0.01,0.01,0.02
CarII-6544,5296.69,24.0,0.98,-1.36,56.2,,2.8,,2.95,0.27,0.04,0.27,0.26,-0.06,-0.02,-0.01,0.03
CarII-6544,5298.27,24.0,0.98,-1.14,74.1,,3.6,,2.96,0.28,0.04,0.27,0.26,-0.06,-0.04,-0.02,0.03
CarII-6544,5302.3,26.0,3.28,-0.73,68.7,,3.2,,4.81,0.2,0.05,0.19,0.18,-0.05,-0.03,-0.01,0.04
CarII-6544,5307.36,26.0,1.61,-2.91,90.6,,3.0,,5.06,0.31,0.04,0.31,0.29,-0.06,-0.06,-0.02,0.04
CarII-6544,5324.18,26.0,3.21,-0.11,119.8,,3.7,,4.83,0.24,0.06,0.24,0.2,-0.07,-0.11,-0.03,0.07
CarII-6544,5325.55,26.1,3.22,-3.16,19.9,,3.4,,5.04,0.15,0.08,0.12,-0.02,0.12,-0.01,0.01,0.02
CarII-6544,5332.9,26.0,1.56,-2.78,100.6,,3.1,,4.99,0.31,0.04,0.31,0.3,-0.06,-0.07,-0.03,0.05
CarII-6544,5336.79,22.1,1.58,-1.6,73.6,,3.3,,2.34,0.12,0.04,0.12,0.03,0.1,-0.04,0.01,0.04
CarII-6544,5339.93,26.0,3.26,-0.63,72.6,,3.1,,4.74,0.2,0.04,0.2,0.19,-0.05,-0.04,-0.02,0.04
CarII-6544,5341.02,26.0,1.61,-1.95,154.6,,3.0,,4.98,0.41,0.04,0.41,0.38,-0.05,-0.13,-0.04,0.08
CarII-6544,5345.8,24.0,1.0,-0.95,72.1,,3.3,,2.76,0.27,0.04,0.27,0.26,-0.06,-0.03,-0.02,0.03
CarII-6544,5348.31,24.0,1.0,-1.21,55.3,,3.2,,2.81,0.27,0.04,0.27,0.26,-0.06,-0.02,-0.01,0.03
CarII-6544,5353.37,26.0,4.1,-0.76,11.1,,1.8,,4.8,0.17,0.07,0.15,0.15,-0.03,-0.01,0.0,0.02
CarII-6544,5367.47,26.0,4.41,0.35,43.8,,2.8,,4.83,0.14,0.04,0.13,0.13,-0.04,-0.02,-0.01,0.02
CarII-6544,5369.96,26.0,4.37,0.35,51.6,,3.2,,4.88,0.14,0.05,0.14,0.13,-0.04,-0.02,-0.01,0.03
CarII-6544,5381.02,22.1,1.56,-1.97,47.8,,3.2,,2.34,0.13,0.05,0.12,0.04,0.11,-0.02,0.01,0.03
CarII-6544,5383.37,26.0,4.31,0.5,66.8,,3.4,,4.88,0.15,0.05,0.14,0.13,-0.04,-0.04,-0.01,0.03
CarII-6544,5393.17,26.0,3.24,-0.72,68.3,,3.0,,4.74,0.2,0.04,0.2,0.19,-0.05,-0.03,-0.01,0.03
CarII-6544,5409.78,24.0,1.03,-0.67,94.5,,3.3,,2.8,0.29,0.04,0.28,0.27,-0.06,-0.06,-0.03,0.04
CarII-6544,5410.91,26.0,4.47,0.28,35.9,,2.9,,4.84,0.14,0.05,0.13,0.12,-0.03,-0.01,-0.01,0.02
CarII-6544,5415.2,26.0,4.38,0.5,45.3,,2.9,,4.66,0.14,0.04,0.14,0.13,-0.04,-0.02,-0.01,0.03
CarII-6544,5418.77,22.1,1.58,-2.13,47.8,,3.7,,2.52,0.12,0.05,0.12,0.04,0.11,-0.02,0.01,0.02
CarII-6544,5424.07,26.0,4.32,0.52,65.0,,3.1,,4.84,0.15,0.04,0.14,0.13,-0.04,-0.04,-0.01,0.03
CarII-6544,5476.9,28.0,1.82,-0.78,116.5,,2.6,,3.3,0.3,0.04,0.29,0.27,-0.05,-0.09,-0.03,0.05
CarII-6544,5497.52,26.0,1.01,-2.83,160.6,,2.6,,5.01,0.48,0.03,0.48,0.46,-0.03,-0.13,-0.03,0.07
CarII-6544,5501.47,26.0,0.96,-3.05,148.7,,2.5,,5.0,0.46,0.03,0.46,0.45,-0.02,-0.11,-0.03,0.07
CarII-6544,5506.78,26.0,0.99,-2.79,169.4,,2.7,,5.05,0.49,0.03,0.49,0.48,-0.02,-0.13,-0.03,0.07
CarII-6544,5528.4,12.0,4.35,-0.5,92.9,,2.5,,5.22,0.14,0.03,0.13,0.11,-0.05,-0.05,-0.02,0.03
CarII-6544,5534.83,26.1,3.25,-2.75,37.2,,3.5,,5.01,0.14,0.06,0.12,-0.03,0.12,-0.01,0.01,0.02
CarII-6544,5569.62,26.0,3.41,-0.52,66.1,,2.1,,4.71,0.19,0.03,0.19,0.18,-0.05,-0.03,-0.01,0.02
CarII-6544,5572.84,26.0,3.39,-0.28,85.8,,2.2,,4.71,0.2,0.03,0.2,0.18,-0.05,-0.05,-0.02,0.03
CarII-6544,5576.09,26.0,3.43,-1.0,49.1,,2.3,,4.98,0.19,0.03,0.19,0.18,-0.04,-0.02,-0.01,0.02
CarII-6544,5578.72,28.0,1.68,-2.83,17.6,,1.7,,3.68,0.27,0.05,0.26,0.26,-0.04,-0.01,-0.01,0.01
CarII-6544,5581.97,20.0,2.52,-0.56,20.0,,2.2,,3.86,0.15,0.05,0.14,0.14,-0.04,-0.01,-0.01,0.01
CarII-6544,5586.76,26.0,3.37,-0.11,98.1,,2.3,,4.67,0.21,0.03,0.21,0.19,-0.06,-0.07,-0.02,0.04
CarII-6544,5588.75,20.0,2.52,0.21,58.3,,2.2,,3.75,0.15,0.03,0.14,0.14,-0.04,-0.02,-0.01,0.02
CarII-6544,5590.11,20.0,2.52,-0.57,19.5,,2.7,,3.86,0.16,0.07,0.14,0.14,-0.04,-0.01,-0.01,0.01
CarII-6544,5594.46,20.0,2.52,0.1,49.2,,2.5,,3.73,0.15,0.03,0.14,0.14,-0.04,-0.02,-0.01,0.02
CarII-6544,5598.48,20.0,2.52,-0.09,45.5,,3.6,,3.86,0.15,0.05,0.14,0.14,-0.04,-0.02,-0.01,0.02
CarII-6544,5601.28,20.0,2.53,-0.52,28.0,,2.9,,4.01,0.15,0.06,0.14,0.14,-0.04,-0.01,-0.01,0.01
CarII-6544,5615.64,26.0,3.33,0.04,107.3,,2.3,,4.6,0.22,0.03,0.22,0.19,-0.06,-0.08,-0.03,0.04
