ID,Wave,Species,ExPot,log(gf),EW,f_EW,logX
SMSS~J175046.30-425506.9,4946.388,26.0,3.37,-1.17,44.2,,5.41
SMSS~J175046.30-425506.9,4966.089,26.0,3.33,-0.871,52.3,,5.21
SMSS~J175046.30-425506.9,4994.13,26.0,0.92,-2.969,107.2,,5.4
SMSS~J175046.30-425506.9,4999.5,22.0,0.83,0.306,85.3,,2.96
SMSS~J175046.30-425506.9,5001.87,26.0,3.88,0.05,60.5,,5.1
SMSS~J175046.30-425506.9,5005.159,22.1,1.57,-2.73,25.2,,3.33
SMSS~J175046.30-425506.9,5007.206,22.0,0.82,0.168,81.0,,3.0
SMSS~J175046.30-425506.9,5012.068,26.0,0.86,-2.642,133.5,,5.5
SMSS~J175046.30-425506.9,5014.942,26.0,3.94,-0.3,45.5,,5.24
SMSS~J175046.30-425506.9,5017.591,28.0,3.54,-0.08,32.5,,4.02
SMSS~J175046.30-425506.9,5018.45,26.1,2.89,-1.22,125.7,,5.33
SMSS~J175046.30-425506.9,5020.024,22.0,0.84,-0.358,41.7,,2.88
SMSS~J175046.30-425506.9,5024.843,22.0,0.82,-0.546,29.0,,2.8
SMSS~J175046.30-425506.9,5036.463,22.0,1.44,0.186,32.1,,2.87
SMSS~J175046.30-425506.9,5038.396,22.0,1.43,0.069,36.8,,3.07
SMSS~J175046.30-425506.9,5039.96,22.0,0.02,-1.13,57.1,,2.9
SMSS~J175046.30-425506.9,5044.212,26.0,2.85,-2.017,27.0,,5.3
SMSS~J175046.30-425506.9,5049.82,26.0,2.28,-1.355,92.9,,5.18
SMSS~J175046.30-425506.9,5051.634,26.0,0.92,-2.764,126.1,,5.55
SMSS~J175046.30-425506.9,5060.08,26.0,0.0,-5.46,34.3,,5.42
SMSS~J175046.30-425506.9,5064.65,22.0,0.05,-0.935,67.8,,2.92
SMSS~J175046.30-425506.9,5068.766,26.0,2.94,-1.041,79.0,,5.39
SMSS~J175046.30-425506.9,5074.749,26.0,4.22,-0.2,31.8,,5.21
SMSS~J175046.30-425506.9,5079.74,26.0,0.99,-3.245,90.5,,5.41
SMSS~J175046.30-425506.9,5080.523,28.0,3.65,0.13,26.7,,3.82
SMSS~J175046.30-425506.9,5081.11,28.0,3.85,0.3,23.4,,3.8
SMSS~J175046.30-425506.9,5083.339,26.0,0.96,-2.842,110.1,,5.36
SMSS~J175046.30-425506.9,5084.08,28.0,3.68,0.03,21.7,,3.83
SMSS~J175046.30-425506.9,5090.77,26.0,4.26,-0.36,23.5,,5.24
SMSS~J175046.30-425506.9,5115.4,28.0,3.83,-0.11,15.5,,3.96
SMSS~J175046.30-425506.9,5125.117,26.0,4.22,-0.14,41.8,,5.34
SMSS~J175046.30-425506.9,5129.156,22.1,1.89,-1.24,72.4,,3.07
SMSS~J175046.30-425506.9,5131.468,26.0,2.22,-2.515,48.4,,5.44
SMSS~J175046.30-425506.9,5133.689,26.0,4.18,0.14,61.4,,5.37
SMSS~J175046.30-425506.9,5137.075,28.0,1.68,-1.99,55.2,,4.09
SMSS~J175046.30-425506.9,5141.739,26.0,2.42,-2.238,48.3,,5.4
SMSS~J175046.30-425506.9,5142.929,26.0,0.96,-3.08,112.1,,5.63
SMSS~J175046.30-425506.9,5150.839,26.0,0.99,-3.037,95.3,,5.29
SMSS~J175046.30-425506.9,5151.911,26.0,1.01,-3.321,98.1,,5.65
SMSS~J175046.30-425506.9,5162.273,26.0,4.18,0.02,47.1,,5.23
SMSS~J175046.30-425506.9,5166.282,26.0,0.0,-4.123,119.7,,5.57
SMSS~J175046.30-425506.9,5171.596,26.0,1.49,-1.721,135.5,,5.39
SMSS~J175046.30-425506.9,5172.684,12.0,2.71,-0.45,264.7,,5.65
SMSS~J175046.30-425506.9,5173.74,22.0,0.0,-1.062,71.8,,3.03
SMSS~J175046.30-425506.9,5183.604,12.0,2.72,-0.239,335.2,,5.76
SMSS~J175046.30-425506.9,5185.902,22.1,1.89,-1.49,64.4,,3.18
SMSS~J175046.30-425506.9,5188.687,22.1,1.58,-1.05,116.1,,3.35
SMSS~J175046.30-425506.9,5192.344,26.0,3.0,-0.421,93.8,,5.12
SMSS~J175046.30-425506.9,5194.942,26.0,1.56,-2.021,122.8,,5.53
SMSS~J175046.30-425506.9,5198.711,26.0,2.22,-2.091,61.4,,5.23
SMSS~J175046.30-425506.9,5202.336,26.0,2.18,-1.871,93.0,,5.56
SMSS~J175046.30-425506.9,5206.04,24.0,0.94,0.02,124.5,,3.34
SMSS~J175046.30-425506.9,5210.39,22.0,0.05,-0.828,83.4,,3.07
SMSS~J175046.30-425506.9,5216.274,26.0,1.61,-2.082,106.1,,5.31
SMSS~J175046.30-425506.9,5217.39,26.0,3.21,-1.162,54.8,,5.38
SMSS~J175046.30-425506.9,5225.526,26.0,0.11,-4.755,68.2,,5.39
SMSS~J175046.30-425506.9,5226.538,22.1,1.57,-1.26,97.3,,3.17
SMSS~J175046.30-425506.9,5232.94,26.0,2.94,-0.057,117.6,,5.14
SMSS~J175046.30-425506.9,5234.63,26.1,3.22,-2.18,60.8,,5.34
SMSS~J175046.30-425506.9,5239.811,21.1,1.46,-0.77,54.4,,1.37
SMSS~J175046.30-425506.9,5242.491,26.0,3.63,-0.967,25.8,,5.15
SMSS~J175046.30-425506.9,5247.05,26.0,0.09,-4.946,69.8,,5.58
SMSS~J175046.30-425506.9,5247.564,24.0,0.96,-1.64,34.1,,3.34
SMSS~J175046.30-425506.9,5250.21,26.0,0.12,-4.938,69.7,,5.61
SMSS~J175046.30-425506.9,5254.956,26.0,0.11,-4.764,84.6,,5.68
SMSS~J175046.30-425506.9,5263.305,26.0,3.27,-0.879,54.3,,5.16
SMSS~J175046.30-425506.9,5266.555,26.0,3.0,-0.385,106.8,,5.34
SMSS~J175046.30-425506.9,5276.0,26.1,3.2,-2.01,69.8,,5.32
SMSS~J175046.30-425506.9,5281.79,26.0,3.04,-0.833,75.6,,5.21
SMSS~J175046.30-425506.9,5283.621,26.0,3.24,-0.524,88.7,,5.4
SMSS~J175046.30-425506.9,5296.69,24.0,0.98,-1.36,47.3,,3.31
SMSS~J175046.30-425506.9,5298.28,24.0,0.98,-1.14,70.5,,3.49
SMSS~J175046.30-425506.9,5300.74,24.0,0.98,-2.0,14.1,,3.23
SMSS~J175046.30-425506.9,5307.361,26.0,1.61,-2.912,71.1,,5.45
SMSS~J175046.30-425506.9,5324.179,26.0,3.21,-0.103,103.7,,5.23
SMSS~J175046.30-425506.9,5328.531,26.0,1.56,-1.85,130.4,,5.48
SMSS~J175046.30-425506.9,5332.9,26.0,1.55,-2.776,79.6,,5.41
SMSS~J175046.30-425506.9,5336.786,22.1,1.58,-1.59,92.5,,3.4
SMSS~J175046.30-425506.9,5339.93,26.0,3.27,-0.72,73.1,,5.33
SMSS~J175046.30-425506.9,5345.8,24.0,1.0,-0.95,69.8,,3.3
SMSS~J175046.30-425506.9,5348.31,24.0,1.0,-1.21,54.1,,3.3
SMSS~J175046.30-425506.9,5349.465,20.0,2.71,-0.31,40.0,,4.5
SMSS~J175046.30-425506.9,5364.871,26.0,4.45,0.228,49.0,,5.37
SMSS~J175046.30-425506.9,5365.4,26.0,3.56,-1.02,27.4,,5.14
SMSS~J175046.30-425506.9,5367.467,26.0,4.42,0.443,55.2,,5.23
SMSS~J175046.30-425506.9,5381.021,22.1,1.57,-1.92,59.6,,3.12
SMSS~J175046.30-425506.9,5383.369,26.0,4.31,0.645,67.4,,5.12
SMSS~J175046.30-425506.9,5409.77,24.0,1.03,-0.67,78.3,,3.21
SMSS~J175046.30-425506.9,5410.91,26.0,4.47,0.398,47.5,,5.19
SMSS~J175046.30-425506.9,5418.768,22.1,1.58,-2.0,52.5,,3.1
SMSS~J175046.30-425506.9,5424.068,26.0,4.32,0.52,67.0,,5.25
SMSS~J175046.30-425506.9,5497.516,26.0,1.01,-2.825,126.9,,5.65
SMSS~J175046.30-425506.9,5501.465,26.0,0.96,-3.046,115.9,,5.6
SMSS~J175046.30-425506.9,5506.779,26.0,0.99,-2.789,118.6,,5.43
SMSS~J175046.30-425506.9,5526.785,21.1,1.77,0.02,63.9,,1.11
SMSS~J175046.30-425506.9,5528.405,12.0,4.34,-0.498,104.2,,5.79
SMSS~J175046.30-425506.9,5534.834,26.1,3.25,-2.93,22.0,,5.35
SMSS~J175046.30-425506.9,5569.618,26.0,3.42,-0.54,71.0,,5.28
SMSS~J175046.30-425506.9,5572.842,26.0,3.4,-0.275,88.1,,5.32
SMSS~J175046.30-425506.9,5576.088,26.0,3.43,-1.0,50.1,,5.39
SMSS~J175046.30-425506.9,5581.971,20.0,2.52,-0.555,43.6,,4.59
SMSS~J175046.30-425506.9,5586.756,26.0,3.37,-0.144,97.8,,5.32
SMSS~J175046.30-425506.9,5588.76,20.0,2.52,0.21,85.0,,4.55
SMSS~J175046.30-425506.9,5590.12,20.0,2.52,-0.571,29.7,,4.33
SMSS~J175046.30-425506.9,5594.468,20.0,2.52,0.097,75.0,,4.48
SMSS~J175046.30-425506.9,5598.487,20.0,2.52,-0.087,65.4,,4.5
SMSS~J175046.30-425506.9,5615.644,26.0,3.33,0.05,107.7,,5.27
SMSS~J175046.30-425506.9,5624.542,26.0,3.42,-0.755,53.8,,5.2
SMSS~J175046.30-425506.9,5657.907,21.1,1.51,-0.6,57.9,,1.3
SMSS~J175046.30-425506.9,5658.816,26.0,3.4,-0.793,64.6,,5.39
SMSS~J175046.30-425506.9,5669.055,21.1,1.5,-1.2,28.0,,1.36
SMSS~J175046.30-425506.9,5684.214,21.1,1.51,-1.07,27.3,,1.23
SMSS~J175046.30-425506.9,5701.544,26.0,2.56,-2.143,40.3,,5.3
SMSS~J175046.30-425506.9,5711.09,12.0,4.34,-1.724,21.7,,5.59
SMSS~J175046.30-425506.9,5857.45,20.0,2.93,0.23,53.3,,4.44
SMSS~J175046.30-425506.9,5889.95,11.0,0.0,0.108,219.7,,4.24
SMSS~J175046.30-425506.9,5895.924,11.0,0.0,-0.194,188.1,,4.21
SMSS~J175046.30-425506.9,6065.481,26.0,2.61,-1.41,84.4,,5.37
SMSS~J175046.30-425506.9,6102.72,20.0,1.88,-0.79,79.1,,4.62
SMSS~J175046.30-425506.9,6108.121,28.0,1.68,-2.45,25.6,,3.95
SMSS~J175046.30-425506.9,6122.22,20.0,1.89,-0.315,109.0,,4.69
SMSS~J175046.30-425506.9,6136.615,26.0,2.45,-1.41,103.0,,5.52
SMSS~J175046.30-425506.9,6137.691,26.0,2.59,-1.346,92.3,,5.43
SMSS~J175046.30-425506.9,6162.17,20.0,1.9,-0.089,118.0,,4.62
SMSS~J175046.30-425506.9,6169.055,20.0,2.52,-0.797,27.2,,4.49
SMSS~J175046.30-425506.9,6169.559,20.0,2.53,-0.478,45.0,,4.52
SMSS~J175046.30-425506.9,6191.558,26.0,2.43,-1.416,99.8,,5.44
SMSS~J175046.30-425506.9,6200.312,26.0,2.61,-2.437,28.5,,5.41
SMSS~J175046.30-425506.9,6213.429,26.0,2.22,-2.481,53.8,,5.42
SMSS~J175046.30-425506.9,6219.28,26.0,2.2,-2.448,58.3,,5.44
SMSS~J175046.30-425506.9,6230.723,26.0,2.56,-1.276,101.7,,5.49
SMSS~J175046.30-425506.9,6240.645,26.0,2.22,-3.173,18.5,,5.42
SMSS~J175046.30-425506.9,6246.318,26.0,3.6,-0.877,45.0,,5.35
SMSS~J175046.30-425506.9,6247.545,26.1,3.89,-2.51,16.1,,5.49
SMSS~J175046.30-425506.9,6252.555,26.0,2.4,-1.687,89.4,,5.47
SMSS~J175046.30-425506.9,6254.257,26.0,2.28,-2.443,58.8,,5.54
SMSS~J175046.30-425506.9,6258.099,22.0,1.44,-0.299,14.6,,2.86
SMSS~J175046.30-425506.9,6265.134,26.0,2.18,-2.54,57.3,,5.49
SMSS~J175046.30-425506.9,6297.792,26.0,2.22,-2.64,40.3,,5.35
SMSS~J175046.30-425506.9,6301.499,26.0,3.65,-0.718,45.5,,5.26
SMSS~J175046.30-425506.9,6335.33,26.0,2.2,-2.18,72.8,,5.41
SMSS~J175046.30-425506.9,6344.148,26.0,2.43,-2.877,19.5,,5.41
SMSS~J175046.30-425506.9,6393.601,26.0,2.43,-1.576,94.1,,5.47
SMSS~J175046.30-425506.9,6411.649,26.0,3.65,-0.595,50.6,,5.21
SMSS~J175046.30-425506.9,6421.35,26.0,2.28,-2.014,78.8,,5.44
SMSS~J175046.30-425506.9,6430.846,26.0,2.18,-1.946,91.5,,5.48
SMSS~J175046.30-425506.9,6432.68,26.1,2.89,-3.71,14.4,,5.45
SMSS~J175046.30-425506.9,6439.07,20.0,2.52,0.47,96.9,,4.46
SMSS~J175046.30-425506.9,6449.81,20.0,2.52,-0.502,46.1,,4.54
SMSS~J175046.30-425506.9,6456.383,26.1,3.9,-2.08,28.5,,5.4
SMSS~J175046.30-425506.9,6494.98,26.0,2.4,-1.239,114.6,,5.46
SMSS~J175046.30-425506.9,6496.896,56.1,0.6,-0.369,158.3,,0.88
SMSS~J175046.30-425506.9,6498.94,26.0,0.96,-4.699,23.8,,5.53
SMSS~J175046.30-425506.9,6499.649,20.0,2.52,-0.818,24.8,,4.44
SMSS~J175046.30-425506.9,6592.912,26.0,2.73,-1.473,72.8,,5.34
SMSS~J175046.30-425506.9,6593.868,26.0,2.44,-2.366,48.9,,5.48
SMSS~J175046.30-425506.9,6604.578,21.1,1.36,-1.31,19.3,,1.05
SMSS~J175046.30-425506.9,6663.44,26.0,2.42,-2.479,44.0,,5.48
SMSS~J175046.30-425506.9,6677.986,26.0,2.69,-1.418,85.8,,5.46
SMSS~J175046.30-425506.9,6717.685,20.0,2.71,-0.524,37.2,,4.62
SMSS~J175046.30-425506.9,6750.152,26.0,2.42,-2.584,37.5,,5.46
SMSS~J175046.30-425506.9,6767.77,28.0,1.83,-2.17,42.0,,4.13
SMSS~J175738.37-454823.5,3829.355,12.0,2.71,-0.208,216.6,,5.3
SMSS~J175738.37-454823.5,3881.869,27.0,0.58,-1.13,89.6,,2.66
SMSS~J175738.37-454823.5,3944.006,13.0,0.0,-0.62,,s,3.15
SMSS~J175738.37-454823.5,3961.52,13.0,0.01,-0.34,162.2,,3.28
SMSS~J175738.37-454823.5,3989.76,22.0,0.02,-0.062,102.3,,2.68
SMSS~J175738.37-454823.5,3998.64,22.0,0.05,0.01,110.0,,2.82
SMSS~J175738.37-454823.5,4001.661,26.0,2.18,-1.9,68.6,,5.11
SMSS~J175738.37-454823.5,4007.272,26.0,2.76,-1.28,52.0,,4.89
SMSS~J175738.37-454823.5,4008.928,22.0,0.02,-1.016,55.1,,2.7
SMSS~J175738.37-454823.5,4030.753,25.0,0.0,-0.497,,s,2.34
SMSS~J175738.37-454823.5,4032.627,26.0,1.49,-2.38,88.4,,5.13
SMSS~J175738.37-454823.5,4033.062,25.0,0.0,-0.647,,s,2.14
SMSS~J175738.37-454823.5,4034.483,25.0,0.0,-0.843,,s,2.14
SMSS~J175738.37-454823.5,4041.357,25.0,2.113,0.281,,s,2.33
SMSS~J175738.37-454823.5,4044.609,26.0,2.83,-1.22,49.6,,4.87
SMSS~J175738.37-454823.5,4053.829,22.1,1.89,-1.21,54.4,,2.61
SMSS~J175738.37-454823.5,4057.505,12.0,4.35,-0.89,58.3,,5.46
SMSS~J175738.37-454823.5,4058.217,26.0,3.21,-1.11,43.6,,5.11
SMSS~J175738.37-454823.5,4067.978,26.0,3.21,-0.47,57.8,,4.73
SMSS~J175738.37-454823.5,4077.714,38.1,0.0,0.167,,s,0.7
SMSS~J175738.37-454823.5,4079.838,26.0,2.86,-1.36,39.3,,4.86
SMSS~J175738.37-454823.5,4095.97,26.0,2.59,-1.48,61.0,,5.04
SMSS~J175738.37-454823.5,4098.176,26.0,3.24,-0.88,44.6,,4.93
SMSS~J175738.37-454823.5,4102.936,14.0,1.91,-3.14,113.2,,5.68
SMSS~J175738.37-454823.5,4110.532,27.0,1.05,-1.08,62.7,,2.6
SMSS~J175738.37-454823.5,4114.445,26.0,2.83,-1.303,44.1,,4.84
SMSS~J175738.37-454823.5,4118.767,27.0,1.05,-0.49,95.7,,2.67
SMSS~J175738.37-454823.5,4121.318,27.0,0.92,-0.32,99.4,,2.42
SMSS~J175738.37-454823.5,4121.802,26.0,2.83,-1.45,36.5,,4.85
SMSS~J175738.37-454823.5,4129.72,63.1,0.0,0.22,,s,-0.92
SMSS~J175738.37-454823.5,4132.899,26.0,2.85,-1.01,58.2,,4.83
SMSS~J175738.37-454823.5,4134.678,26.0,2.83,-0.649,75.1,,4.77
SMSS~J175738.37-454823.5,4136.998,26.0,3.42,-0.45,47.6,,4.77
SMSS~J175738.37-454823.5,4139.927,26.0,0.99,-3.629,57.9,,5.14
SMSS~J175738.37-454823.5,4147.669,26.0,1.48,-2.071,97.5,,4.97
SMSS~J175738.37-454823.5,4154.498,26.0,2.83,-0.688,72.2,,4.75
SMSS~J175738.37-454823.5,4154.805,26.0,3.37,-0.4,64.3,,4.96
SMSS~J175738.37-454823.5,4156.799,26.0,2.83,-0.808,66.5,,4.75
SMSS~J175738.37-454823.5,4157.78,26.0,3.42,-0.403,54.4,,4.84
SMSS~J175738.37-454823.5,4158.793,26.0,3.43,-0.67,40.5,,4.87
SMSS~J175738.37-454823.5,4161.527,22.1,1.08,-2.16,68.0,,2.78
SMSS~J175738.37-454823.5,4163.634,22.1,2.59,-0.4,57.1,,2.68
SMSS~J175738.37-454823.5,4167.271,12.0,4.35,-0.71,83.3,,5.7
SMSS~J175738.37-454823.5,4174.913,26.0,0.91,-2.938,106.9,,5.3
SMSS~J175738.37-454823.5,4175.636,26.0,2.85,-0.827,67.9,,4.83
SMSS~J175738.37-454823.5,4178.86,26.1,2.58,-2.51,68.9,,4.94
SMSS~J175738.37-454823.5,4181.755,26.0,2.83,-0.371,100.7,,5.04
SMSS~J175738.37-454823.5,4182.382,26.0,3.02,-1.18,40.8,,4.89
SMSS~J175738.37-454823.5,4184.309,22.1,1.08,-2.51,64.1,,3.06
SMSS~J175738.37-454823.5,4184.892,26.0,2.83,-0.869,73.3,,4.95
SMSS~J175738.37-454823.5,4187.039,26.0,2.45,-0.514,111.6,,4.9
SMSS~J175738.37-454823.5,4187.795,26.0,2.42,-0.51,108.7,,4.81
SMSS~J175738.37-454823.5,4191.43,26.0,2.47,-0.666,100.5,,4.85
SMSS~J175738.37-454823.5,4195.329,26.0,3.33,-0.492,60.9,,4.93
SMSS~J175738.37-454823.5,4196.208,26.0,3.4,-0.7,42.5,,4.9
SMSS~J175738.37-454823.5,4215.524,38.1,0.0,-0.17,,s,0.55
SMSS~J175738.37-454823.5,4217.545,26.0,3.43,-0.484,61.4,,5.06
SMSS~J175738.37-454823.5,4222.213,26.0,2.45,-0.914,97.9,,5.01
SMSS~J175738.37-454823.5,4233.17,26.1,2.58,-1.97,84.7,,4.71
SMSS~J175738.37-454823.5,4233.603,26.0,2.48,-0.579,102.0,,4.8
SMSS~J175738.37-454823.5,4238.81,26.0,3.4,-0.233,65.4,,4.84
SMSS~J175738.37-454823.5,4246.82,21.1,0.315,0.241,,s,0.43
SMSS~J175738.37-454823.5,4250.119,26.0,2.47,-0.38,116.7,,4.88
SMSS~J175738.37-454823.5,4283.01,20.0,1.89,-0.224,86.6,,4.26
SMSS~J175738.37-454823.5,4289.72,24.0,0.0,-0.37,150.8,,3.02
SMSS~J175738.37-454823.5,4290.219,22.1,1.16,-0.93,137.6,,3.05
SMSS~J175738.37-454823.5,4314.083,21.1,0.618,0.013,,s,0.5
SMSS~J175738.37-454823.5,4318.65,20.0,1.89,-0.21,80.4,,4.13
SMSS~J175738.37-454823.5,4324.998,21.1,0.595,-0.22,,s,0.5
SMSS~J175738.37-454823.5,4330.723,22.1,1.18,-2.06,79.0,,2.98
SMSS~J175738.37-454823.5,4337.046,26.0,1.56,-1.695,114.0,,5.0
SMSS~J175738.37-454823.5,4337.914,22.1,1.08,-0.96,126.6,,2.73
SMSS~J175738.37-454823.5,4352.735,26.0,2.22,-1.29,88.8,,4.89
SMSS~J175738.37-454823.5,4388.407,26.0,3.6,-0.681,29.3,,4.85
SMSS~J175738.37-454823.5,4394.059,22.1,1.22,-1.78,80.9,,2.78
SMSS~J175738.37-454823.5,4395.031,22.1,1.08,-0.54,171.5,,3.11
SMSS~J175738.37-454823.5,4395.839,22.1,1.24,-1.93,78.1,,2.9
SMSS~J175738.37-454823.5,4399.765,22.1,1.24,-1.19,108.6,,2.77
SMSS~J175738.37-454823.5,4400.389,21.1,0.605,-0.537,,s,0.5
SMSS~J175738.37-454823.5,4415.544,21.1,0.595,-0.668,,s,0.57
SMSS~J175738.37-454823.5,4416.817,26.1,2.78,-2.6,54.1,,4.97
SMSS~J175738.37-454823.5,4417.714,22.1,1.17,-1.19,120.5,,2.91
SMSS~J175738.37-454823.5,4418.331,22.1,1.24,-1.97,68.6,,2.76
SMSS~J175738.37-454823.5,4422.568,26.0,2.85,-1.11,71.2,,5.13
SMSS~J175738.37-454823.5,4425.44,20.0,1.88,-0.358,64.3,,3.95
SMSS~J175738.37-454823.5,4430.614,26.0,2.22,-1.659,78.0,,5.02
SMSS~J175738.37-454823.5,4441.731,22.1,1.18,-2.41,61.1,,3.0
SMSS~J175738.37-454823.5,4442.339,26.0,2.2,-1.228,105.9,,5.14
SMSS~J175738.37-454823.5,4443.194,26.0,2.86,-1.043,61.5,,4.89
SMSS~J175738.37-454823.5,4444.554,22.1,1.12,-2.24,78.5,,3.06
SMSS~J175738.37-454823.5,4447.717,26.0,2.22,-1.339,94.1,,5.02
SMSS~J175738.37-454823.5,4450.482,22.1,1.08,-1.52,108.7,,2.88
SMSS~J175738.37-454823.5,4454.381,26.0,2.83,-1.3,52.1,,4.95
SMSS~J175738.37-454823.5,4454.78,20.0,1.9,0.26,105.5,,4.13
SMSS~J175738.37-454823.5,4455.89,20.0,1.9,-0.53,59.3,,4.05
SMSS~J175738.37-454823.5,4464.448,22.1,1.16,-1.81,89.5,,2.88
SMSS~J175738.37-454823.5,4468.517,22.1,1.13,-0.6,141.4,,2.68
SMSS~J175738.37-454823.5,4470.853,22.1,1.17,-2.02,72.2,,2.78
SMSS~J175738.37-454823.5,4476.019,26.0,2.85,-0.82,81.8,,5.03
SMSS~J175738.37-454823.5,4489.185,26.1,2.83,-2.97,40.0,,5.14
SMSS~J175738.37-454823.5,4490.083,26.0,3.02,-1.58,26.1,,4.97
SMSS~J175738.37-454823.5,4491.41,26.1,2.86,-2.71,45.7,,5.02
SMSS~J175738.37-454823.5,4494.563,26.0,2.2,-1.143,106.4,,5.04
SMSS~J175738.37-454823.5,4501.27,22.1,1.12,-0.77,147.8,,2.95
SMSS~J175738.37-454823.5,4508.283,26.1,2.86,-2.58,60.6,,5.15
SMSS~J175738.37-454823.5,4512.73,22.0,0.84,-0.424,23.3,,2.47
SMSS~J175738.37-454823.5,4515.34,26.1,2.84,-2.6,53.8,,5.03
SMSS~J175738.37-454823.5,4518.02,22.0,0.83,-0.269,37.3,,2.59
SMSS~J175738.37-454823.5,4531.148,26.0,1.48,-2.101,115.1,,5.25
SMSS~J175738.37-454823.5,4533.249,22.0,0.85,0.532,76.3,,2.48
SMSS~J175738.37-454823.5,4533.96,22.1,1.24,-0.53,158.1,,3.04
SMSS~J175738.37-454823.5,4535.567,22.0,0.83,0.12,67.5,,2.71
SMSS~J175738.37-454823.5,4544.687,22.0,0.82,-0.52,38.1,,2.84
SMSS~J175738.37-454823.5,4545.95,24.0,0.94,-1.37,31.4,,2.91
SMSS~J175738.37-454823.5,4548.76,22.0,0.83,-0.298,45.1,,2.76
SMSS~J175738.37-454823.5,4554.033,56.1,0.0,0.163,,s,0.18
SMSS~J175738.37-454823.5,4555.89,26.1,2.83,-2.4,70.2,,5.11
SMSS~J175738.37-454823.5,4563.77,22.1,1.22,-0.96,134.8,,2.99
SMSS~J175738.37-454823.5,4571.096,12.0,0.0,-5.688,106.0,,5.6
SMSS~J175738.37-454823.5,4571.971,22.1,1.57,-0.32,138.4,,2.87
SMSS~J175738.37-454823.5,4576.34,26.1,2.84,-2.95,35.9,,5.05
SMSS~J175738.37-454823.5,4580.056,24.0,0.94,-1.65,27.1,,3.1
SMSS~J175738.37-454823.5,4583.409,22.1,1.16,-2.92,34.5,,3.02
SMSS~J175738.37-454823.5,4583.84,26.1,2.81,-1.93,86.7,,4.93
SMSS~J175738.37-454823.5,4589.915,22.1,1.24,-1.79,88.3,,2.91
SMSS~J175738.37-454823.5,4592.651,26.0,1.56,-2.462,94.5,,5.28
SMSS~J175738.37-454823.5,4600.752,24.0,1.0,-1.26,31.3,,2.87
SMSS~J175738.37-454823.5,4602.941,26.0,1.49,-2.208,102.0,,5.09
SMSS~J175738.37-454823.5,4626.188,24.0,0.97,-1.32,27.1,,2.8
SMSS~J175738.37-454823.5,4630.12,26.0,2.28,-2.587,35.1,,5.25
SMSS~J175738.37-454823.5,4632.912,26.0,1.61,-2.913,60.2,,5.16
SMSS~J175738.37-454823.5,4646.15,24.0,1.03,-0.74,69.9,,3.04
SMSS~J175738.37-454823.5,4647.434,26.0,2.95,-1.351,47.8,,5.06
SMSS~J175738.37-454823.5,4648.659,28.0,3.42,-0.16,22.4,,3.66
SMSS~J175738.37-454823.5,4652.158,24.0,1.0,-1.03,42.8,,2.84
SMSS~J175738.37-454823.5,4656.47,22.0,0.0,-1.289,42.4,,2.65
SMSS~J175738.37-454823.5,4678.846,26.0,3.6,-0.83,34.2,,5.08
SMSS~J175738.37-454823.5,4681.91,22.0,0.05,-1.015,60.8,,2.73
SMSS~J175738.37-454823.5,4691.411,26.0,2.99,-1.52,41.6,,5.17
SMSS~J175738.37-454823.5,4702.99,12.0,4.33,-0.38,97.9,,5.49
SMSS~J175738.37-454823.5,4707.274,26.0,3.24,-1.08,38.2,,4.97
SMSS~J175738.37-454823.5,4708.662,22.1,1.24,-2.34,52.0,,2.83
SMSS~J175738.37-454823.5,4714.421,28.0,3.38,0.23,48.4,,3.72
SMSS~J175738.37-454823.5,4731.439,26.1,2.89,-3.36,17.8,,5.09
SMSS~J175738.37-454823.5,4733.591,26.0,1.49,-2.988,71.2,,5.26
SMSS~J175738.37-454823.5,4736.772,26.0,3.21,-0.752,67.7,,5.11
SMSS~J175738.37-454823.5,4754.048,25.0,2.28,-0.08,,s,2.48
SMSS~J175738.37-454823.5,4783.432,25.0,2.296,0.044,,s,2.54
SMSS~J175738.37-454823.5,4786.806,26.0,3.0,-1.606,37.7,,5.19
SMSS~J175738.37-454823.5,4805.089,22.1,2.06,-1.1,66.7,,2.83
SMSS~J175738.37-454823.5,4823.524,25.0,2.317,0.136,,s,2.4
SMSS~J175738.37-454823.5,4823.528,25.0,2.32,0.144,43.5,,2.53
SMSS~J175738.37-454823.5,4840.87,22.0,0.9,-0.453,29.5,,2.69
SMSS~J175738.37-454823.5,4859.741,26.0,2.88,-0.76,87.2,,5.05
SMSS~J175738.37-454823.5,4865.61,22.1,1.12,-2.81,49.8,,3.1
SMSS~J175738.37-454823.5,4871.318,26.0,2.87,-0.362,101.1,,4.9
SMSS~J175738.37-454823.5,4872.137,26.0,2.88,-0.567,88.3,,4.88
SMSS~J175738.37-454823.5,4890.755,26.0,2.88,-0.394,106.4,,5.04
SMSS~J175738.37-454823.5,4891.492,26.0,2.85,-0.111,112.2,,4.83
SMSS~J175738.37-454823.5,4903.31,26.0,2.88,-0.926,79.5,,5.06
SMSS~J175738.37-454823.5,4918.994,26.0,2.85,-0.342,103.3,,4.89
SMSS~J175738.37-454823.5,4924.77,26.0,2.28,-2.114,44.7,,4.91
SMSS~J175738.37-454823.5,4934.086,56.1,0.0,-0.16,,s,0.2
SMSS~J175738.37-454823.5,4938.814,26.0,2.88,-1.077,62.7,,4.92
