Name,Species,lambda,ExPot,loggf,l_EW,EW,f_EW,l_logepsX,logepsX
UMa II-S3,Fe I,4920.50,2.83,0.070,,131.9,,,5.02
UMa II-S3,Fe I,4924.77,2.28,-2.256,,52.0,,,5.20
UMa II-S3,Fe I,4938.81,2.88,-1.080,,77.4,,,5.19
UMa II-S3,Fe I,4939.69,0.86,-3.340,,95.7,,,5.18
UMa II-S3,Fe I,4946.39,3.37,-1.170,,30.9,,,5.09
UMa II-S3,Fe I,4966.09,3.33,-0.870,,63.2,,,5.30
UMa II-S3,Fe I,4973.10,3.96,-0.950,,20.5,,,5.35
UMa II-S3,Fe I,4994.13,0.92,-2.956,,103.0,,,4.99
UMa II-S3,Fe I,5001.87,3.88,0.050,,59.0,,,4.98
UMa II-S3,Fe I,5006.12,2.83,-0.610,,87.5,,,4.83
UMa II-S3,Fe I,5012.07,0.86,-2.642,,123.3,,,4.95
UMa II-S3,Fe I,5014.94,3.94,-0.300,,39.2,,,5.07
UMa II-S3,Fe I,5022.24,3.98,-0.530,,30.0,,,5.17
UMa II-S3,Fe I,5028.13,3.57,-1.120,,21.5,,,5.07
UMa II-S3,Fe I,5041.07,0.96,-3.090,,111.8,,,5.32
UMa II-S3,Fe I,5041.76,1.49,-2.200,,,,,
UMa II-S3,Fe I,5049.82,2.28,-1.344,,91.2,,,4.92
UMa II-S3,Fe I,5051.64,0.92,-2.795,,131.1,,,5.31
UMa II-S3,Fe I,5060.08,0.00,-5.460,,34.9,,,5.20
UMa II-S3,Fe I,5068.77,2.94,-1.040,,72.7,,,5.12
UMa II-S3,Fe I,5074.75,4.22,-0.200,,39.7,,,5.31
UMa II-S3,Fe I,5079.22,2.20,-2.067,,82.8,,,5.38
UMa II-S3,Fe I,5079.74,0.99,-3.220,,101.6,,,5.30
UMa II-S3,Fe I,5083.34,0.96,-2.958,,109.7,,,5.13
UMa II-S3,Fe I,5090.77,4.26,-0.360,,,,,
UMa II-S3,Fe I,5098.70,2.18,-2.030,,83.5,,,5.32
UMa II-S3,Fe I,5123.72,1.01,-3.068,,101.7,,,5.17
UMa II-S3,Fe I,5125.12,4.22,-0.140,,,,,
UMa II-S3,Fe I,5127.36,0.92,-3.307,,95.2,,,5.17
UMa II-S3,Fe I,5131.47,2.22,-2.510,,46.6,,,5.26
UMa II-S3,Fe I,5133.69,4.18,0.140,,58.0,,,5.22
UMa II-S3,Fe I,5137.38,4.18,-0.400,,30.7,,,5.28
UMa II-S3,Fe I,5141.74,2.42,-1.964,,46.0,,,4.96
UMa II-S3,Fe I,5142.93,0.96,-3.080,,97.7,,,5.03
UMa II-S3,Fe I,5150.84,0.99,-3.003,,95.5,,,4.96
UMa II-S3,Fe I,5151.91,1.01,-3.322,,90.5,,,5.22
UMa II-S3,Fe I,5162.27,4.18,0.020,,55.9,,,5.30
UMa II-S3,Fe I,5166.28,0.00,-4.195,,115.2,,,5.13
UMa II-S3,Fe I,5171.60,1.49,-1.793,,129.5,,,5.00
UMa II-S3,Fe I,5191.45,3.04,-0.550,,79.9,,,4.85
UMa II-S3,Fe I,5192.34,3.00,-0.420,,92.3,,,4.89
UMa II-S3,Fe I,5194.94,1.56,-2.090,,111.0,,,5.06
UMa II-S3,Fe I,5198.71,2.22,-2.135,,57.6,,,5.05
UMa II-S3,Fe I,5202.34,2.18,-1.838,,85.4,,,5.14
UMa II-S3,Fe I,5216.27,1.61,-2.150,,47.2,,,5.05
UMa II-S3,Fe I,5217.39,3.21,-1.070,,,,,
UMa II-S3,Fe I,5225.52,0.11,-4.789,,73.8,,,5.22
UMa II-S3,Fe I,5232.94,2.94,-0.060,,109.3,,,4.77
UMa II-S3,Fe I,5242.49,3.63,-0.970,,,,,
UMa II-S3,Fe I,5247.05,0.09,-4.946,,58.8,,,5.14
UMa II-S3,Fe I,5250.21,0.12,-4.938,,65.7,,,5.27
UMa II-S3,Fe I,5250.65,2.20,-2.180,,75.5,,,5.33
UMa II-S3,Fe I,5254.96,0.11,-4.764,,72.4,,,5.17
UMa II-S3,Fe I,5263.31,3.27,-0.879,,55.8,,,5.06
UMa II-S3,Fe I,5281.79,3.04,-0.830,,77.6,,,5.08
UMa II-S3,Fe I,5283.62,3.24,-0.432,,80.6,,,4.98
UMa II-S3,Fe I,5302.30,3.28,-0.720,,62.5,,,5.03
UMa II-S3,Fe I,5307.36,1.61,-2.987,,62.7,,,5.19
UMa II-S3,Fe I,5324.18,3.21,-0.103,,95.6,,,4.87
UMa II-S3,Fe I,5328.53,1.56,-1.850,,131.8,,,5.14
UMa II-S3,Fe I,5332.90,1.56,-2.780,,72.9,,,5.06
UMa II-S3,Fe I,5501.47,0.96,-3.050,,106.0,,,5.06
UMa II-S3,Fe I,5506.78,0.99,-2.797,,123.2,,,5.13
UMa II-S3,Fe I,5569.62,3.42,-0.540,,65.8,,,5.03
UMa II-S3,Fe I,5572.84,3.40,-0.275,,,,,
UMa II-S3,Fe I,5576.09,3.43,-1.000,,48.6,,,5.23
UMa II-S3,Fe I,5586.76,3.37,-0.096,,88.3,,,4.89
UMa II-S3,Fe I,5615.64,3.33,0.050,,,,,
UMa II-S3,Fe I,5701.54,2.56,-2.216,,39.8,,,5.21
UMa II-S3,Fe I,6065.48,2.61,-1.530,,75.7,,,5.09
UMa II-S3,Fe I,6136.61,2.45,-1.400,,93.9,,,5.04
UMa II-S3,Fe I,6137.69,2.59,-1.403,,81.1,,,5.02
UMa II-S3,Fe I,6191.56,2.43,-1.420,,89.3,,,4.96
UMa II-S3,Fe I,6213.43,2.22,-2.480,,49.8,,,5.16
UMa II-S3,Fe I,6219.28,2.20,-2.433,,46.1,,,5.02
UMa II-S3,Fe I,6230.72,2.56,-1.281,,97.3,,,5.10
UMa II-S3,Fe I,6246.32,3.60,-0.733,,36.8,,,4.93
UMa II-S3,Fe I,6252.56,2.40,-1.687,,77.2,,,4.99
UMa II-S3,Fe I,6254.26,2.28,-2.443,,57.5,,,5.30
UMa II-S3,Fe I,6265.13,2.18,-2.550,,40.1,,,5.02
UMa II-S3,Fe I,6301.50,3.65,-0.718,,47.1,,,5.14
UMa II-S3,Fe I,6322.69,2.59,-2.426,,27.4,,,5.18
UMa II-S3,Fe I,6335.33,2.20,-2.180,,62.9,,,5.01
UMa II-S3,Fe I,6336.84,3.69,-1.050,,41.4,,,5.42
UMa II-S3,Fe I,6393.60,2.43,-1.432,,90.0,,,4.96
UMa II-S3,Fe I,6400.00,3.60,-0.290,,63.5,,,4.89
UMa II-S3,Fe I,6411.65,3.65,-0.595,,43.4,,,4.95
UMa II-S3,Fe I,6421.35,2.28,-2.027,,70.6,,,5.06
UMa II-S3,Fe I,6430.85,2.18,-2.006,,84.5,,,5.11
UMa II-S3,Fe I,6498.94,0.96,-4.70,,16.0,,,5.10
UMa II-S3,Fe I,6592.91,2.73,-1.470,,70.4,,,5.06
UMa II-S3,Fe I,6593.87,2.43,-2.422,,33.3,,,5.07
UMa II-S3,Fe I,6677.99,2.69,-1.420,,71.4,,,4.97
UMa II-S3,Fe I,6750.15,2.42,-2.621,,28.5,,,5.16
UMa II-S3,Fe II,4178.85,2.58,-2.51,,,,,
UMa II-S3,Fe II,4233.17,2.58,-1.97,,106.0,,,5.30
UMa II-S3,Fe II,4416.82,2.78,-2.65,,58.9,,,5.14
UMa II-S3,Fe II,4489.19,2.83,-2.96,,57.7,,,5.47
UMa II-S3,Fe II,4491.40,2.86,-2.71,,54.6,,,5.20
UMa II-S3,Fe II,4508.28,2.86,-2.44,,73.7,,,5.28
UMa II-S3,Fe II,4515.34,2.84,-2.60,,61.7,,,5.19
UMa II-S3,Fe II,4541.52,2.86,-2.98,,26.6,,,4.92
UMa II-S3,Fe II,4555.89,2.83,-2.40,,81.2,,,5.34
UMa II-S3,Fe II,4576.33,2.84,-2.95,,39.3,,,5.13
UMa II-S3,Fe II,4583.83,2.81,-1.93,,93.3,,,5.08
UMa II-S3,Fe II,4731.44,2.89,-3.10,,22.3,,,4.96
UMa II-S3,Fe II,4923.93,2.89,-1.26,,121.6,,,4.98
UMa II-S3,Fe II,4993.35,2.81,-3.62,,,,,
UMa II-S3,Fe II,5018.45,2.89,-1.11,,128.0,,,4.91
UMa II-S3,Fe II,5197.56,3.23,-2.22,,61.8,,,5.17
UMa II-S3,Fe II,5234.62,3.22,-2.18,,62.1,,,5.12
UMa II-S3,Fe II,5276.00,3.20,-2.01,,66.2,,,4.98
UMa II-S3,Fe II,5284.08,2.89,-3.11,,23.3,,,4.93
UMa II-S3,Fe II,5534.83,3.25,-2.75,,24.4,,,5.00
UMa II-S3,Fe II,6247.55,3.89,-2.30,,17.2,,,5.10
UMa II-S3,Co I,5483.34,1.71,-1.45,<,9.0,,<,2.51
UMa II-S3,Ni I,4648.66,3.42,-0.16,,25.1,,,3.78
UMa II-S3,Ni I,4714.42,3.38,0.23,,54.2,,,3.87
UMa II-S3,Ni I,4855.41,3.54,0.00,,26.6,,,3.77
UMa II-S3,Ni I,4980.16,3.61,0.07,,,,,
UMa II-S3,Ni I,5035.37,3.63,0.29,,31.9,,,3.68
UMa II-S3,Ni I,5080.52,3.65,0.13,,33.8,,,3.90
UMa II-S3,Ni I,5084.08,3.68,0.03,,23.3,,,3.80
UMa II-S3,Ni I,5137.07,1.68,-1.99,,55.4,,,3.92
UMa II-S3,Ni I,5754.68,1.94,-2.33,,33.7,,,4.16
UMa II-S3,Ni I,6643.64,1.68,-2.30,,47.3,,,3.94
UMa II-S3,Ni I,6767.78,1.83,-2.17,,40.9,,,3.89
UMa II-S3,Cu I,5782.13,1.64,-1.78,<,8.0,,<,1.42
UMa II-S3,Zn I,4722.15,4.03,-0.39,,,,,
UMa II-S3,Zn I,4810.53,4.08,-0.17,,30.2,,,2.26
UMa II-S3,Sr II,4215.52,0.00,-0.17,,,s,,-0.90
UMa II-S3,YI I,4900.11,1.03,-0.09,,10.1,,,-1.33
UMa II-S3,YI I,5087.42,1.08,-0.17,,8.3,,,-1.21
UMa II-S3,Zr II,4208.98,0.71,-0.46,,,s,,-0.35
UMa II-S3,Ba II,4554.03,0.00,0.16,,,s,,-0.77
UMa II-S3,Ba II,4934.09,0.00,-0.16,,,s,,-0.77
UMa II-S3,Ba II,6496.90,0.60,-0.36,,,s,,-0.65
UMa II-S3,La II,4333.75,0.17,-0.06,,20.6,,,-1.61
UMa II-S3,Ce II,4562.37,0.48,0.21,<,8.0,,<,-1.28
UMa II-S3,Nd II,5319.82,0.55,-0.14,<,4.0,,<,-1.43
UMa II-S3,Sm II,4424.34,0.48,0.14,<,6.0,,<,-1.79
UMa II-S3,Eu II,4205.04,0.00,0.21,,,s,<,-2.20
ComBer-S1,C-H,4313.,,,,,s,,6.06
ComBer-S1,C-H,4322.,,,,,s,,6.11
ComBer-S1,O I,6300.31,0.00,-9.75,<,12.0,,<,7.07
ComBer-S1,O I,6363.79,0.02,-10.25,,,,,
ComBer-S1,Na I,5889.95,0.00,0.10,,151.7,,,3.13
ComBer-S1,Na I,5895.92,0.00,-0.20,,138.2,,,3.23
ComBer-S1,Mg I,4571.10,0.00,-5.67,,66.4,,,5.19
ComBer-S1,Mg I,4702.99,4.35,-0.52,,88.1,,,5.52
ComBer-S1,Mg I,5172.69,2.71,-0.38,,,,,
ComBer-S1,Mg I,5183.60,2.72,-0.16,,,,,
ComBer-S1,Mg I,5528.40,4.35,-0.49,,90.2,,,5.43
ComBer-S1,Mg I,5711.09,4.35,-1.72,,,,,
ComBer-S1,Al I,6696.03,3.14,-1.57,<,10.0,,<,5.25
ComBer-S1,Si I,5684.52,4.93,-1.65,<,10.0,,<,5.75
ComBer-S1,Ca I,4283.01,1.89,-0.22,,,,,
ComBer-S1,Ca I,4318.65,1.90,-0.21,,55.6,,,3.79
ComBer-S1,Ca I,4425.44,1.88,-0.36,,64.9,,,4.04
ComBer-S1,Ca I,4435.69,1.89,-0.52,,,,,
ComBer-S1,Ca I,4455.89,1.90,-0.53,,58.6,,,4.14
ComBer-S1,Ca I,5262.24,2.52,-0.47,,,,,
ComBer-S1,Ca I,5581.97,2.52,-0.555,,16.6,,,4.01
ComBer-S1,Ca I,5588.76,2.53,0.358,,75.6,,,4.11
ComBer-S1,Ca I,5590.12,2.52,-0.571,,23.4,,,4.20
ComBer-S1,Ca I,5594.47,2.52,0.097,,64.4,,,4.21
ComBer-S1,Ca I,5598.49,2.52,-0.087,,54.3,,,4.24
ComBer-S1,Ca I,5601.28,2.53,-0.523,,39.5,,,4.46
ComBer-S1,Ca I,5857.45,2.93,0.240,,27.7,,,3.95
ComBer-S1,Ca I,6102.72,1.88,-0.770,,72.9,,,4.39
ComBer-S1,Ca I,6122.22,1.89,-0.320,,84.1,,,4.10
ComBer-S1,Ca I,6169.06,2.52,-0.797,,12.6,,,4.08
ComBer-S1,Ca I,6169.56,2.53,-0.478,,25.5,,,4.13
ComBer-S1,Ca I,6439.07,2.53,0.390,,76.3,,,4.03
ComBer-S1,Ca I,6449.81,2.52,-0.502,,19.7,,,3.99
ComBer-S1,Ca I,6499.65,2.52,-0.818,,,,,
ComBer-S1,Ca I,6717.69,2.71,-0.524,,26.9,,,4.39
ComBer-S1,Sc II,4246.82,0.32,0.320,,,s,,-0.05
ComBer-S1,Sc II,4415.54,0.60,-0.640,,,s,,0.45
ComBer-S1,Sc II,5031.01,1.36,-0.260,,,s,,0.20
ComBer-S1,Sc II,5239.81,1.46,-0.770,,19.0,,,0.55
ComBer-S1,Sc II,5526.78,1.77,0.130,,,s,,0.35
ComBer-S1,Ti I,4512.73,0.84,-0.424,,,,,
ComBer-S1,Ti I,4533.24,0.85,0.532,,43.0,,,2.09
ComBer-S1,Ti I,4534.77,0.84,0.336,,64.4,,,2.59
ComBer-S1,Ti I,4535.57,0.83,0.120,,,,,
ComBer-S1,Ti I,4544.69,0.82,-0.520,,,,,
ComBer-S1,Ti I,4548.76,0.83,-0.298,,21.4,,,2.48
ComBer-S1,Ti I,4681.91,0.05,-1.015,,31.9,,,2.47
ComBer-S1,Ti I,4981.73,0.85,0.560,,59.4,,,2.24
ComBer-S1,Ti I,4991.07,0.84,0.436,,67.3,,,2.46
ComBer-S1,Ti I,4999.50,0.83,0.306,,50.8,,,2.34
ComBer-S1,Ti I,5007.21,0.82,0.168,,,,,
ComBer-S1,Ti I,5016.16,0.85,-0.516,,,,,
ComBer-S1,Ti I,5020.02,0.84,-0.358,,,,,
ComBer-S1,Ti I,5024.84,0.82,-0.546,,18.1,,,2.58
ComBer-S1,Ti I,5035.90,1.46,0.260,,,,,
ComBer-S1,Ti I,5036.46,1.44,0.186,,,,,
ComBer-S1,Ti I,5038.40,1.43,0.069,,,,,
ComBer-S1,Ti I,5039.96,0.02,-1.130,,,,,
ComBer-S1,Ti I,5064.65,0.05,-0.935,,32.6,,,2.35
ComBer-S1,Ti I,5173.74,0.00,-1.062,,20.7,,,2.16
ComBer-S1,Ti I,5192.97,0.02,-0.948,,56.4,,,2.67
ComBer-S1,Ti I,5210.38,0.05,-0.828,,51.5,,,2.52
ComBer-S1,Ti I,6258.10,1.44,-0.299,,,,,
ComBer-S1,Ti II,4184.31,1.08,-2.510,,38.7,,,2.76
ComBer-S1,Ti II,4330.72,1.18,-2.060,,46.7,,,2.53
ComBer-S1,Ti II,4337.88,1.08,-1.130,,117.0,,,2.64
ComBer-S1,Ti II,4395.83,1.24,-1.970,,42.5,,,2.43
ComBer-S1,Ti II,4399.79,1.24,-1.270,,100.8,,,2.64
ComBer-S1,Ti II,4417.72,1.17,-1.430,,110.1,,,2.87
ComBer-S1,Ti II,4418.31,1.24,-1.990,,65.4,,,2.78
ComBer-S1,Ti II,4441.73,1.18,-2.410,,,,,
ComBer-S1,Ti II,4443.77,1.08,-0.700,,,,,
ComBer-S1,Ti II,4444.54,1.12,-2.210,,37.7,,,2.44
ComBer-S1,Ti II,4450.50,1.08,-1.510,,91.8,,,2.52
ComBer-S1,Ti II,4464.46,1.16,-2.080,,61.2,,,2.71
ComBer-S1,Ti II,4468.52,1.13,-0.600,,54.6,,,2.82
ComBer-S1,Ti II,4470.84,1.17,-2.280,,,,,
ComBer-S1,Ti II,4488.34,3.12,-0.820,,,,,
ComBer-S1,Ti II,4501.27,1.12,-0.760,,122.1,,,2.34
ComBer-S1,Ti II,4533.97,1.24,-0.770,,126.8,,,2.58
ComBer-S1,Ti II,4563.77,1.22,-0.960,,112.2,,,2.45
ComBer-S1,Ti II,4571.96,1.57,-0.530,,107.7,,,2.38
ComBer-S1,Ti II,4583.41,1.17,-2.870,,9.0,,,2.39
ComBer-S1,Ti II,4589.91,1.24,-1.790,,79.0,,,2.75
ComBer-S1,Ti II,4657.21,1.24,-2.320,,41.6,,,2.73
ComBer-S1,Ti II,4708.65,1.24,-2.370,,31.7,,,2.60
ComBer-S1,Ti II,4779.98,2.05,-1.370,,34.6,,,2.62
ComBer-S1,Ti II,4798.51,1.08,-2.670,,28.9,,,2.65
ComBer-S1,Ti II,4805.09,2.06,-1.100,,39.2,,,2.43
ComBer-S1,Ti II,4865.61,1.12,-2.810,,18.8,,,2.59
ComBer-S1,Ti II,5129.15,1.89,-1.390,,45.6,,,2.59
ComBer-S1,Ti II,5185.90,1.89,-1.350,,42.2,,,2.49
ComBer-S1,Ti II,5188.69,1.58,-1.210,,81.3,,,2.52
ComBer-S1,Ti II,5336.78,1.58,-1.630,,51.2,,,2.51
ComBer-S1,V I,4379.23,0.55,0.301,,28.8,,,1.18
ComBer-S1,V I,6090.21,1.08,-0.060,,,,,
ComBer-S1,Cr I,4254.33,0.00,-0.114,,165.5,,,3.13
ComBer-S1,Cr I,4274.80,0.00,-0.231,,,,,
ComBer-S1,Cr I,4337.57,0.97,-1.112,,56.6,,,3.31
ComBer-S1,Cr I,4580.06,0.94,-1.650,,31.0,,,3.36
ComBer-S1,Cr I,4600.75,1.00,-1.260,,64.1,,,3.57
ComBer-S1,Cr I,4616.14,0.98,-1.190,,43.1,,,3.16
ComBer-S1,Cr I,4626.19,0.97,-1.320,,52.5,,,3.41
ComBer-S1,Cr I,4646.17,1.03,-0.700,,82.8,,,3.32
ComBer-S1,Cr I,4651.28,0.98,-1.460,,55.7,,,3.61
ComBer-S1,Cr I,4652.16,1.00,-1.030,,56.4,,,3.22
ComBer-S1,Cr I,5206.04,0.94,0.019,,,,,
ComBer-S1,Cr I,5247.56,0.96,-1.640,,32.7,,,3.33
ComBer-S1,Mn I,4754.05,2.28,-0.086,,,,,
ComBer-S1,Mn I,4783.43,2.30,0.042,,,,,
ComBer-S1,Mn I,4823.53,2.32,0.144,,,s,<,2.40
ComBer-S1,Fe I,4175.64,2.85,-0.830,,,,,
ComBer-S1,Fe I,4181.76,2.83,-0.370,,108.4,,,5.22
ComBer-S1,Fe I,4182.38,3.02,-1.180,,,,,
ComBer-S1,Fe I,4184.89,2.83,-0.870,,115.4,,,5.08
ComBer-S1,Fe I,4187.04,2.45,-0.548,,59.9,,,5.04
ComBer-S1,Fe I,4191.43,2.47,-0.670,,36.4,,,4.94
ComBer-S1,Fe I,4195.33,3.33,-0.490,,88.7,,,4.95
ComBer-S1,Fe I,4196.21,3.40,-0.700,,131.6,,,5.47
ComBer-S1,Fe I,4199.10,3.05,0.160,,99.1,,,5.54
ComBer-S1,Fe I,4216.18,0.00,-3.356,,131.5,,,5.25
ComBer-S1,Fe I,4222.21,2.45,-0.967,,99.6,,,5.17
ComBer-S1,Fe I,4227.43,3.33,0.270,,,,,
ComBer-S1,Fe I,4233.60,2.48,-0.604,,,,,
ComBer-S1,Fe I,4238.81,3.40,-0.230,,,,,
ComBer-S1,Fe I,4247.43,3.37,-0.240,,,,,
ComBer-S1,Fe I,4250.12,2.47,-0.405,,,,,
ComBer-S1,Fe I,4250.79,1.56,-0.710,,,,,
ComBer-S1,Fe I,4260.47,2.40,0.080,,,,,
ComBer-S1,Fe I,4271.15,2.45,-0.349,,,,,
ComBer-S1,Fe I,4282.40,2.18,-0.780,,,,,
ComBer-S1,Fe I,4325.76,1.61,0.010,,,,,
ComBer-S1,Fe I,4337.05,1.56,-1.695,,,,,
ComBer-S1,Fe I,4352.73,2.22,-1.290,,,,,
ComBer-S1,Fe I,4375.93,0.00,-3.031,,,,,
ComBer-S1,Fe I,4407.71,2.18,-1.970,,80.5,,,5.43
ComBer-S1,Fe I,4422.57,2.85,-1.110,,81.1,,,5.38
ComBer-S1,Fe I,4430.61,2.22,-1.659,,79.5,,,5.15
ComBer-S1,Fe I,4442.34,2.20,-1.255,,87.3,,,4.85
ComBer-S1,Fe I,4443.19,2.86,-1.040,,59.0,,,4.96
ComBer-S1,Fe I,4447.72,2.22,-1.342,,106.1,,,5.31
ComBer-S1,Fe I,4454.38,2.83,-1.300,,,,,
ComBer-S1,Fe I,4459.12,2.18,-1.279,,114.7,,,5.35
ComBer-S1,Fe I,4461.65,0.09,-3.210,,,,,
ComBer-S1,Fe I,4466.55,2.83,-0.600,,86.4,,,4.93
ComBer-S1,Fe I,4476.02,2.85,-0.820,,103.5,,,5.48
ComBer-S1,Fe I,4484.22,3.60,-0.860,,35.4,,,5.28
ComBer-S1,Fe I,4489.74,0.12,-3.966,,108.9,,,5.37
ComBer-S1,Fe I,4490.08,3.02,-1.580,,35.2,,,5.31
ComBer-S1,Fe I,4494.56,2.20,-1.136,,117.1,,,5.27
ComBer-S1,Fe I,4528.61,2.18,-0.822,,,,,
ComBer-S1,Fe I,4531.15,1.49,-2.155,,118.4,,,5.43
ComBer-S1,Fe I,4592.65,1.56,-2.449,,87.4,,,5.22
ComBer-S1,Fe I,4602.94,1.49,-2.210,,96.3,,,5.04
ComBer-S1,Fe I,4632.91,1.61,-2.913,,53.4,,,5.22
ComBer-S1,Fe I,4647.44,2.95,-1.350,,52.8,,,5.25
ComBer-S1,Fe I,4678.85,3.60,-0.830,,47.9,,,5.43
ComBer-S1,Fe I,4691.41,2.99,-1.520,,37.4,,,5.22
ComBer-S1,Fe I,4707.27,3.24,-1.080,,37.3,,,5.08
ComBer-S1,Fe I,4710.28,3.02,-1.610,,34.1,,,5.29
ComBer-S1,Fe I,4733.59,1.49,-2.990,,55.8,,,5.16
ComBer-S1,Fe I,4736.77,3.21,-0.750,,52.4,,,4.95
ComBer-S1,Fe I,4786.81,3.02,-1.610,,31.7,,,5.23
ComBer-S1,Fe I,4789.65,3.55,-0.960,,42.2,,,5.39
ComBer-S1,Fe I,4859.74,2.88,-0.760,,89.6,,,5.11
ComBer-S1,Fe I,4871.32,2.87,-0.360,,,,,
ComBer-S1,Fe I,4872.14,2.88,-0.570,,108.5,,,5.26
ComBer-S1,Fe I,4890.76,2.88,-0.390,,98.1,,,4.88
ComBer-S1,Fe I,4891.49,2.85,-0.110,,,,,
ComBer-S1,Fe I,4903.31,2.88,-0.930,,73.9,,,5.03
ComBer-S1,Fe I,4918.99,2.87,-0.340,,106.3,,,4.95
ComBer-S1,Fe I,4920.50,2.83,0.070,,124.5,,,4.83
ComBer-S1,Fe I,4924.77,2.28,-2.256,,47.2,,,5.24
ComBer-S1,Fe I,4938.81,2.88,-1.080,,62.6,,,5.00
ComBer-S1,Fe I,4939.69,0.86,-3.340,,87.2,,,5.17
ComBer-S1,Fe I,4946.39,3.37,-1.170,,36.3,,,5.28
ComBer-S1,Fe I,4966.09,3.33,-0.870,,56.9,,,5.25
ComBer-S1,Fe I,4973.10,3.96,-0.950,,,,,
ComBer-S1,Fe I,4994.13,0.92,-2.956,,110.2,,,5.23
ComBer-S1,Fe I,5001.87,3.88,0.050,,56.9,,,4.98
ComBer-S1,Fe I,5006.12,2.83,-0.610,,88.5,,,4.87
ComBer-S1,Fe I,5012.07,0.86,-2.642,,139.5,,,5.36
ComBer-S1,Fe I,5014.94,3.94,-0.300,,31.3,,,4.99
ComBer-S1,Fe I,5022.24,3.98,-0.530,,30.3,,,5.25
ComBer-S1,Fe I,5028.13,3.57,-1.120,,16.0,,,5.01
ComBer-S1,Fe I,5041.07,0.96,-3.090,,107.8,,,5.37
ComBer-S1,Fe I,5041.76,1.49,-2.200,,118.4,,,5.32
ComBer-S1,Fe I,5049.82,2.28,-1.344,,92.5,,,4.98
ComBer-S1,Fe I,5051.64,0.92,-2.795,,115.5,,,5.14
ComBer-S1,Fe I,5060.08,0.00,-5.460,,32.1,,,5.41
ComBer-S1,Fe I,5068.77,2.94,-1.040,,51.8,,,4.87
ComBer-S1,Fe I,5074.75,4.22,-0.200,,39.4,,,5.35
ComBer-S1,Fe I,5079.22,2.20,-2.067,,71.1,,,5.28
ComBer-S1,Fe I,5079.74,0.99,-3.220,,87.3,,,5.19
ComBer-S1,Fe I,5083.34,0.96,-2.958,,97.5,,,5.04
ComBer-S1,Fe I,5090.77,4.26,-0.360,,22.6,,,5.23
ComBer-S1,Fe I,5098.70,2.18,-2.030,,71.5,,,5.22
ComBer-S1,Fe I,5123.72,1.01,-3.068,,102.4,,,5.30
ComBer-S1,Fe I,5125.12,4.22,-0.140,,39.9,,,5.30
ComBer-S1,Fe I,5127.36,0.92,-3.307,,88.5,,,5.20
ComBer-S1,Fe I,5131.47,2.22,-2.510,,29.3,,,5.10
ComBer-S1,Fe I,5133.69,4.18,0.140,,59.7,,,5.27
ComBer-S1,Fe I,5137.38,4.18,-0.400,,15.6,,,4.98
ComBer-S1,Fe I,5141.74,2.42,-1.964,,41.6,,,5.01
ComBer-S1,Fe I,5142.93,0.96,-3.080,,79.8,,,4.89
ComBer-S1,Fe I,5150.84,0.99,-3.003,,76.5,,,4.80
ComBer-S1,Fe I,5151.91,1.01,-3.322,,64.6,,,4.98
ComBer-S1,Fe I,5162.27,4.18,0.020,,51.5,,,5.27
ComBer-S1,Fe I,5166.28,0.00,-4.195,,104.1,,,5.18
ComBer-S1,Fe I,5171.60,1.49,-1.793,,122.4,,,4.95
ComBer-S1,Fe I,5191.45,3.04,-0.550,,86.7,,,4.99
ComBer-S1,Fe I,5192.34,3.00,-0.420,,99.1,,,5.02
ComBer-S1,Fe I,5194.94,1.56,-2.090,,101.7,,,4.97
ComBer-S1,Fe I,5198.71,2.22,-2.135,,49.0,,,5.05
ComBer-S1,Fe I,5202.34,2.18,-1.838,,94.2,,,5.35
ComBer-S1,Fe I,5216.27,1.61,-2.150,,93.7,,,4.96
ComBer-S1,Fe I,5217.39,3.21,-1.070,,47.7,,,5.14
ComBer-S1,Fe I,5225.52,0.11,-4.789,,55.5,,,5.21
ComBer-S1,Fe I,5232.94,2.94,-0.060,,,,,
ComBer-S1,Fe I,5242.49,3.63,-0.970,,32.8,,,5.30
ComBer-S1,Fe I,5247.05,0.09,-4.946,,59.8,,,5.39
ComBer-S1,Fe I,5250.21,0.12,-4.938,,,,,
ComBer-S1,Fe I,5250.65,2.20,-2.180,,63.2,,,5.25
ComBer-S1,Fe I,5254.96,0.11,-4.764,,52.0,,,5.13
ComBer-S1,Fe I,5263.31,3.27,-0.879,,53.1,,,5.10
ComBer-S1,Fe I,5281.79,3.04,-0.830,,77.0,,,5.11
ComBer-S1,Fe I,5283.62,3.24,-0.432,,74.6,,,4.92
ComBer-S1,Fe I,5302.30,3.28,-0.720,,59.3,,,5.04
ComBer-S1,Fe I,5307.36,1.61,-2.987,,49.8,,,5.15
ComBer-S1,Fe I,5324.18,3.21,-0.103,,90.9,,,4.80
ComBer-S1,Fe I,5328.53,1.56,-1.850,,124.3,,,5.09
ComBer-S1,Fe I,5332.90,1.56,-2.780,,56.1,,,4.97
ComBer-S1,Fe I,5501.47,0.96,-3.050,,107.5,,,5.23
ComBer-S1,Fe I,5506.78,0.99,-2.797,,118.5,,,5.20
ComBer-S1,Fe I,5569.62,3.42,-0.540,,50.5,,,4.88
ComBer-S1,Fe I,5572.84,3.40,-0.275,,82.1,,,5.04
ComBer-S1,Fe I,5576.09,3.43,-1.000,,43.5,,,5.24
