PIGS,Field,GaiaDR3,RAJ2000,DEJ2000,RV,e_RV,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__C_Fe_,e__C_Fe_,__C_Fe_corr,pmRAred,pmDEred
Pristine_185628.19-291451.7,Field284.0-30.0_Sag,6761698032096758912,284.11745833333,-29.24769444444,170.9286,1.315,5111.389,180.032,1.901,0.6738,-2.061,0.1891,-0.399,0.3958,0.2222,0.09100000000000001,-0.14700000000000002
Pristine_185453.61-292319.5,Field284.0-30.0_Sag,6761669788390945536,283.723375,-29.38875,159.3821,0.605,4797.897,158.663,1.685,0.4605,-2.14,0.1517,-0.534,0.2535,0.3305,-0.027000000000000003,-0.17
Pristine_185835.05-300131.0,Field284.0-30.0_Sag,6760829963345975168,284.64604166667,-30.02527777778,160.1818,2.809,4842.506,161.962,1.538,0.397,-1.615,0.1569,-0.65,0.2422,0.3974,0.041,0.28200000000000003
Pristine_185604.00-294601.0,Field284.0-30.0_Sag,6761599587130145792,284.01666666667,-29.76694444444,124.303,0.718,4927.143,165.257,1.847,0.4237,-1.644,0.153,-0.419,0.248,0.2092,-0.09300000000000001,-0.15400000000000003
Pristine_185129.80-301308.3,Field284.0-30.0_Sag,6761150952025038720,282.87416666667,-30.21897222222,133.3078,1.24,5385.982,143.732,2.467,0.4766,-1.726,0.1593,-0.244,0.271,0.0578,0.001,-0.29000000000000004
Pristine_185627.93-292902.6,Field284.0-30.0_Sag,6761621783515780608,284.116375,-29.48405555556,158.4434,0.55,4798.878,176.032,1.726,0.5045,-2.025,0.1681,-0.75,0.2542,0.2926,0.136,0.09600000000000002
Pristine_185536.14-295909.6,Field284.0-30.0_Sag,6761220294299962880,283.90058333333,-29.986,135.1387,0.715,4877.034,170.67,1.97,0.6141,-2.519,0.1698,-0.458,0.3191,0.2235,0.35600000000000004,0.335
Pristine_185452.25-293008.1,Field284.0-30.0_Sag,6761664355234925312,283.71770833333,-29.50225,153.0668,0.636,4928.81,148.023,1.688,0.4861,-2.112,0.1612,-0.66,0.3096,0.3155,-0.23500000000000001,-0.19600000000000004
Pristine_185639.36-295605.7,Field284.0-30.0_Sag,6760841924852555008,284.164,-29.93491666667,144.7183,2.978,4859.872,171.666,1.491,0.4354,-1.8,0.1605,-0.574,0.2917,0.4167,0.005000000000000001,0.134
Pristine_185622.86-303230.0,Field284.0-30.0_Sag,6760434177846936704,284.09525,-30.54166666667,132.5923,0.858,4622.214,153.421,1.324,0.3892,-2.013,0.1675,-0.645,0.227,0.5491,0.44600000000000006,-0.020000000000000004
Pristine_185254.41-293252.0,Field284.0-30.0_Sag,6761300489931373952,283.22670833333,-29.54777777778,132.2266,1.257,5187.223,193.344,2.649,0.5766,-1.825,0.198,-0.567,0.3628,0.0445,0.066,-0.12500000000000003
Pristine_185642.15-301456.4,Field284.0-30.0_Sag,6760447676896445440,284.175625,-30.249,152.2687,0.753,5043.961,147.01,1.849,0.4265,-1.753,0.1578,-0.548,0.2792,0.2193,-0.15400000000000003,-0.17300000000000001
Pristine_185809.20-291917.1,Field284.0-30.0_Sag,6761640926209721856,284.53833333333,-29.32141666667,121.9668,0.946,5363.981,143.648,2.304,0.4434,-1.737,0.1964,-0.552,0.4279,0.0773,0.30500000000000005,-0.1
Pristine_185734.24-292310.9,Field284.0-30.0_Sag,6761635012017546112,284.39266666667,-29.38636111111,150.9707,0.709,4801.583,172.958,2.031,0.4219,-1.667,0.1522,-0.452,0.2206,0.1774,-0.09300000000000001,-0.255
Pristine_185447.33-290905.1,Field284.0-30.0_Sag,6761693737128819584,283.69720833333,-29.15141666667,127.7318,0.72,4990.078,176.613,2.403,0.5276,-2.095,0.1715,-0.141,0.24,0.0739,0.099,-0.19300000000000003
Pristine_185606.98-292950.2,Field284.0-30.0_Sag,6761623265303372032,284.02908333333,-29.49727777778,108.295,0.779,4863.92,179.707,2.066,0.4545,-1.842,0.1635,-0.667,0.2472,0.1718,-0.11100000000000002,0.10400000000000001
Pristine_185341.70-295628.4,Field284.0-30.0_Sag,6761228884234332928,283.42375,-29.94122222222,127.689,0.669,5177.529,159.524,2.908,0.4236,-1.705,0.1655,-0.15,0.2319,0.0171,0.15400000000000003,-0.22000000000000003
Pristine_185435.48-301609.2,Field284.0-30.0_Sag,6761206241166460416,283.64783333333,-30.26922222222,152.2653,1.11,5158.074,146.804,2.069,0.5733,-2.285,0.1593,-0.143,0.2832,0.1824,0.163,-0.008
Pristine_185618.94-300227.1,Field284.0-30.0_Sag,6760465647042220032,284.07891666667,-30.04086111111,166.7718,0.569,4799.636,153.273,1.617,0.4041,-1.882,0.1498,-0.624,0.2347,0.3833,-0.199,-0.027000000000000003
Pristine_185855.01-301522.2,Field284.0-30.0_Sag,6760775163878990976,284.72920833333,-30.25616666667,120.7234,1.608,4606.246,146.87,1.457,0.3952,-2.634,0.1493,0.569,0.2351,0.3964,-0.07500000000000001,-0.023000000000000003
Pristine_185253.12-292313.0,Field284.0-30.0_Sag,6761496099920076800,283.22133333333,-29.38694444444,168.5762,0.693,4623.481,151.969,1.435,0.3975,-2.058,0.1638,-0.742,0.2205,0.4679,0.067,0.065
Pristine_185530.48-302859.6,Field284.0-30.0_Sag,6760448712016436352,283.877,-30.48322222222,141.1174,0.658,4518.031,122.81,1.085,0.3293,-1.839,0.426,-0.857,0.2135,0.6308,0.045000000000000005,0.0030000000000000005
Pristine_185632.12-300727.4,Field284.0-30.0_Sag,6760461352074895872,284.13383333333,-30.12427777778,158.9405,1.133,4818.159,168.737,1.453,0.8438,-3.25,0.1872,0.016,0.369,0.3436,-0.08800000000000001,-0.07200000000000001
Pristine_185828.20-300404.9,Field284.0-30.0_Sag,6760827661243389696,284.6175,-30.06802777778,125.8913,3.24,4792.704,188.381,2.026,0.4423,-1.542,0.1594,-0.502,0.2271,0.1876,0.017,0.024000000000000004
Pristine_185454.74-302325.2,Field284.0-30.0_Sag,6760430462669882496,283.72808333333,-30.39033333333,144.4346,0.679,5208.722,139.537,2.132,0.4344,-1.777,0.1551,-0.462,0.2886,0.1211,-0.026000000000000002,-0.05500000000000001
Pristine_185759.51-294229.7,Field284.0-30.0_Sag,6760875112042924288,284.49795833333,-29.70825,156.5697,0.672,4702.063,192.412,2.011,0.4853,-1.65,0.1569,-0.489,0.222,0.203,-0.11800000000000001,-0.051000000000000004
Pristine_185501.81-300953.8,Field284.0-30.0_Sag,6761208573303048960,283.75754166667,-30.16494444444,162.0027,0.83,4964.849,151.508,1.838,0.5207,-2.184,0.1538,0.184,0.2354,0.2159,-0.015000000000000001,0.15100000000000002
Pristine_185541.38-303137.6,Field284.0-30.0_Sag,6760436411230045312,283.92241666667,-30.52711111111,138.3894,0.968,5252.854,158.6,2.612,0.5232,-1.94,0.168,-0.376,0.2859,0.0461,-0.07400000000000001,0.07500000000000001
Pristine_185523.72-302718.3,Field284.0-30.0_Sag,6760449532333255936,283.84883333333,-30.45508333333,147.5341,0.84,4828.255,162.988,1.851,0.4004,-1.712,0.1527,-0.6,0.2319,0.2559,0.099,-0.03900000000000001
Pristine_185622.81-293741.5,Field284.0-30.0_Sag,6761606669549604096,284.09504166667,-29.62819444444,142.6082,0.596,4886.139,157.855,1.992,0.4689,-2.074,0.1557,-0.152,0.2393,0.1627,0.32100000000000006,0.085
Pristine_185645.09-294631.0,Field284.0-30.0_Sag,6761601786149880064,284.187875,-29.77527777778,125.7465,0.801,5102.969,165.747,2.289,0.444,-1.566,0.162,-0.118,0.2446,0.0796,-0.022000000000000002,-0.022000000000000002
Pristine_185658.10-295032.7,Field284.0-30.0_Sag,6760844192595297408,284.24208333333,-29.84241666667,156.3241,1.259,5230.403,148.19,2.108,0.4538,-1.694,0.1658,-0.508,0.315,0.1538,-0.060000000000000005,0.036000000000000004
Pristine_185823.49-301709.9,Field284.0-30.0_Sag,6760772101545992064,284.597875,-30.28608333333,133.2812,1.582,5190.056,155.362,2.008,0.5148,-1.864,0.1717,-0.461,0.355,0.2108,0.009000000000000001,-0.09400000000000001
Pristine_185601.88-294637.1,Field284.0-30.0_Sag,6761598113974709888,284.00783333333,-29.77697222222,120.7332,0.715,4837.037,152.418,2.003,0.3689,-1.753,0.1475,-0.627,0.2203,0.1628,-0.083,-0.135
Pristine_185808.41-300226.5,Field284.0-30.0_Sag,6760831204613902976,284.53504166667,-30.04069444444,136.3385,3.036,4843.695,181.607,1.572,0.4837,-1.822,0.1555,-0.483,0.2612,0.3587,-0.041,0.019000000000000003
Pristine_185857.12-293600.1,Field284.0-30.0_Sag,6760879789285217280,284.738,-29.60002777778,129.7719,1.174,5197.73,206.466,2.553,0.7046,-2.183,0.1966,-0.049,0.2813,0.0882,0.07300000000000001,-0.07500000000000001
Pristine_185455.31-302944.5,Field284.0-30.0_Sag,6760428641607546496,283.73045833333,-30.49569444444,127.934,0.796,4845.527,180.779,1.773,0.4742,-1.841,0.1758,-0.771,0.2573,0.2738,-0.023000000000000003,-0.064
Pristine_185156.94-302322.7,Field284.0-30.0_Sag,6761099068819836544,282.98725,-30.38963888889,159.9384,1.329,4873.607,204.963,2.053,0.4982,-1.556,0.174,-0.235,0.2538,0.1277,0.11900000000000001,-0.04900000000000001
Pristine_185407.19-291100.1,Field284.0-30.0_Sag,6761688411369490432,283.52995833333,-29.18336111111,145.0132,0.652,5115.799,173.522,2.33,0.5432,-1.832,0.1739,-0.124,0.2645,0.0777,-0.327,-0.05700000000000001
Pristine_185840.89-292603.9,Field284.0-30.0_Sag,6760885866647494656,284.670375,-29.43441666667,129.8046,1.129,4865.275,191.197,1.793,0.4899,-1.803,0.1699,-0.679,0.2739,0.2912,-0.117,0.084
Pristine_185236.11-301731.3,Field284.0-30.0_Sag,6761194215257266304,283.15045833333,-30.29202777778,136.4226,0.685,4840.428,164.248,1.877,0.4272,-1.92,0.1532,-0.411,0.2402,0.2763,0.032,0.132
Pristine_185806.98-301915.9,Field284.0-30.0_Sag,6760770486638240640,284.52908333333,-30.32108333333,161.5997,1.457,4888.133,166.619,1.429,0.6766,-2.662,0.1721,0.001,0.3378,0.3969,0.259,0.274
Pristine_185300.70-302812.5,Field284.0-30.0_Sag,6761176107675342208,283.25291666667,-30.47013888889,169.4368,0.879,5055.705,174.271,1.938,0.5351,-1.819,0.2055,-0.713,0.3523,0.2482,0.033,-0.020000000000000004
Pristine_185432.57-293506.9,Field284.0-30.0_Sag,6761288322259156224,283.63570833333,-29.58525,127.5903,0.932,4564.986,158.747,1.364,0.3843,-1.895,0.1996,-0.342,0.2212,0.4521,0.30100000000000005,0.29900000000000004
Pristine_185342.65-294908.9,Field284.0-30.0_Sag,6761278774576508800,283.42770833333,-29.81913888889,147.8572,0.784,5467.395,143.648,2.293,0.4606,-1.712,0.1707,-0.363,0.3633,0.0742,-0.07500000000000001,0.03900000000000001
Pristine_185711.53-295917.2,Field284.0-30.0_Sag,6760838965597547264,284.29804166667,-29.98811111111,135.7028,3.602,5205.012,143.266,1.832,0.466,-1.802,0.1652,-0.46,0.3459,0.2318,0.17600000000000002,0.10600000000000001
Pristine_185704.51-301021.6,Field284.0-30.0_Sag,6760823641153762816,284.26879166667,-30.17266666667,138.186,0.404,4960.004,134.765,1.866,0.5002,-2.4,0.1467,-0.465,0.2836,0.2827,-0.09400000000000001,-0.041
Pristine_185639.84-294359.5,Field284.0-30.0_Sag,6761602164107026944,284.166,-29.73319444444,164.9978,0.644,4834.345,161.132,1.92,0.388,-1.664,0.1484,-0.411,0.2249,0.1712,0.002,0.117
Pristine_185352.27-300127.5,Field284.0-30.0_Sag,6761227093204495872,283.46779166667,-30.02430555556,145.7537,0.752,4919.019,145.526,1.848,0.4411,-2.033,0.1487,0.083,0.2267,0.1893,-0.11800000000000001,-0.085
Pristine_185625.60-294551.3,Field284.0-30.0_Sag,6761599037370815872,284.10666666667,-29.76425,133.3648,0.932,4978.09,152.235,1.742,0.3985,-1.645,0.1488,-0.333,0.2446,0.2637,0.18600000000000003,0.22200000000000003
Pristine_185500.10-303408.0,Field284.0-30.0_Sag,6760423079650008192,283.75041666667,-30.56888888889,145.0822,0.743,4748.268,166.37,1.7,0.4078,-1.872,0.1512,-0.321,0.2253,0.3046,0.059000000000000004,-0.08000000000000002
Pristine_185734.02-300213.2,Field284.0-30.0_Sag,6760826458652642560,284.39175,-30.037,137.3257,1.01,4963.638,159.035,1.943,0.4258,-1.758,0.1559,-0.529,0.2543,0.1572,-0.14200000000000002,-0.11100000000000002
Pristine_185507.48-303038.4,Field284.0-30.0_Sag,6760425553551199488,283.78116666667,-30.51066666667,139.0154,1.03,5475.803,161.012,2.486,0.5473,-1.61,0.1708,0.073,0.2579,0.0675,-0.065,-0.139
Pristine_185510.12-295742.6,Field284.0-30.0_Sag,6761220015096180096,283.79216666667,-29.96183333333,137.1122,0.505,5031.7,135.586,1.788,0.5433,-2.402,0.1467,0.105,0.2396,0.2157,-0.07200000000000001,-0.252
Pristine_185129.00-300942.8,Field284.0-30.0_Sag,6761245956700629504,282.87083333333,-30.16188888889,138.0234,0.698,4974.471,152.66,1.863,0.7956,-2.932,0.166,-0.18,0.3193,0.2416,0.07500000000000001,0.028000000000000004
Pristine_185506.75-303105.7,Field284.0-30.0_Sag,6760425480507621376,283.778125,-30.51825,148.5018,1.336,4841.244,237.654,1.982,0.6273,-1.9,0.1947,-0.613,0.3017,0.2313,0.031000000000000003,-0.062000000000000006
Pristine_185514.28-302715.0,Field284.0-30.0_Sag,6760426309465489408,283.8095,-30.45416666667,134.7352,0.785,4987.611,150.298,2.103,0.4093,-1.81,0.1788,-0.812,0.2471,0.1536,0.14200000000000002,-0.025
Pristine_185516.25-303010.4,Field284.0-30.0_Sag,6760425141234915840,283.81770833333,-30.50288888889,127.991,1.062,5074.783,159.843,2.16,0.4321,-1.609,0.166,-0.638,0.2647,0.1308,-0.16100000000000003,-0.081
Pristine_185827.96-294500.0,Field284.0-30.0_Sag,6760871439868776320,284.6165,-29.75,149.8745,0.778,4686.453,214.31,1.735,0.5465,-1.752,0.1634,-0.368,0.235,0.3043,0.171,0.11300000000000002
Pristine_185355.45-300958.0,Field284.0-30.0_Sag,6761199128699683968,283.48104166667,-30.16611111111,151.4889,0.902,4977.062,151.621,1.812,0.4406,-1.921,0.1623,-0.644,0.2922,0.3046,0.15900000000000003,0.11800000000000001
Pristine_185425.76-302330.6,Field284.0-30.0_Sag,6761180982432814080,283.60733333333,-30.39183333333,150.9789,1.065,5316.106,156.675,2.482,0.4945,-1.75,0.1709,-0.405,0.3106,0.0532,0.082,-0.09200000000000001
Pristine_185537.49-301512.0,Field284.0-30.0_Sag,6760455927561621376,283.90620833333,-30.25333333333,157.3559,0.791,4682.109,187.849,1.634,0.4733,-1.869,0.1608,-0.58,0.2309,0.3556,-0.24200000000000002,-0.038000000000000006
Pristine_185651.84-302109.6,Field284.0-30.0_Sag,6760444691926917248,284.216,-30.35266666667,148.9251,0.624,4854.892,140.162,1.744,0.3992,-2.066,0.1441,-0.303,0.2345,0.28,0.035,0.060000000000000005
Pristine_185248.45-293223.4,Field284.0-30.0_Sag,6761301211485896192,283.201875,-29.53983333333,132.3739,0.791,4861.353,178.053,1.798,0.5698,-2.17,0.1623,-0.516,0.2962,0.2815,0.084,-0.164
Pristine_185714.93-302129.2,Field284.0-30.0_Sag,6760443038331717248,284.31220833333,-30.35811111111,134.9516,0.775,4854.65,167.397,1.827,0.4293,-1.826,0.1553,-0.243,0.2449,0.2482,0.13,0.017
Pristine_185451.96-291044.1,Field284.0-30.0_Sag,6761690709154670080,283.7165,-29.17891666667,132.2272,0.852,4908.267,218.382,2.585,0.6734,-2.292,0.1986,-0.257,0.2735,0.0921,0.20800000000000002,0.11300000000000002
Pristine_185514.80-294010.5,Field284.0-30.0_Sag,6761614331771428992,283.81166666667,-29.66958333333,126.287,0.544,4744.072,142.844,1.664,0.4129,-2.274,0.1457,-0.46,0.231,0.3294,0.041,0.05800000000000001
Pristine_185626.24-293537.6,Field284.0-30.0_Sag,6761618867256738304,284.10933333333,-29.59377777778,104.2257,0.74,4613.762,165.095,1.699,0.3936,-1.793,0.1538,-0.421,0.2123,0.3111,-0.053000000000000005,-0.064
Pristine_185234.48-295140.1,Field284.0-30.0_Sag,6761269188208561152,283.14366666667,-29.86113888889,150.9473,0.855,4682.397,173.431,1.747,0.4445,-2.007,0.162,-0.751,0.2232,0.2921,0.17700000000000002,-0.09000000000000001
Pristine_185629.94-303507.1,Field284.0-30.0_Sag,6760431802699348864,284.12475,-30.58530555556,137.3571,0.741,5173.435,153.464,2.728,0.3836,-1.518,0.1583,-0.27,0.2325,0.0203,0.043000000000000003,-0.046000000000000006
Pristine_185444.69-302553.3,Field284.0-30.0_Sag,6760429917238488960,283.68620833333,-30.43147222222,133.2908,0.959,4903.467,175.193,2.232,0.4507,-1.829,0.1632,-0.32,0.2428,0.0642,-0.016,-0.09700000000000002
Pristine_185516.02-303220.2,Field284.0-30.0_Sag,6760424660197943168,283.81675,-30.53894444444,132.9751,0.902,4973.158,157.884,2.351,0.4066,-1.8,0.1561,-0.336,0.2272,0.0647,-0.046000000000000006,0.09700000000000002
Pristine_185559.92-294842.0,Field284.0-30.0_Sag,6761597220621495040,283.99966666667,-29.81166666667,168.0851,0.755,4544.11,137.931,1.299,0.3335,-1.951,0.2117,0.222,0.2184,0.3782,-0.07600000000000001,-0.13
Pristine_185325.76-293423.3,Field284.0-30.0_Sag,6761302134873999488,283.35733333333,-29.57313888889,143.2923,0.764,4626.312,160.457,1.694,0.4039,-1.994,0.1537,-0.539,0.2138,0.3104,0.066,0.22400000000000003
Pristine_185552.74-302017.3,Field284.0-30.0_Sag,6760452246744064128,283.96975,-30.33813888889,164.9889,0.697,4814.52,154.925,1.853,0.3775,-1.845,0.1483,-0.544,0.2284,0.2303,-0.47000000000000003,-0.10300000000000001
Pristine_190258.91-310034.3,Field286.0-31.1,6760478673694245504,285.74545833333,-31.00952777778,119.1681,1.521,4587.468,147.926,1.283,0.3698,-2.11,0.1748,0.165,0.2204,0.4374,0.09000000000000001,-0.010000000000000002
Pristine_190307.09-313043.6,Field286.0-31.1,6757447831221481088,285.77954166667,-31.51211111111,160.7198,1.623,4881.172,174.553,1.001,0.24,-2.291,0.4658,0.862,0.403,0.3513,0.064,0.14500000000000002
Pristine_190533.87-312226.1,Field286.0-31.1,6757426253313320192,286.391125,-31.37391666667,155.0686,1.831,5194.089,147.698,2.459,0.4214,-1.707,0.1613,-0.458,0.2584,0.0554,-0.006000000000000001,-0.038000000000000006
Pristine_190553.84-310730.3,Field286.0-31.1,6757439344371600128,286.47433333333,-31.12508333333,146.7522,2.926,4777.185,174.353,2.232,0.4346,-1.971,0.1624,-0.282,0.2177,0.0699,0.04000000000000001,-0.28300000000000003
Pristine_190110.46-311441.8,Field286.0-31.1,6760096421607624832,285.29358333333,-31.24494444444,168.4608,1.334,4868.18,164.475,1.867,0.4897,-2.151,0.157,-0.047,0.2358,0.2032,-0.099,0.15600000000000003
Pristine_190336.06-314659.4,Field286.0-31.1,6757392069673614848,285.90025,-31.78316666667,141.9724,2.058,4646.362,159.931,1.494,0.3686,-1.792,0.1609,-0.667,0.2305,0.4219,0.028000000000000004,-0.082
Pristine_190219.04-313638.9,Field286.0-31.1,6757081835599419904,285.57933333333,-31.61080555556,125.837,1.413,4893.128,166.877,1.532,0.4829,-1.883,0.1666,-0.576,0.3025,0.3947,-0.081,-0.20900000000000002
Pristine_190635.79-313415.0,Field286.0-31.1,6757407806434593152,286.649125,-31.57083333333,130.4945,1.039,4876.662,145.402,1.638,0.4183,-1.984,0.1451,-0.292,0.2356,0.3206,-0.053000000000000005,0.23500000000000001
Pristine_190207.95-313829.5,Field286.0-31.1,6757080289410889728,285.533125,-31.64152777778,122.4811,2.679,4935.999,175.389,2.362,0.4389,-1.545,0.1663,-0.177,0.217,0.0403,0.029000000000000005,0.04900000000000001
Pristine_190256.95-302638.8,Field286.0-31.1,6760534130313363328,285.73729166667,-30.44411111111,131.0729,1.179,4701.175,159.961,1.813,0.3818,-1.646,0.1477,-0.276,0.2129,0.2125,0.032,-0.135
Pristine_190121.34-311428.2,Field286.0-31.1,6760471492508647168,285.33891666667,-31.24116666667,172.5158,1.203,4694.911,156.391,1.608,0.3873,-1.938,0.1488,-0.502,0.2321,0.364,-0.31400000000000006,-0.034
Pristine_190350.18-310410.5,Field286.0-31.1,6757497858999453696,285.95908333333,-31.06958333333,163.9092,1.549,4864.217,150.406,1.896,0.4086,-1.876,0.1485,-0.346,0.2227,0.2071,0.128,0.084
Pristine_190511.79-303704.2,Field286.0-31.1,6757606268282480640,286.299125,-30.61783333333,151.3107,1.896,4602.361,154.277,1.111,0.3713,-1.909,0.2638,-0.646,0.2581,0.565,0.006000000000000001,0.323
Pristine_190454.20-313742.0,Field286.0-31.1,6757397154915038464,286.22583333333,-31.62833333333,140.1631,1.086,4671.615,140.958,1.418,0.3355,-1.784,0.1488,-0.526,0.2191,0.4206,-0.17500000000000002,0.15200000000000002
Pristine_190302.91-311155.3,Field286.0-31.1,6757471956067628288,285.762125,-31.19869444444,158.6683,1.75,4647.396,154.652,1.526,0.3599,-1.788,0.1519,-0.373,0.2226,0.3627,0.011000000000000001,0.23700000000000002
Pristine_190400.08-314142.0,Field286.0-31.1,6757394165617648384,286.00033333333,-31.695,120.2606,1.348,4576.128,153.489,1.623,0.3594,-1.874,0.1696,-0.266,0.2132,0.3269,0.12300000000000001,-0.15100000000000002
Pristine_190236.00-312942.2,Field286.0-31.1,6757458177812014592,285.65,-31.49505555556,159.7285,1.396,4888.639,153.137,2.286,0.376,-1.532,0.1545,-0.406,0.2126,0.0826,0.002,-0.234
Pristine_190522.51-315531.7,Field286.0-31.1,6757185013597835136,286.34379166667,-31.92547222222,172.1877,2.288,4750.547,175.46,1.712,0.4308,-1.818,0.1573,-0.121,0.2287,0.2627,0.059000000000000004,-0.033
Pristine_190214.11-313930.6,Field286.0-31.1,6757068469660850816,285.55879166667,-31.6585,142.9957,1.446,4694.306,166.353,1.761,0.4063,-2.026,0.153,-0.471,0.2359,0.2512,0.060000000000000005,-0.08800000000000001
Pristine_190536.39-311634.1,Field286.0-31.1,6757430135961168768,286.401625,-31.27613888889,126.2615,1.54,4722.739,155.83,1.677,0.381,-1.716,0.1467,0.174,0.2062,0.2147,0.029000000000000005,-0.029000000000000005
Pristine_190054.19-302536.6,Field286.0-31.1,6760590617725366272,285.22579166667,-30.42683333333,138.4615,2.079,4767.45,168.75,1.715,0.4075,-1.609,0.1531,-0.255,0.2238,0.2535,0.168,-0.131
Pristine_190109.01-313635.5,Field286.0-31.1,6757079258618995328,285.28754166667,-31.60986111111,162.3318,1.897,4552.88,176.918,1.763,0.3894,-1.704,0.2416,-0.399,0.2154,0.2674,-0.045000000000000005,0.028000000000000004
Pristine_190506.04-310248.4,Field286.0-31.1,6757489342095856000,286.27516666667,-31.04677777778,160.4591,0.831,4628.182,127.363,1.129,0.302,-1.711,0.194,-0.368,0.2158,0.4959,0.05,0.101
Pristine_190433.00-310924.8,Field286.0-31.1,6757483054263752192,286.1375,-31.15688888889,117.2929,1.297,4867.143,204.966,2.617,0.536,-2.078,0.1848,-0.44,0.2328,0.0535,-0.07800000000000001,-0.059000000000000004
Pristine_190610.78-311400.7,Field286.0-31.1,6757434911964975232,286.54491666667,-31.23352777778,149.6369,0.932,4520.161,130.297,1.37,0.3155,-1.812,0.3576,-0.425,0.2086,0.4454,0.059000000000000004,0.09300000000000001
Pristine_190520.94-312932.7,Field286.0-31.1,6757423027798915584,286.33725,-31.49241666667,139.8498,1.574,4765.076,146.337,1.131,0.3872,-1.974,0.2159,-0.256,0.2668,0.531,0.326,0.084
Pristine_190420.76-304633.1,Field286.0-31.1,6760512170126192384,286.0865,-30.77586111111,119.9366,1.368,4787.753,146.126,1.18,0.3913,-1.632,0.1999,-0.438,0.2495,0.4913,0.167,0.136
Pristine_190410.56-311715.0,Field286.0-31.1,6757456494185161216,286.044,-31.2875,156.6248,1.544,4574.129,152.31,1.378,0.35,-1.756,0.1892,-0.414,0.2205,0.4522,0.038000000000000006,-0.17300000000000001
Pristine_190351.48-302523.1,Field286.0-31.1,6760625630290931456,285.9645,-30.42308333333,166.6139,1.396,4629.737,159.207,1.415,0.3706,-1.741,0.1605,-0.282,0.2231,0.4083,0.08600000000000001,-0.14600000000000002
Pristine_190425.83-305353.5,Field286.0-31.1,6757506345853861760,286.107625,-30.89819444444,132.69,1.187,5280.908,152.895,2.196,0.4636,-1.559,0.1609,-0.174,0.2715,0.0984,-0.36400000000000005,-0.201
Pristine_190552.70-305327.5,Field286.0-31.1,6757585888650775168,286.46958333333,-30.89097222222,142.6976,0.86,4763.8,157.955,1.921,0.3852,-1.707,0.1491,-0.326,0.2145,0.1659,-0.48900000000000005,-0.126
Pristine_190212.39-304652.5,Field286.0-31.1,6760499701854262528,285.551625,-30.78125,127.375,1.083,5028.893,142.768,2.165,0.5204,-2.416,0.149,-0.14,0.236,0.1475,0.08600000000000001,-0.10700000000000001
Pristine_190235.07-311918.0,Field286.0-31.1,6757464774882052992,285.646125,-31.32166666667,141.7971,1.251,5042.833,150.036,2.216,0.4149,-1.79,0.1557,-0.032,0.2226,0.0927,-0.20900000000000002,-0.22200000000000003
Pristine_190552.64-313338.7,Field286.0-31.1,6757410211616386560,286.46933333333,-31.56075,124.6601,1.268,4694.318,145.851,1.105,0.3718,-1.746,0.2723,-0.402,0.2514,0.5133,0.15500000000000003,-0.0030000000000000005
Pristine_190048.44-314814.8,Field286.0-31.1,6757075169810033280,285.20183333333,-31.80411111111,148.4408,1.133,4727.84,153.285,1.738,0.3706,-1.819,0.1463,-0.355,0.2188,0.2894,-0.05,0.134
Pristine_190620.77-314243.3,Field286.0-31.1,6757217762719308416,286.58654166667,-31.71202777778,181.6955,1.374,4724.625,172.678,1.902,0.4129,-1.611,0.1552,-0.414,0.2208,0.2103,0.04800000000000001,0.068
Pristine_190420.39-315811.4,Field286.0-31.1,6757374271328970752,286.08495833333,-31.96983333333,150.1371,1.79,4654.688,159.573,1.875,0.3677,-1.509,0.1473,-0.193,0.2072,0.1942,0.256,-0.137
Pristine_190657.02-313949.7,Field286.0-31.1,6757218690432185472,286.73758333333,-31.66380555556,122.4634,1.038,4811.018,155.655,1.883,0.3884,-1.699,0.1499,-0.154,0.2135,0.1995,-0.060000000000000005,0.10600000000000001
Pristine_190439.44-304459.4,Field286.0-31.1,6757510026658657024,286.16433333333,-30.74983333333,162.8567,1.177,5040.534,155.523,2.247,0.4081,-1.629,0.1788,-0.754,0.2429,0.0967,-0.09500000000000001,0.07600000000000001
Pristine_190644.06-314559.0,Field286.0-31.1,6757213570831140480,286.68358333333,-31.76638888889,153.7886,1.383,4882.508,170.924,1.753,0.5069,-2.061,0.1604,-0.046,0.249,0.2211,-0.21100000000000002,-0.28700000000000003
Pristine_190519.78-313104.0,Field286.0-31.1,6757422856000211968,286.33241666667,-31.51777777778,154.0234,1.708,4993.644,148.793,2.003,0.4765,-2.106,0.1557,-0.492,0.2657,0.1954,0.20500000000000002,0.255
Pristine_190140.19-312100.6,Field286.0-31.1,6760091783042779520,285.41745833333,-31.35016666667,135.1432,1.394,4888.466,157.394,2.409,0.3859,-1.593,0.1555,-0.261,0.2096,0.0381,-0.19400000000000003,0.08900000000000001
Pristine_190321.79-303527.4,Field286.0-31.1,6760528491011752832,285.84079166667,-30.59094444444,148.7218,1.773,4592.002,165.188,1.927,0.3704,-1.768,0.1617,-0.362,0.2122,0.184,0.099,0.04000000000000001
