Name,lambda,Species,logepsX,loggf,EW
MKV0698,5381.01,Ti II,1.570,-1.780,108
MKV0698,5383.37,Fe I,4.310,0.500,177
MKV0698,5389.48,Fe I,4.420,-0.400,97
MKV0698,5393.17,Fe I,3.240,-0.920,168
MKV0698,5397.14,Fe I,0.910,-1.992,
MKV0698,5400.51,Fe I,4.370,-0.150,131
MKV0698,5402.78,Y II,1.840,-0.510,
MKV0698,5405.79,Fe I,0.990,-1.852,
MKV0698,5407.42,Mn I,2.140,-1.743,91
MKV0698,5409.80,Cr I,1.030,-0.720,
MKV0698,5415.19,Fe I,4.390,0.510,143
MKV0698,5418.77,Ti II,1.580,-2.110,93
MKV0698,5420.36,Mn I,2.140,-1.460,115
MKV0698,5424.07,Fe I,4.320,0.520,166
MKV0698,5425.25,Fe II,3.200,-3.360,51
MKV0698,5432.55,Mn I,0.000,-3.795,
MKV0698,5476.92,Ni I,1.830,-0.890,
MKV0698,5483.34,Co I,1.710,-1.488,
MKV0698,5485.71,Nd II,1.260,-0.120,
MKV0698,5490.16,Ti I,1.460,-0.933,62
MKV0698,5501.48,Fe I,0.960,-3.050,
MKV0698,5506.79,Fe I,0.990,-2.790,
MKV0698,5516.77,Mn I,2.180,-1.847,62
MKV0698,5528.41,Mg I,4.350,-0.357,185
MKV0698,5534.85,Fe II,3.240,-2.920,82
MKV0698,6120.26,Fe I,0.910,-5.940,
MKV0698,6122.23,Ca I,1.890,-0.320,195
MKV0698,6126.22,Ti I,1.070,-1.425,75
MKV0698,6136.62,Fe I,2.450,-1.500,
MKV0698,6137.70,Fe I,2.590,-1.366,199
MKV0698,6141.73,Ba II,0.700,-0.077,
MKV0698,6149.25,Fe II,3.890,-2.720,
MKV0698,6151.62,Fe I,2.180,-3.370,103
MKV0698,6157.75,Fe I,4.070,-1.260,86
MKV0698,6160.75,Na I,2.100,-1.260,
MKV0698,6161.30,Ca I,2.520,-1.270,89
MKV0698,6165.36,Fe I,4.140,-1.470,
MKV0698,6166.44,Ca I,2.520,-1.140,75
MKV0698,6169.04,Ca I,2.520,-0.800,117
MKV0698,6169.56,Ca I,2.520,-0.480,133
MKV0698,6173.34,Fe I,2.220,-2.850,132
MKV0698,6176.82,Ni I,4.090,-0.430,
MKV0698,6177.25,Ni I,1.830,-3.500,
MKV0698,6187.99,Fe I,3.940,-1.580,57
MKV0698,6191.57,Fe I,2.430,-1.416,197
MKV0698,6213.43,Fe I,2.220,-2.660,152
MKV0698,6219.29,Fe I,2.200,-2.438,158
MKV0698,6229.23,Fe I,2.840,-2.900,78
MKV0698,6230.74,Fe I,2.560,-1.276,
MKV0698,6238.38,Fe II,3.890,-2.480,
MKV0698,6240.66,Fe I,2.220,-3.230,110
MKV0698,6243.82,Si I,5.610,-1.270,
MKV0698,6244.48,Si I,5.610,-1.270,
MKV0698,6247.56,Fe II,3.890,-2.360,66
MKV0698,6252.57,Fe I,2.400,-1.757,183
MKV0698,6258.10,Ti I,1.443,-0.355,129
MKV0698,6290.97,Fe I,4.730,-0.760,
MKV0698,6297.80,Fe I,2.220,-2.740,
MKV0698,6301.50,Fe I,3.650,-0.720,144
MKV0698,6302.49,Fe I,3.690,-1.150,
MKV0698,6309.90,Sc II,1.500,-1.520,
MKV0698,6311.51,Fe I,2.830,-3.220,
MKV0698,6320.43,La II,0.170,-1.562,
MKV0698,6330.09,Cr I,0.940,-2.920,94
MKV0698,6355.04,Fe I,2.840,-2.290,160
MKV0698,6369.46,Fe II,2.890,-4.250,
MKV0698,6380.75,Fe I,4.190,-1.500,72
MKV0698,6390.46,La II,0.320,-1.400,
MKV0698,6392.54,Fe I,2.280,-3.950,83
MKV0698,6393.61,Fe I,2.430,-1.630,
MKV0698,6416.93,Fe II,3.890,-2.790,
MKV0698,6419.96,Fe I,4.730,-0.240,73
MKV0698,6421.36,Fe I,2.280,-2.014,
MKV0698,6430.86,Fe I,2.180,-1.946,
MKV0698,6432.68,Fe II,2.890,-3.710,
MKV0698,6439.08,Ca I,2.520,0.390,194
MKV0698,6455.60,Ca I,2.520,-1.290,60
MKV0698,6456.39,Fe II,3.900,-2.080,71
MKV0698,6496.91,Ba II,0.600,-0.380,
MKV0698,6498.94,Fe I,0.960,-4.690,140
MKV0698,6499.65,Ca I,2.520,-0.820,109
MKV0698,6516.08,Fe II,2.890,-3.450,56
MKV0698,6518.37,Fe I,2.830,-2.460,93
MKV0698,6554.24,Ti I,1.440,-1.218,58
MKV0698,6556.08,Ti I,1.460,-1.074,
MKV0698,6574.23,Fe I,0.990,-5.020,124
MKV0698,6581.22,Fe I,1.480,-4.680,
MKV0698,6593.88,Fe I,2.430,-2.390,136
MKV0698,6608.03,Fe I,2.280,-3.940,49
MKV0698,6609.12,Fe I,2.560,-2.660,118
MKV0698,6645.13,Eu II,1.370,0.200,
MKV0708,5339.93,Fe I,3.270,-0.680,117
MKV0708,5364.86,Fe I,4.450,0.220,
MKV0708,5367.48,Fe I,4.420,0.550,116
MKV0708,5369.96,Fe I,4.370,0.540,
MKV0708,5371.50,Fe I,0.960,-1.644,
MKV0708,5381.01,Ti II,1.570,-1.780,
MKV0708,5383.37,Fe I,4.310,0.500,97
MKV0708,5389.48,Fe I,4.420,-0.400,
MKV0708,5393.17,Fe I,3.240,-0.920,
MKV0708,5397.14,Fe I,0.910,-1.992,
MKV0708,5400.51,Fe I,4.370,-0.150,
MKV0708,5402.78,Y II,1.840,-0.510,
MKV0708,5405.79,Fe I,0.990,-1.852,
MKV0708,5407.42,Mn I,2.140,-1.743,
MKV0708,5409.80,Cr I,1.030,-0.720,133
MKV0708,5415.19,Fe I,4.390,0.510,108
MKV0708,5418.77,Ti II,1.580,-2.110,105
MKV0708,5420.36,Mn I,2.140,-1.460,
MKV0708,5424.07,Fe I,4.320,0.520,117
MKV0708,5425.25,Fe II,3.200,-3.360,
MKV0708,5432.55,Mn I,0.000,-3.795,
MKV0708,5476.92,Ni I,1.830,-0.890,174
MKV0708,5483.34,Co I,1.710,-1.488,
MKV0708,5485.71,Nd II,1.260,-0.120,
MKV0708,5490.16,Ti I,1.460,-0.933,
MKV0708,5501.48,Fe I,0.960,-3.050,176
MKV0708,5506.79,Fe I,0.990,-2.790,161
MKV0708,5516.77,Mn I,2.180,-1.847,
MKV0708,5528.41,Mg I,4.350,-0.357,154
MKV0708,5534.85,Fe II,3.240,-2.920,61
MKV0708,6120.26,Fe I,0.910,-5.940,
MKV0708,6122.23,Ca I,1.890,-0.320,
MKV0708,6126.22,Ti I,1.070,-1.425,
MKV0708,6136.62,Fe I,2.450,-1.500,156
MKV0708,6137.70,Fe I,2.590,-1.366,
MKV0708,6141.73,Ba II,0.700,-0.077,
MKV0708,6149.25,Fe II,3.890,-2.720,
MKV0708,6151.62,Fe I,2.180,-3.370,
MKV0708,6157.75,Fe I,4.070,-1.260,
MKV0708,6160.75,Na I,2.100,-1.260,
MKV0708,6161.30,Ca I,2.520,-1.270,
MKV0708,6165.36,Fe I,4.140,-1.470,
MKV0708,6166.44,Ca I,2.520,-1.140,
MKV0708,6169.04,Ca I,2.520,-0.800,
MKV0708,6169.56,Ca I,2.520,-0.480,
MKV0708,6173.34,Fe I,2.220,-2.850,
MKV0708,6176.82,Ni I,4.090,-0.430,
MKV0708,6177.25,Ni I,1.830,-3.500,
MKV0708,6187.99,Fe I,3.940,-1.580,
MKV0708,6191.57,Fe I,2.430,-1.416,
MKV0708,6213.43,Fe I,2.220,-2.660,74
MKV0708,6219.29,Fe I,2.200,-2.438,87
MKV0708,6229.23,Fe I,2.840,-2.900,
MKV0708,6230.74,Fe I,2.560,-1.276,148
MKV0708,6238.38,Fe II,3.890,-2.480,50
MKV0708,6240.66,Fe I,2.220,-3.230,
MKV0708,6243.82,Si I,5.610,-1.270,
MKV0708,6244.48,Si I,5.610,-1.270,
MKV0708,6247.56,Fe II,3.890,-2.360,
MKV0708,6252.57,Fe I,2.400,-1.757,
MKV0708,6258.10,Ti I,1.443,-0.355,
MKV0708,6290.97,Fe I,4.730,-0.760,
MKV0708,6297.80,Fe I,2.220,-2.740,
MKV0708,6301.50,Fe I,3.650,-0.720,
MKV0708,6302.49,Fe I,3.690,-1.150,
MKV0708,6309.90,Sc II,1.500,-1.520,
MKV0708,6311.51,Fe I,2.830,-3.220,
MKV0708,6320.43,La II,0.170,-1.562,
MKV0708,6330.09,Cr I,0.940,-2.920,
MKV0708,6355.04,Fe I,2.840,-2.290,102
MKV0708,6369.46,Fe II,2.890,-4.250,
MKV0708,6380.75,Fe I,4.190,-1.500,
MKV0708,6390.46,La II,0.320,-1.400,
MKV0708,6392.54,Fe I,2.280,-3.950,82
MKV0708,6393.61,Fe I,2.430,-1.630,117
MKV0708,6416.93,Fe II,3.890,-2.790,
MKV0708,6419.96,Fe I,4.730,-0.240,
MKV0708,6421.36,Fe I,2.280,-2.014,
MKV0708,6430.86,Fe I,2.180,-1.946,
MKV0708,6432.68,Fe II,2.890,-3.710,
MKV0708,6439.08,Ca I,2.520,0.390,
MKV0708,6455.60,Ca I,2.520,-1.290,
MKV0708,6456.39,Fe II,3.900,-2.080,
MKV0708,6496.91,Ba II,0.600,-0.380,
MKV0708,6498.94,Fe I,0.960,-4.690,
MKV0708,6499.65,Ca I,2.520,-0.820,
MKV0708,6516.08,Fe II,2.890,-3.450,
MKV0708,6518.37,Fe I,2.830,-2.460,
MKV0708,6554.24,Ti I,1.440,-1.218,
MKV0708,6556.08,Ti I,1.460,-1.074,
MKV0708,6574.23,Fe I,0.990,-5.020,
MKV0708,6581.22,Fe I,1.480,-4.680,43
MKV0708,6593.88,Fe I,2.430,-2.390,80
MKV0708,6608.03,Fe I,2.280,-3.940,
MKV0708,6609.12,Fe I,2.560,-2.660,
MKV0708,6645.13,Eu II,1.370,0.200,
MKV0729,5339.93,Fe I,3.270,-0.680,150
MKV0729,5364.86,Fe I,4.450,0.220,110
MKV0729,5367.48,Fe I,4.420,0.550,98
MKV0729,5369.96,Fe I,4.370,0.540,120
MKV0729,5371.50,Fe I,0.960,-1.644,
MKV0729,5381.01,Ti II,1.570,-1.780,132
MKV0729,5383.37,Fe I,4.310,0.500,134
MKV0729,5389.48,Fe I,4.420,-0.400,87
MKV0729,5393.17,Fe I,3.240,-0.920,
MKV0729,5397.14,Fe I,0.910,-1.992,
MKV0729,5400.51,Fe I,4.370,-0.150,108
MKV0729,5402.78,Y II,1.840,-0.510,
MKV0729,5405.79,Fe I,0.990,-1.852,
MKV0729,5407.42,Mn I,2.140,-1.743,53
MKV0729,5409.80,Cr I,1.030,-0.720,193
MKV0729,5415.19,Fe I,4.390,0.510,119
MKV0729,5418.77,Ti II,1.580,-2.110,
MKV0729,5420.36,Mn I,2.140,-1.460,
MKV0729,5424.07,Fe I,4.320,0.520,153
MKV0729,5425.25,Fe II,3.200,-3.360,
MKV0729,5432.55,Mn I,0.000,-3.795,
MKV0729,5476.92,Ni I,1.830,-0.890,
MKV0729,5483.34,Co I,1.710,-1.488,77
MKV0729,5485.71,Nd II,1.260,-0.120,
MKV0729,5490.16,Ti I,1.460,-0.933,38
MKV0729,5501.48,Fe I,0.960,-3.050,168
MKV0729,5506.79,Fe I,0.990,-2.790,192
MKV0729,5516.77,Mn I,2.180,-1.847,27
MKV0729,5528.41,Mg I,4.350,-0.357,197
MKV0729,5534.85,Fe II,3.240,-2.920,79
MKV0729,6120.26,Fe I,0.910,-5.940,
MKV0729,6122.23,Ca I,1.890,-0.320,173
MKV0729,6126.22,Ti I,1.070,-1.425,52
MKV0729,6136.62,Fe I,2.450,-1.500,
MKV0729,6137.70,Fe I,2.590,-1.366,
MKV0729,6141.73,Ba II,0.700,-0.077,176
MKV0729,6149.25,Fe II,3.890,-2.720,65
MKV0729,6151.62,Fe I,2.180,-3.370,63
MKV0729,6157.75,Fe I,4.070,-1.260,
MKV0729,6160.75,Na I,2.100,-1.260,
MKV0729,6161.30,Ca I,2.520,-1.270,74
MKV0729,6165.36,Fe I,4.140,-1.470,
MKV0729,6166.44,Ca I,2.520,-1.140,114
MKV0729,6169.04,Ca I,2.520,-0.800,81
MKV0729,6169.56,Ca I,2.520,-0.480,113
MKV0729,6173.34,Fe I,2.220,-2.850,113
MKV0729,6176.82,Ni I,4.090,-0.430,72
MKV0729,6177.25,Ni I,1.830,-3.500,
MKV0729,6187.99,Fe I,3.940,-1.580,
MKV0729,6191.57,Fe I,2.430,-1.416,
MKV0729,6213.43,Fe I,2.220,-2.660,
MKV0729,6219.29,Fe I,2.200,-2.438,105
MKV0729,6229.23,Fe I,2.840,-2.900,
MKV0729,6230.74,Fe I,2.560,-1.276,167
MKV0729,6238.38,Fe II,3.890,-2.480,
MKV0729,6240.66,Fe I,2.220,-3.230,
MKV0729,6243.82,Si I,5.610,-1.270,
MKV0729,6244.48,Si I,5.610,-1.270,
MKV0729,6247.56,Fe II,3.890,-2.360,
MKV0729,6252.57,Fe I,2.400,-1.757,189
MKV0729,6258.10,Ti I,1.443,-0.355,61
MKV0729,6290.97,Fe I,4.730,-0.760,
MKV0729,6297.80,Fe I,2.220,-2.740,
MKV0729,6301.50,Fe I,3.650,-0.720,
MKV0729,6302.49,Fe I,3.690,-1.150,
MKV0729,6309.90,Sc II,1.500,-1.520,
MKV0729,6311.51,Fe I,2.830,-3.220,
MKV0729,6320.43,La II,0.170,-1.562,
MKV0729,6330.09,Cr I,0.940,-2.920,
MKV0729,6355.04,Fe I,2.840,-2.290,91
MKV0729,6369.46,Fe II,2.890,-4.250,
MKV0729,6380.75,Fe I,4.190,-1.500,
MKV0729,6390.46,La II,0.320,-1.400,
MKV0729,6392.54,Fe I,2.280,-3.950,40
MKV0729,6393.61,Fe I,2.430,-1.630,172
MKV0729,6416.93,Fe II,3.890,-2.790,
MKV0729,6419.96,Fe I,4.730,-0.240,
MKV0729,6421.36,Fe I,2.280,-2.014,147
MKV0729,6430.86,Fe I,2.180,-1.946,141
MKV0729,6432.68,Fe II,2.890,-3.710,
MKV0729,6439.08,Ca I,2.520,0.390,175
MKV0729,6455.60,Ca I,2.520,-1.290,
MKV0729,6456.39,Fe II,3.900,-2.080,55
MKV0729,6496.91,Ba II,0.600,-0.380,147
MKV0729,6498.94,Fe I,0.960,-4.690,
MKV0729,6499.65,Ca I,2.520,-0.820,
MKV0729,6516.08,Fe II,2.890,-3.450,72
MKV0729,6518.37,Fe I,2.830,-2.460,87
MKV0729,6554.24,Ti I,1.440,-1.218,
MKV0729,6556.08,Ti I,1.460,-1.074,
MKV0729,6574.23,Fe I,0.990,-5.020,
MKV0729,6581.22,Fe I,1.480,-4.680,
MKV0729,6593.88,Fe I,2.430,-2.390,118
MKV0729,6608.03,Fe I,2.280,-3.940,43
MKV0729,6609.12,Fe I,2.560,-2.660,85
MKV0729,6645.13,Eu II,1.370,0.200,
MKV0733,5339.93,Fe I,3.270,-0.680,106
MKV0733,5364.86,Fe I,4.450,0.220,74
MKV0733,5367.48,Fe I,4.420,0.550,71
MKV0733,5369.96,Fe I,4.370,0.540,123
MKV0733,5371.50,Fe I,0.960,-1.644,
MKV0733,5381.01,Ti II,1.570,-1.780,93
MKV0733,5383.37,Fe I,4.310,0.500,125
MKV0733,5389.48,Fe I,4.420,-0.400,
MKV0733,5393.17,Fe I,3.240,-0.920,
MKV0733,5397.14,Fe I,0.910,-1.992,
MKV0733,5400.51,Fe I,4.370,-0.150,83
MKV0733,5402.78,Y II,1.840,-0.510,
MKV0733,5405.79,Fe I,0.990,-1.852,199
MKV0733,5407.42,Mn I,2.140,-1.743,48
MKV0733,5409.80,Cr I,1.030,-0.720,122
MKV0733,5415.19,Fe I,4.390,0.510,112
MKV0733,5418.77,Ti II,1.580,-2.110,
MKV0733,5420.36,Mn I,2.140,-1.460,
MKV0733,5424.07,Fe I,4.320,0.520,
MKV0733,5425.25,Fe II,3.200,-3.360,67
MKV0733,5432.55,Mn I,0.000,-3.795,
MKV0733,5476.92,Ni I,1.830,-0.890,177
MKV0733,5483.34,Co I,1.710,-1.488,
MKV0733,5485.71,Nd II,1.260,-0.120,
MKV0733,5490.16,Ti I,1.460,-0.933,
MKV0733,5501.48,Fe I,0.960,-3.050,154
MKV0733,5506.79,Fe I,0.990,-2.790,168
MKV0733,5516.77,Mn I,2.180,-1.847,
MKV0733,5528.41,Mg I,4.350,-0.357,131
MKV0733,5534.85,Fe II,3.240,-2.920,61
MKV0733,6120.26,Fe I,0.910,-5.940,
MKV0733,6122.23,Ca I,1.890,-0.320,126
MKV0733,6126.22,Ti I,1.070,-1.425,
MKV0733,6136.62,Fe I,2.450,-1.500,
MKV0733,6137.70,Fe I,2.590,-1.366,124
MKV0733,6141.73,Ba II,0.700,-0.077,141
MKV0733,6149.25,Fe II,3.890,-2.720,
MKV0733,6151.62,Fe I,2.180,-3.370,
MKV0733,6157.75,Fe I,4.070,-1.260,
MKV0733,6160.75,Na I,2.100,-1.260,
MKV0733,6161.30,Ca I,2.520,-1.270,
MKV0733,6165.36,Fe I,4.140,-1.470,42
MKV0733,6166.44,Ca I,2.520,-1.140,
MKV0733,6169.04,Ca I,2.520,-0.800,
MKV0733,6169.56,Ca I,2.520,-0.480,63
MKV0733,6173.34,Fe I,2.220,-2.850,91
MKV0733,6176.82,Ni I,4.090,-0.430,
MKV0733,6177.25,Ni I,1.830,-3.500,
MKV0733,6187.99,Fe I,3.940,-1.580,
MKV0733,6191.57,Fe I,2.430,-1.416,147
MKV0733,6213.43,Fe I,2.220,-2.660,48
MKV0733,6219.29,Fe I,2.200,-2.438,112
MKV0733,6229.23,Fe I,2.840,-2.900,
MKV0733,6230.74,Fe I,2.560,-1.276,126
MKV0733,6238.38,Fe II,3.890,-2.480,45
MKV0733,6240.66,Fe I,2.220,-3.230,
MKV0733,6243.82,Si I,5.610,-1.270,
MKV0733,6244.48,Si I,5.610,-1.270,
MKV0733,6247.56,Fe II,3.890,-2.360,
MKV0733,6252.57,Fe I,2.400,-1.757,163
MKV0733,6258.10,Ti I,1.443,-0.355,
MKV0733,6290.97,Fe I,4.730,-0.760,
MKV0733,6297.80,Fe I,2.220,-2.740,
MKV0733,6301.50,Fe I,3.650,-0.720,
MKV0733,6302.49,Fe I,3.690,-1.150,
MKV0733,6309.90,Sc II,1.500,-1.520,
MKV0733,6311.51,Fe I,2.830,-3.220,
MKV0733,6320.43,La II,0.170,-1.562,
MKV0733,6330.09,Cr I,0.940,-2.920,
MKV0733,6355.04,Fe I,2.840,-2.290,69
MKV0733,6369.46,Fe II,2.890,-4.250,
MKV0733,6380.75,Fe I,4.190,-1.500,75
MKV0733,6390.46,La II,0.320,-1.400,
MKV0733,6392.54,Fe I,2.280,-3.950,
MKV0733,6393.61,Fe I,2.430,-1.630,156
MKV0733,6416.93,Fe II,3.890,-2.790,
MKV0733,6419.96,Fe I,4.730,-0.240,
MKV0733,6421.36,Fe I,2.280,-2.014,
MKV0733,6430.86,Fe I,2.180,-1.946,107
MKV0733,6432.68,Fe II,2.890,-3.710,75
MKV0733,6439.08,Ca I,2.520,0.390,155
MKV0733,6455.60,Ca I,2.520,-1.290,
MKV0733,6456.39,Fe II,3.900,-2.080,
MKV0733,6496.91,Ba II,0.600,-0.380,
MKV0733,6498.94,Fe I,0.960,-4.690,105
MKV0733,6499.65,Ca I,2.520,-0.820,
MKV0733,6516.08,Fe II,2.890,-3.450,
MKV0733,6518.37,Fe I,2.830,-2.460,
MKV0733,6554.24,Ti I,1.440,-1.218,
MKV0733,6556.08,Ti I,1.460,-1.074,
MKV0733,6574.23,Fe I,0.990,-5.020,55
MKV0733,6581.22,Fe I,1.480,-4.680,
MKV0733,6593.88,Fe I,2.430,-2.390,100
MKV0733,6608.03,Fe I,2.280,-3.940,
MKV0733,6609.12,Fe I,2.560,-2.660,84
MKV0733,6645.13,Eu II,1.370,0.200,
MKV0740,5339.93,Fe I,3.270,-0.680,
MKV0740,5364.86,Fe I,4.450,0.220,126
MKV0740,5367.48,Fe I,4.420,0.550,
MKV0740,5369.96,Fe I,4.370,0.540,163
MKV0740,5371.50,Fe I,0.960,-1.644,
MKV0740,5381.01,Ti II,1.570,-1.780,133
MKV0740,5383.37,Fe I,4.310,0.500,174
MKV0740,5389.48,Fe I,4.420,-0.400,98
MKV0740,5393.17,Fe I,3.240,-0.920,159
MKV0740,5397.14,Fe I,0.910,-1.992,
MKV0740,5400.51,Fe I,4.370,-0.150,111
MKV0740,5402.78,Y II,1.840,-0.510,
MKV0740,5405.79,Fe I,0.990,-1.852,
MKV0740,5407.42,Mn I,2.140,-1.743,
MKV0740,5409.80,Cr I,1.030,-0.720,157
MKV0740,5415.19,Fe I,4.390,0.510,204
MKV0740,5418.77,Ti II,1.580,-2.110,101
MKV0740,5420.36,Mn I,2.140,-1.460,83
MKV0740,5424.07,Fe I,4.320,0.520,177
MKV0740,5425.25,Fe II,3.200,-3.360,
MKV0740,5432.55,Mn I,0.000,-3.795,
MKV0740,5476.92,Ni I,1.830,-0.890,
MKV0740,5483.34,Co I,1.710,-1.488,60
MKV0740,5485.71,Nd II,1.260,-0.120,
MKV0740,5490.16,Ti I,1.460,-0.933,
MKV0740,5501.48,Fe I,0.960,-3.050,167
MKV0740,5506.79,Fe I,0.990,-2.790,177
MKV0740,5516.77,Mn I,2.180,-1.847,
MKV0740,5528.41,Mg I,4.350,-0.357,131
MKV0740,5534.85,Fe II,3.240,-2.920,108
MKV0740,6120.26,Fe I,0.910,-5.940,73
MKV0740,6122.23,Ca I,1.890,-0.320,
MKV0740,6126.22,Ti I,1.070,-1.425,
MKV0740,6136.62,Fe I,2.450,-1.500,143
MKV0740,6137.70,Fe I,2.590,-1.366,
MKV0740,6141.73,Ba II,0.700,-0.077,
MKV0740,6149.25,Fe II,3.890,-2.720,
MKV0740,6151.62,Fe I,2.180,-3.370,
MKV0740,6157.75,Fe I,4.070,-1.260,
MKV0740,6160.75,Na I,2.100,-1.260,
MKV0740,6161.30,Ca I,2.520,-1.270,
MKV0740,6165.36,Fe I,4.140,-1.470,
MKV0740,6166.44,Ca I,2.520,-1.140,
MKV0740,6169.04,Ca I,2.520,-0.800,
MKV0740,6169.56,Ca I,2.520,-0.480,
MKV0740,6173.34,Fe I,2.220,-2.850,
MKV0740,6176.82,Ni I,4.090,-0.430,
MKV0740,6177.25,Ni I,1.830,-3.500,
MKV0740,6187.99,Fe I,3.940,-1.580,
MKV0740,6191.57,Fe I,2.430,-1.416,
MKV0740,6213.43,Fe I,2.220,-2.660,
MKV0740,6219.29,Fe I,2.200,-2.438,
MKV0740,6229.23,Fe I,2.840,-2.900,
MKV0740,6230.74,Fe I,2.560,-1.276,
MKV0740,6238.38,Fe II,3.890,-2.480,
MKV0740,6240.66,Fe I,2.220,-3.230,
MKV0740,6243.82,Si I,5.610,-1.270,
MKV0740,6244.48,Si I,5.610,-1.270,
MKV0740,6247.56,Fe II,3.890,-2.360,
MKV0740,6252.57,Fe I,2.400,-1.757,
MKV0740,6258.10,Ti I,1.443,-0.355,
MKV0740,6290.97,Fe I,4.730,-0.760,
MKV0740,6297.80,Fe I,2.220,-2.740,
MKV0740,6301.50,Fe I,3.650,-0.720,
MKV0740,6302.49,Fe I,3.690,-1.150,
MKV0740,6309.90,Sc II,1.500,-1.520,
MKV0740,6311.51,Fe I,2.830,-3.220,
MKV0740,6320.43,La II,0.170,-1.562,
MKV0740,6330.09,Cr I,0.940,-2.920,
MKV0740,6355.04,Fe I,2.840,-2.290,111
MKV0740,6369.46,Fe II,2.890,-4.250,
MKV0740,6380.75,Fe I,4.190,-1.500,74
MKV0740,6390.46,La II,0.320,-1.400,
MKV0740,6392.54,Fe I,2.280,-3.950,
MKV0740,6393.61,Fe I,2.430,-1.630,167
MKV0740,6416.93,Fe II,3.890,-2.790,115
MKV0740,6419.96,Fe I,4.730,-0.240,
MKV0740,6421.36,Fe I,2.280,-2.014,201
MKV0740,6430.86,Fe I,2.180,-1.946,213
MKV0740,6432.68,Fe II,2.890,-3.710,
MKV0740,6439.08,Ca I,2.520,0.390,149
MKV0740,6455.60,Ca I,2.520,-1.290,
MKV0740,6456.39,Fe II,3.900,-2.080,107
MKV0740,6496.91,Ba II,0.600,-0.380,
MKV0740,6498.94,Fe I,0.960,-4.690,80
MKV0740,6499.65,Ca I,2.520,-0.820,
MKV0740,6516.08,Fe II,2.890,-3.450,65
MKV0740,6518.37,Fe I,2.830,-2.460,60
MKV0740,6554.24,Ti I,1.440,-1.218,
MKV0740,6556.08,Ti I,1.460,-1.074,69
MKV0740,6574.23,Fe I,0.990,-5.020,73
MKV0740,6581.22,Fe I,1.480,-4.680,93
MKV0740,6593.88,Fe I,2.430,-2.390,151
MKV0740,6608.03,Fe I,2.280,-3.940,
MKV0740,6609.12,Fe I,2.560,-2.660,113
MKV0740,6645.13,Eu II,1.370,0.200,
MKV0743,5339.93,Fe I,3.270,-0.680,
MKV0743,5364.86,Fe I,4.450,0.220,126
MKV0743,5367.48,Fe I,4.420,0.550,
MKV0743,5369.96,Fe I,4.370,0.540,163
MKV0743,5371.50,Fe I,0.960,-1.644,
MKV0743,5381.01,Ti II,1.570,-1.780,133
MKV0743,5383.37,Fe I,4.310,0.500,174
MKV0743,5389.48,Fe I,4.420,-0.400,98
MKV0743,5393.17,Fe I,3.240,-0.920,159
MKV0743,5397.14,Fe I,0.910,-1.992,
MKV0743,5400.51,Fe I,4.370,-0.150,111
MKV0743,5402.78,Y II,1.840,-0.510,
MKV0743,5405.79,Fe I,0.990,-1.852,
MKV0743,5407.42,Mn I,2.140,-1.743,
MKV0743,5409.80,Cr I,1.030,-0.720,157
MKV0743,5415.19,Fe I,4.390,0.510,
MKV0743,5418.77,Ti II,1.580,-2.110,101
MKV0743,5420.36,Mn I,2.140,-1.460,83
MKV0743,5424.07,Fe I,4.320,0.520,177
MKV0743,5425.25,Fe II,3.200,-3.360,
MKV0743,5432.55,Mn I,0.000,-3.795,
MKV0743,5476.92,Ni I,1.830,-0.890,
MKV0743,5483.34,Co I,1.710,-1.488,60
MKV0743,5485.71,Nd II,1.260,-0.120,
MKV0743,5490.16,Ti I,1.460,-0.933,
MKV0743,5501.48,Fe I,0.960,-3.050,167
MKV0743,5506.79,Fe I,0.990,-2.790,177
MKV0743,5516.77,Mn I,2.180,-1.847,
MKV0743,5528.41,Mg I,4.350,-0.357,131
MKV0743,5534.85,Fe II,3.240,-2.920,108
MKV0743,6120.26,Fe I,0.910,-5.940,73
MKV0743,6122.23,Ca I,1.890,-0.320,
MKV0743,6126.22,Ti I,1.070,-1.425,
MKV0743,6136.62,Fe I,2.450,-1.500,143
MKV0743,6137.70,Fe I,2.590,-1.366,
MKV0743,6141.73,Ba II,0.700,-0.077,
MKV0743,6149.25,Fe II,3.890,-2.720,
MKV0743,6151.62,Fe I,2.180,-3.370,
MKV0743,6157.75,Fe I,4.070,-1.260,
MKV0743,6160.75,Na I,2.100,-1.260,
MKV0743,6161.30,Ca I,2.520,-1.270,
MKV0743,6165.36,Fe I,4.140,-1.470,
MKV0743,6166.44,Ca I,2.520,-1.140,
MKV0743,6169.04,Ca I,2.520,-0.800,
MKV0743,6169.56,Ca I,2.520,-0.480,
MKV0743,6173.34,Fe I,2.220,-2.850,
MKV0743,6176.82,Ni I,4.090,-0.430,
MKV0743,6177.25,Ni I,1.830,-3.500,
MKV0743,6187.99,Fe I,3.940,-1.580,
MKV0743,6191.57,Fe I,2.430,-1.416,
MKV0743,6213.43,Fe I,2.220,-2.660,
MKV0743,6219.29,Fe I,2.200,-2.438,
MKV0743,6229.23,Fe I,2.840,-2.900,
MKV0743,6230.74,Fe I,2.560,-1.276,
MKV0743,6238.38,Fe II,3.890,-2.480,
MKV0743,6240.66,Fe I,2.220,-3.230,
MKV0743,6243.82,Si I,5.610,-1.270,
MKV0743,6244.48,Si I,5.610,-1.270,
