StarID,Species,lambda,References,EW,logepsX
1282,Fe I,684.3655,-0.930,FMW,8.33,6.98
1282,Fe I,685.7250,-2.150,FMW,0.0,0.0
1282,Fe I,686.2492,-1.570,FMW,5.15,7.06
1282,Fe I,691.6680,-1.450,FMW,8.68,7.02
1282,Fe I,697.6922,-1.850,FMW,2.44,6.85
1282,Fe I,698.8524,-3.660,FMW,0.0,0.0
1282,Fe I,702.2952,-1.250,FMW,9.64,7.04
1282,Fe I,706.9531,-4.340,FMW,4.00,6.93
1282,Fe I,721.9682,-1.690,FMW,8.16,7.05
1282,Fe I,747.6375,-1.680,FMW,2.71,7.00
1282,Fe I,749.8530,-2.250,FMW,3.87,6.94
1282,Fe I,758.3787,-1.990,FMW,14.44,6.90
1282,Fe I,794.1087,-2.580,FMW,9.04,6.91
1282,Fe I,883.8427,-1.980,FMW,17.12,6.92
1282,Fe II,483.3197,-4.780,FMW,0.0,0.0
1282,Fe II,499.3358,-3.650,FMW,6.27,7.12
1282,Fe II,510.0664,-4.370,FMW,0.0,0.0
1282,Fe II,513.2669,-4.180,FMW,3.50,7.01
1282,Fe II,525.6937,-4.250,K88,2.90,7.03
1282,Fe II,526.4812,-3.190,FMW,4.55,6.81
1282,Fe II,599.1376,-3.557,K88,3.23,6.80
1282,Fe II,608.4111,-3.808,K88,2.74,6.98
1282,Fe II,614.9258,-2.724,K88,3.16,6.86
1282,Fe II,624.7557,-2.329,K88,4.50,6.83
1282,Fe II,636.9462,-4.253,K88,2.28,6.92
1282,Fe II,643.2680,-3.500,H92,4.60,6.76
1282,Fe II,645.6383,-2.075,K88,5.87,6.91
1282,Fe II,651.6080,-3.380,H92,6.08,6.95
1282,Co I,533.1700,-6.473,K88,0.02,4.28
1282,Co I,553.0700,-2.060,FMW,0.02,4.35
1282,Co I,609.3400,-4.568,K88,0.02,4.16
1282,Ni I,493.5830,-0.350,FMW,7.40,5.49
1282,Ni I,585.7746,-0.636,K88,5.36,5.61
1282,Ni I,600.7306,-3.330,FMW,8.42,5.48
1282,Ni I,608.6276,-0.530,FMW,4.01,5.37
1282,Ni I,611.1065,-0.870,FMW,0.0,0.0
1282,Ni I,612.8963,-3.330,FMW,9.04,5.58
1282,Ni I,613.0130,-0.960,FMW,0.0,0.0
1282,Ni I,617.5360,-0.530,FMW,5.32,5.39
1282,Ni I,617.6807,-0.260,LW,7.04,5.44
1282,Ni I,617.7236,-3.500,FMW,5.66,5.36
1282,Ni I,618.6708,-0.960,FMW,0.0,0.0
1282,Ni I,620.4600,-1.100,LW,2.46,5.38
1282,Ni I,632.7592,-3.150,FMW,0.0,0.0
1282,Ni I,648.2796,-2.630,FMW,10.77,5.51
1282,Ni I,658.6307,-2.810,FMW,0.0,0.0
1282,Ni I,659.8592,-0.980,FMW,0.0,0.0
1282,Ni I,677.2313,-0.980,FMW,6.62,5.47
1282,Ni I,700.1534,-3.660,FMW,0.0,0.0
1282,Ni I,706.2951,-3.500,FMW,5.77,5.50
1282,Ni I,778.8936,-2.420,FMW,0.0,0.0
1282,Cu I,510.5500,-1.516,BIEL,0.02,2.91
1282,Zn I,481.0528,-0.170,BG,7.83,3.88
1282,YI I,488.3683,0.070,HL,0.0,0.0
1282,YI I,498.2130,-1.290,HL,5.79,1.66
1282,YI I,508.7417,-0.170,HL,8.56,1.18
1282,YI I,511.9113,-1.360,HL,3.93,1.31
1282,YI I,679.5413,-1.190,CC,1.72,1.54
1282,Ba I,649.6897,-0.377,NBS,21.05,2.01
1282,La II,480.4039,-1.500,LA,5.69,1.08
1282,La II,511.4558,-1.030,LA,9.77,1.45
1282,La II,632.0377,-1.610,ABH,7.14,1.21
1282,La II,639.0477,-1.410,LA,5.07,0.86
1282,Ce II,518.7457,0.130,H,5.53,1.41
1282,Ce II,533.0556,-0.360,H,4.00,1.13
1282,Nd II,491.4382,-0.700,HA,8.90,1.61
1282,Nd II,496.1387,-0.710,MC',7.25,1.58
1282,Nd II,498.9950,-0.500,MC',10.13,2.03
1282,Nd II,499.8540,-1.100,MC',4.96,1.28
1282,Nd II,508.9832,-1.160,MC',5.96,1.15
1282,Nd II,543.1515,-0.470,HA,3.54,1.22
1282,Nd II,548.5097,-1.640,HA,3.28,1.57
1515,O I,630.0304,-9.717,STZ,0.01,0.0
1515,Na I,498.2814,-0.950,KP,5.81,5.26
1515,Na I,615.4227,-1.560,KP,2.98,5.35
1515,Na I,616.0747,-1.260,KP,4.43,5.30
1515,Mg I,552.8405,-0.522,GC,0.0,0.0
1515,Mg I,571.1087,-1.729,GC,12.37,7.12
1515,Mg I,631.8716,-1.945,GC,3.81,6.91
1515,Mg I,631.9237,-2.165,GC,2.79,6.93
1515,Mg I,738.7689,-1.020,KP,0.0,0.0
1515,Mg I,871.7825,-0.772,GC,0.0,0.0
1515,Mg I,892.3568,-1.659,GC,0.0,0.0
1515,Al I,669.6022,-1.347,NBS,0.0,0.0
1515,Al I,669.8673,-1.647,NBS,2.90,5.66
1515,Si I,594.8541,-1.230,GARZ,8.15,7.23
1515,Si I,612.5021,-1.540,ED,2.76,7.15
1515,Si I,613.1852,-1.140,KP,0.0,0.0
1515,Si I,614.2482,-1.480,ED,2.70,7.10
1515,Si I,614.5015,-1.430,ED,2.85,7.08
1515,Si I,615.5134,-0.770,ED,6.43,7.12
1515,Si I,703.4902,-0.880,GARZ,0.0,0.0
1515,Si I,725.0627,-1.042,SG,0.0,0.0
1515,Si I,727.5292,-1.003,SG,0.0,0.0
1515,Si I,728.9176,-0.197,SG,0.0,0.0
1515,Si I,793.2349,-0.470,GARZ,0.0,0.0
1515,Si I,874.2446,-0.630,KP,0.0,0.0
1515,S I,921.2863,0.420,NBS,0.0,0.0
1515,S I,922.8093,0.260,NBS,0.0,0.0
1515,S I,923.7538,0.040,NBS,0.0,0.0
1515,Ca I,551.2980,-0.447,SR,9.85,5.69
1515,Ca I,585.7451,0.240,SR,14.75,5.83
1515,Ca I,586.7562,-1.490,GC,4.71,5.78
1515,Ca I,616.1296,-1.266,SR,0.0,0.0
1515,Ca I,616.6438,-1.142,SR,10.97,6.05
1515,Ca I,616.9042,-0.797,SR,11.89,5.88
1515,Ca I,643.9075,0.390,SR,18.69,5.76
1515,Ca I,645.5597,-1.290,SR,9.57,5.90
1515,Ca I,649.3781,-0.109,SR,15.70,5.84
1515,Ca I,649.9650,-0.818,SR,12.22,5.94
1515,Sc II,552.6790,0.130,MFW,10.23,2.43
1515,Sc II,624.5637,-0.980,NBS,6.04,2.36
1515,Sc II,632.0852,-1.770,NBS,2.49,2.46
1515,Ti I,488.5078,0.358,MFW,10.72,4.46
1515,Ti I,491.5229,-1.019,MFW,4.06,4.44
1515,Ti I,499.7096,-2.118,MFW,11.41,4.48
1515,Ti I,508.7058,-0.780,MFW,9.19,4.57
1515,Ti I,586.6450,-0.840,MFW,12.41,4.61
1515,Ti I,606.4626,-1.944,MFW,0.0,0.0
1515,Ti I,609.2792,-1.379,MFW,0.0,0.0
1515,Ti I,612.6215,-1.425,MFW,9.32,4.56
1515,Ti I,631.2236,-1.552,MFW,0.0,0.0
1515,Ti I,633.6098,-1.743,MFW,0.0,0.0
1515,Ti I,655.6061,-1.074,MFW,0.0,0.0
1515,Ti I,659.9105,-2.085,MFW,0.0,0.0
1515,Ti I,686.1447,-0.740,MFW,0.0,0.0
1515,Ti I,718.8565,-1.760,MFW,0.0,0.0
1515,Ti I,744.0578,-0.700,MFW,0.0,0.0
1515,Ti I,802.4843,-1.140,MFW,0.0,0.0
1515,Ti I,835.3161,-2.677,MFW,0.0,0.0
1515,Ti I,867.5372,-1.669,MFW,0.0,0.0
1515,Ti I,868.2980,-1.941,MFW,0.0,0.0
1515,Ti I,869.2331,-2.295,MFW,0.0,0.0
1515,Ti I,873.4712,-2.384,MFW,0.0,0.0
1515,V I,573.7059,-0.740,MFW,6.78,3.45
1515,V I,613.5361,-0.746,MFW,6.63,3.38
1515,V I,653.1414,-0.840,MFW,5.37,3.45
1515,Cr I,633.0090,-2.920,MFW,8.77,4.98
1515,Cr I,663.0010,-3.560,MFW,4.95,5.06
1515,Cr I,735.5960,-0.285,MFW,0.0,0.0
1515,Mn I,511.7900,-1.140,MFW,0.02,4.45
1515,Fe I,466.1535,-1.270,FMW,0.0,0.0
1515,Fe I,479.4354,-4.050,FMW,0.0,0.0
1515,Fe I,484.9668,-2.680,FMW,0.0,0.0
1515,Fe I,489.2859,-1.290,FMW,6.51,6.90
1515,Fe I,489.6439,-2.050,FMW,0.0,0.0
1515,Fe I,491.8013,-1.360,FMW,0.0,0.0
1515,Fe I,510.9652,-0.980,FMW,8.24,7.03
1515,Fe I,552.5544,-1.330,FMW,6.66,6.93
1515,Fe I,585.6087,-1.640,FMW,4.20,6.84
1515,Fe I,585.8779,-2.260,FMW,1.95,6.86
1515,Fe I,586.1109,-2.450,FMW,0.0,0.0
1515,Fe I,587.7794,-2.230,FMW,3.24,7.09
1515,Fe I,588.3817,-1.360,FMW,7.89,6.85
1515,Fe I,595.2717,-1.440,FMW,0.0,0.0
1515,Fe I,601.2210,-4.200,FMW,0.0,0.0
1515,Fe I,601.5245,-4.680,FMW,0.0,0.0
1515,Fe I,601.9366,-3.360,FMW,0.0,0.0
1515,Fe I,602.4058,-0.120,FMW,0.0,0.0
1515,Fe I,602.7051,-1.210,FMW,0.0,0.0
1515,Fe I,605.6005,-0.460,FMW,0.0,0.0
1515,Fe I,607.9008,-1.120,FMW,0.0,0.0
1515,Fe I,609.6663,-1.930,FMW,0.0,0.0
1515,Fe I,610.5128,-2.050,FMW,0.0,0.0
1515,Fe I,612.0246,-5.950,FMW,0.0,0.0
1515,Fe I,615.1616,-3.299,FMW,9.99,6.85
1515,Fe I,615.9375,-1.970,FMW,0.0,0.0
1515,Fe I,616.5360,-1.550,FMW,6.24,6.92
1515,Fe I,618.7989,-1.720,FMW,0.0,0.0
1515,Fe I,622.6734,-2.220,FMW,0.0,0.0
1515,Fe I,649.6465,-0.570,FMW,7.39,6.97
1515,Fe I,651.8366,-2.750,FMW,0.0,0.0
1515,Fe I,659.7559,-1.070,FMW,0.0,0.0
1515,Fe I,670.3565,-3.160,FMW,8.20,7.07
1515,Fe I,672.5356,-2.300,FMW,0.0,0.0
1515,Fe I,673.9521,-4.950,FMW,0.0,0.0
1515,Fe I,674.6954,-4.350,FMW,0.0,0.0
1515,Fe I,679.3258,-2.470,FMW,0.0,0.0
1515,Fe I,684.2685,-1.320,FMW,0.0,0.0
1515,Fe I,684.3655,-0.930,FMW,0.0,0.0
1515,Fe I,685.7250,-2.150,FMW,0.0,0.0
1515,Fe I,686.2492,-1.570,FMW,0.0,0.0
1515,Fe I,691.6680,-1.450,FMW,0.0,0.0
1515,Fe I,697.6922,-1.850,FMW,0.0,0.0
1515,Fe I,698.8524,-3.660,FMW,0.0,0.0
1515,Fe I,702.2952,-1.250,FMW,0.0,0.0
1515,Fe I,706.9531,-4.340,FMW,0.0,0.0
1515,Fe I,721.9682,-1.690,FMW,0.0,0.0
1515,Fe I,747.6375,-1.680,FMW,0.0,0.0
1515,Fe I,749.8530,-2.250,FMW,0.0,0.0
1515,Fe I,758.3787,-1.990,FMW,0.0,0.0
1515,Fe I,794.1087,-2.580,FMW,0.0,0.0
1515,Fe I,883.8427,-1.980,FMW,0.0,0.0
1515,Fe II,483.3197,-4.780,FMW,0.0,0.0
1515,Fe II,499.3358,-3.650,FMW,4.65,6.88
1515,Fe II,510.0664,-4.370,FMW,0.0,0.0
1515,Fe II,513.2669,-4.180,FMW,3.01,7.01
1515,Fe II,525.6937,-4.250,K88,0.0,0.0
1515,Fe II,526.4812,-3.190,FMW,4.56,6.90
1515,Fe II,599.1376,-3.557,K88,0.0,0.0
1515,Fe II,608.4111,-3.808,K88,0.0,0.0
1515,Fe II,614.9258,-2.724,K88,2.75,6.79
1515,Fe II,624.7557,-2.329,K88,0.0,0.0
1515,Fe II,636.9462,-4.253,K88,0.0,0.0
1515,Fe II,643.2680,-3.500,H92,0.0,0.0
1515,Fe II,645.6383,-2.075,K88,0.0,0.0
1515,Fe II,651.6080,-3.380,H92,0.0,0.0
1515,Co I,533.1700,-6.473,K88,0.02,4.32
1515,Co I,553.0700,-2.060,FMW,0.02,4.27
1515,Co I,609.3400,-4.568,K88,0.02,4.15
1515,Ni I,493.5830,-0.350,FMW,0.0,0.0
1515,Ni I,585.7746,-0.636,K88,4.47,5.60
1515,Ni I,600.7306,-3.330,FMW,0.0,0.0
1515,Ni I,608.6276,-0.530,FMW,0.0,0.0
1515,Ni I,611.1065,-0.870,FMW,0.0,0.0
1515,Ni I,612.8963,-3.330,FMW,6.28,5.44
1515,Ni I,613.0130,-0.960,FMW,2.25,5.55
1515,Ni I,617.5360,-0.530,FMW,5.35,5.55
1515,Ni I,617.6807,-0.260,LW,6.77,5.56
1515,Ni I,617.7236,-3.500,FMW,4.96,5.57
1515,Ni I,618.6708,-0.960,FMW,0.0,0.0
1515,Ni I,620.4600,-1.100,LW,0.0,0.0
1515,Ni I,632.7592,-3.150,FMW,0.0,0.0
1515,Ni I,648.2796,-2.630,FMW,0.0,0.0
1515,Ni I,658.6307,-2.810,FMW,0.0,0.0
1515,Ni I,659.8592,-0.980,FMW,0.0,0.0
1515,Ni I,677.2313,-0.980,FMW,0.0,0.0
1515,Ni I,700.1534,-3.660,FMW,0.0,0.0
1515,Ni I,706.2951,-3.500,FMW,0.0,0.0
1515,Ni I,778.8936,-2.420,FMW,0.0,0.0
1515,Cu I,510.5500,-1.516,BIEL,0.02,3.22
1515,Zn I,481.0528,-0.170,BG,6.94,3.81
1515,YI I,488.3683,0.070,HL,9.58,1.64
1515,YI I,498.2130,-1.290,HL,4.81,1.79
1515,YI I,508.7417,-0.170,HL,8.51,1.57
1515,YI I,511.9113,-1.360,HL,3.06,1.44
1515,YI I,679.5413,-1.190,CC,0.0,0.0
1515,Ba I,649.6897,-0.377,NBS,18.53,2.09
1515,La II,480.4039,-1.500,LA,4.39,1.22
1515,La II,511.4558,-1.030,LA,0.0,0.0
1515,La II,632.0377,-1.610,ABH,3.71,1.00
1515,La II,639.0477,-1.410,LA,3.78,1.00
1515,Ce II,518.7457,0.130,H,4.84,1.62
1515,Ce II,533.0556,-0.360,H,3.59,1.40
1515,Nd II,491.4382,-0.700,HA,6.15,1.44
1515,Nd II,496.1387,-0.710,MC',5.83,1.69
1515,Nd II,498.9950,-0.500,MC',7.26,1.82
1515,Nd II,499.8540,-1.100,MC',3.20,1.31
1515,Nd II,508.9832,-1.160,MC',4.77,1.35
1515,Nd II,543.1515,-0.470,HA,2.19,1.23
1515,Nd II,548.5097,-1.640,HA,0.0,0.0
1665,O I,630.0304,-9.717,STZ,0.01,8.20
1665,Na I,498.2814,-0.950,KP,0.0,0.0
1665,Na I,615.4227,-1.560,KP,4.87,5.22
1665,Na I,616.0747,-1.260,KP,8.02,5.36
1665,Mg I,552.8405,-0.522,GC,0.0,0.0
1665,Mg I,571.1087,-1.729,GC,0.0,0.0
1665,Mg I,631.8716,-1.945,GC,0.0,0.0
1665,Mg I,631.9237,-2.165,GC,3.54,6.92
1665,Mg I,738.7689,-1.020,KP,4.81,6.82
1665,Mg I,871.7825,-0.772,GC,6.41,7.10
1665,Mg I,892.3568,-1.659,GC,0.0,0.0
1665,Al I,669.6022,-1.347,NBS,5.98,5.45
1665,Al I,669.8673,-1.647,NBS,3.67,5.40
1665,Si I,594.8541,-1.230,GARZ,0.0,0.0
1665,Si I,612.5021,-1.540,ED,0.0,0.0
1665,Si I,613.1852,-1.140,KP,3.68,7.02
1665,Si I,614.2482,-1.480,ED,1.97,6.92
1665,Si I,614.5015,-1.430,ED,2.17,6.93
1665,Si I,615.5134,-0.770,ED,5.60,7.06
1665,Si I,703.4902,-0.880,GARZ,0.0,0.0
1665,Si I,725.0627,-1.042,SG,3.45,6.90
1665,Si I,727.5292,-1.003,SG,4.79,7.14
1665,Si I,728.9176,-0.197,SG,7.36,6.81
1665,Si I,793.2349,-0.470,GARZ,0.0,0.0
1665,Si I,874.2446,-0.630,KP,5.51,7.21
1665,S I,921.2863,0.420,NBS,0.01,6.62
1665,S I,922.8093,0.260,NBS,0.01,6.62
1665,S I,923.7538,0.040,NBS,0.01,6.62
1665,Ca I,551.2980,-0.447,SR,0.0,0.0
1665,Ca I,585.7451,0.240,SR,0.0,0.0
1665,Ca I,586.7562,-1.490,GC,0.0,0.0
1665,Ca I,616.1296,-1.266,SR,0.0,0.0
1665,Ca I,616.6438,-1.142,SR,13.90,5.90
1665,Ca I,616.9042,-0.797,SR,15.87,5.93
1665,Ca I,643.9075,0.390,SR,0.0,0.0
1665,Ca I,645.5597,-1.290,SR,11.94,5.63
1665,Ca I,649.3781,-0.109,SR,19.39,5.71
1665,Ca I,649.9650,-0.818,SR,15.41,5.77
1665,Sc II,552.6790,0.130,MFW,0.0,0.0
1665,Sc II,624.5637,-0.980,NBS,8.86,2.34
1665,Sc II,632.0852,-1.770,NBS,3.70,2.26
1665,Ti I,488.5078,0.358,MFW,0.0,0.0
1665,Ti I,491.5229,-1.019,MFW,8.68,4.45
1665,Ti I,499.7096,-2.118,MFW,0.0,0.0
1665,Ti I,508.7058,-0.780,MFW,0.0,0.0
1665,Ti I,586.6450,-0.840,MFW,0.0,0.0
1665,Ti I,606.4626,-1.944,MFW,13.38,4.70
1665,Ti I,609.2792,-1.379,MFW,6.88,4.31
1665,Ti I,612.6215,-1.425,MFW,0.0,0.0
1665,Ti I,631.2236,-1.552,MFW,10.52,4.36
1665,Ti I,633.6098,-1.743,MFW,10.38,4.52
1665,Ti I,655.6061,-1.074,MFW,16.40,4.86
1665,Ti I,659.9105,-2.085,MFW,15.41,4.83
1665,Ti I,686.1447,-0.740,MFW,7.42,4.25
1665,Ti I,718.8565,-1.760,MFW,0.0,0.0
1665,Ti I,744.0578,-0.700,MFW,0.0,0.0
1665,Ti I,802.4843,-1.140,MFW,0.0,0.0
1665,Ti I,835.3161,-2.677,MFW,14.72,4.75
1665,Ti I,867.5372,-1.669,MFW,0.0,0.0
1665,Ti I,868.2980,-1.941,MFW,17.32,4.72
1665,Ti I,869.2331,-2.295,MFW,0.0,0.0
1665,Ti I,873.4712,-2.384,MFW,14.40,4.74
1665,V I,573.7059,-0.740,MFW,0.0,0.0
1665,V I,613.5361,-0.746,MFW,13.32,3.50
1665,V I,653.1414,-0.840,MFW,11.05,3.36
1665,Cr I,633.0090,-2.920,MFW,16.05,5.24
1665,Cr I,663.0010,-3.560,MFW,11.23,5.05
1665,Cr I,735.5960,-0.285,MFW,15.26,5.22
1665,Mn I,511.7900,-1.140,MFW,0.0,0.0
1665,Fe I,466.1535,-1.270,FMW,6.53,7.07
1665,Fe I,479.4354,-4.050,FMW,6.25,6.77
1665,Fe I,484.9668,-2.680,FMW,0.0,0.0
1665,Fe I,489.2859,-1.290,FMW,0.0,0.0
1665,Fe I,489.6439,-2.050,FMW,7.80,7.16
1665,Fe I,491.8013,-1.360,FMW,6.77,6.73
1665,Fe I,510.9652,-0.980,FMW,0.0,0.0
1665,Fe I,552.5544,-1.330,FMW,0.0,0.0
1665,Fe I,585.6087,-1.640,FMW,0.0,0.0
1665,Fe I,585.8779,-2.260,FMW,0.0,0.0
1665,Fe I,586.1109,-2.450,FMW,0.0,0.0
1665,Fe I,587.7794,-2.230,FMW,0.0,0.0
1665,Fe I,588.3817,-1.360,FMW,0.0,0.0
1665,Fe I,595.2717,-1.440,FMW,8.37,6.70
1665,Fe I,601.2210,-4.200,FMW,0.0,0.0
1665,Fe I,601.5245,-4.680,FMW,0.0,0.0
1665,Fe I,601.9366,-3.360,FMW,3.09,7.05
1665,Fe I,602.4058,-0.120,FMW,11.65,6.82
1665,Fe I,602.7051,-1.210,FMW,10.18,6.95
1665,Fe I,605.6005,-0.460,FMW,8.29,6.76
1665,Fe I,607.9008,-1.120,FMW,0.0,0.0
1665,Fe I,609.6663,-1.930,FMW,7.28,6.97
1665,Fe I,610.5128,-2.050,FMW,3.19,7.11
1665,Fe I,612.0246,-5.950,FMW,0.0,0.0
1665,Fe I,615.1616,-3.299,FMW,0.0,0.0
1665,Fe I,615.9375,-1.970,FMW,0.0,0.0
1665,Fe I,616.5360,-1.550,FMW,8.08,6.96
1665,Fe I,618.7989,-1.720,FMW,8.64,6.95
1665,Fe I,622.6734,-2.220,FMW,7.19,7.09
1665,Fe I,649.6465,-0.570,FMW,0.0,0.0
1665,Fe I,651.8366,-2.750,FMW,13.03,7.10
1665,Fe I,659.7559,-1.070,FMW,6.54,7.10
1665,Fe I,670.3565,-3.160,FMW,0.0,0.0
1665,Fe I,672.5356,-2.300,FMW,5.29,7.11
1665,Fe I,673.9521,-4.950,FMW,10.55,6.91
1665,Fe I,674.6954,-4.350,FMW,4.84,6.94
1665,Fe I,679.3258,-2.470,FMW,3.97,7.01
1665,Fe I,684.2685,-1.320,FMW,6.71,7.14
1665,Fe I,684.3655,-0.930,FMW,8.74,6.99
1665,Fe I,685.7250,-2.150,FMW,0.0,0.0
1665,Fe I,686.2492,-1.570,FMW,5.92,7.13
1665,Fe I,691.6680,-1.450,FMW,10.25,7.20
1665,Fe I,697.6922,-1.850,FMW,3.71,7.04
1665,Fe I,698.8524,-3.660,FMW,12.04,7.12
1665,Fe I,702.2952,-1.250,FMW,10.62,7.11
1665,Fe I,706.9531,-4.340,FMW,5.03,6.87
1665,Fe I,721.9682,-1.690,FMW,9.27,7.14
1665,Fe I,747.6375,-1.680,FMW,0.0,0.0
1665,Fe I,749.8530,-2.250,FMW,5.50,7.12
1665,Fe I,758.3787,-1.990,FMW,15.74,6.90
1665,Fe I,794.1087,-2.580,FMW,10.19,6.92
1665,Fe I,883.8427,-1.980,FMW,0.0,0.0
1665,Fe II,483.3197,-4.780,FMW,0.0,0.0
1665,Fe II,499.3358,-3.650,FMW,0.0,0.0
1665,Fe II,510.0664,-4.370,FMW,0.0,0.0
1665,Fe II,513.2669,-4.180,FMW,0.0,0.0
1665,Fe II,525.6937,-4.250,K88,0.0,0.0
1665,Fe II,526.4812,-3.190,FMW,0.0,0.0
1665,Fe II,599.1376,-3.557,K88,3.90,7.04
1665,Fe II,608.4111,-3.808,K88,2.23,6.87
1665,Fe II,614.9258,-2.724,K88,3.58,7.10
1665,Fe II,624.7557,-2.329,K88,4.32,6.92
1665,Fe II,636.9462,-4.253,K88,2.43,7.01
1665,Fe II,643.2680,-3.500,H92,4.50,7.02
1665,Fe II,645.6383,-2.075,K88,4.90,6.84
1665,Fe II,651.6080,-3.380,H92,5.65,7.02
1665,Co I,533.1700,-6.473,K88,0.0,0.0
1665,Co I,553.0700,-2.060,FMW,0.0,0.0
1665,Co I,609.3400,-4.568,K88,0.02,4.10
1665,Ni I,493.5830,-0.350,FMW,0.0,0.0
1665,Ni I,585.7746,-0.636,K88,0.0,0.0
1665,Ni I,600.7306,-3.330,FMW,0.0,0.0
1665,Ni I,608.6276,-0.530,FMW,4.67,5.45
1665,Ni I,611.1065,-0.870,FMW,0.0,0.0
1665,Ni I,612.8963,-3.330,FMW,0.0,0.0
1665,Ni I,613.0130,-0.960,FMW,0.0,0.0
1665,Ni I,617.5360,-0.530,FMW,5.34,5.33
1665,Ni I,617.6807,-0.260,LW,0.0,0.0
1665,Ni I,617.7236,-3.500,FMW,7.39,5.41
1665,Ni I,618.6708,-0.960,FMW,0.0,0.0
1665,Ni I,620.4600,-1.100,LW,2.84,5.39
1665,Ni I,632.7592,-3.150,FMW,0.0,0.0
1665,Ni I,648.2796,-2.630,FMW,12.10,5.51
1665,Ni I,658.6307,-2.810,FMW,12.39,5.76
1665,Ni I,659.8592,-0.980,FMW,0.0,0.0
1665,Ni I,677.2313,-0.980,FMW,7.12,5.47
1665,Ni I,700.1534,-3.660,FMW,0.0,0.0
1665,Ni I,706.2951,-3.500,FMW,7.98,5.61
1665,Ni I,778.8936,-2.420,FMW,0.0,0.0
1665,Cu I,510.5500,-1.516,BIEL,0.0,0.0
1665,Zn I,481.0528,-0.170,BG,0.0,0.0
1665,YI I,488.3683,0.070,HL,0.0,0.0
1665,YI I,498.2130,-1.290,HL,0.0,0.0
1665,YI I,508.7417,-0.170,HL,0.0,0.0
1665,YI I,511.9113,-1.360,HL,0.0,0.0
1665,YI I,679.5413,-1.190,CC,3.48,1.79
1665,Ba I,649.6897,-0.377,NBS,0.0,0.0
1665,La II,480.4039,-1.500,LA,0.0,0.0
1665,La II,511.4558,-1.030,LA,0.0,0.0
1665,La II,632.0377,-1.610,ABH,9.46,1.27
1665,La II,639.0477,-1.410,LA,7.31,0.90
1665,Ce II,518.7457,0.130,H,0.0,0.0
1665,Ce II,533.0556,-0.360,H,0.0,0.0
1665,Nd II,491.4382,-0.700,HA,0.0,0.0
1665,Nd II,496.1387,-0.710,MC',0.0,0.0
1665,Nd II,498.9950,-0.500,MC',0.0,0.0
1665,Nd II,499.8540,-1.100,MC',0.0,0.0
1665,Nd II,508.9832,-1.160,MC',0.0,0.0
1665,Nd II,543.1515,-0.470,HA,0.0,0.0
1665,Nd II,548.5097,-1.640,HA,0.0,0.0
1708,O I,630.0304,-9.717,STZ,0.01,8.24
1708,Na I,498.2814,-0.950,KP,0.0,0.0
1708,Na I,615.4227,-1.560,KP,2.60,5.08
1708,Na I,616.0747,-1.260,KP,4.81,5.16
1708,Mg I,552.8405,-0.522,GC,0.0,0.0
1708,Mg I,571.1087,-1.729,GC,0.0,0.0
1708,Mg I,631.8716,-1.945,GC,4.49,6.88
1708,Mg I,631.9237,-2.165,GC,3.31,6.90
1708,Mg I,738.7689,-1.020,KP,0.0,0.0
1708,Mg I,871.7825,-0.772,GC,4.76,6.73
1708,Mg I,892.3568,-1.659,GC,0.0,0.0
1708,Al I,669.6022,-1.347,NBS,4.33,5.43
1708,Al I,669.8673,-1.647,NBS,0.0,0.0
1708,Si I,594.8541,-1.230,GARZ,0.0,0.0
1708,Si I,612.5021,-1.540,ED,0.0,0.0
1708,Si I,613.1852,-1.140,KP,0.0,0.0
1708,Si I,614.2482,-1.480,ED,0.0,0.0
1708,Si I,614.5015,-1.430,ED,0.0,0.0
1708,Si I,615.5134,-0.770,ED,0.0,0.0
1708,Si I,703.4902,-0.880,GARZ,5.05,7.22
1708,Si I,725.0627,-1.042,SG,3.84,6.83
1708,Si I,727.5292,-1.003,SG,3.99,6.82
1708,Si I,728.9176,-0.197,SG,7.96,6.71
1708,Si I,793.2349,-0.470,GARZ,5.67,7.03
1708,Si I,874.2446,-0.630,KP,6.88,7.23
1708,S I,921.2863,0.420,NBS,0.01,6.59
1708,S I,922.8093,0.260,NBS,0.01,6.59
1708,S I,923.7538,0.040,NBS,0.01,6.59
1708,Ca I,551.2980,-0.447,SR,0.0,0.0
1708,Ca I,585.7451,0.240,SR,0.0,0.0
1708,Ca I,586.7562,-1.490,GC,0.0,0.0
1708,Ca I,616.1296,-1.266,SR,0.0,0.0
1708,Ca I,616.6438,-1.142,SR,0.0,0.0
1708,Ca I,616.9042,-0.797,SR,13.23,5.68
1708,Ca I,643.9075,0.390,SR,20.87,5.64
1708,Ca I,645.5597,-1.290,SR,10.31,5.63
1708,Ca I,649.3781,-0.109,SR,17.09,5.57
1708,Ca I,649.9650,-0.818,SR,13.59,5.70
1708,Sc II,552.6790,0.130,MFW,0.0,0.0
1708,Sc II,624.5637,-0.980,NBS,8.76,2.44
1708,Sc II,632.0852,-1.770,NBS,2.46,2.14
1708,Ti I,488.5078,0.358,MFW,0.0,0.0
1708,Ti I,491.5229,-1.019,MFW,5.49,4.30
1708,Ti I,499.7096,-2.118,MFW,0.0,0.0
1708,Ti I,508.7058,-0.780,MFW,0.0,0.0
1708,Ti I,586.6450,-0.840,MFW,0.0,0.0
1708,Ti I,606.4626,-1.944,MFW,9.79,4.53
