Found,Query_ID,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,FLUX_B_1,FLUX_V_1,FLUX_R_1,FLUX_I_1,FLUX_J_1,FLUX_H_1,FLUX_K_1,OTYPE_2,SP_TYPE_2,RA_3,DEC_3,PMRA_2,PMDEC_2,PLX_VALUE_2,RV_VALUE_2,FLUX_U_1,FLUX_B_2,FLUX_V_2,FLUX_R_2,FLUX_I_2,FLUX_J_2,FLUX_H_2,FLUX_K_2,OTYPE_3,SP_TYPE_3,RA_4,DEC_4,PMRA_3,PMDEC_3,PLX_VALUE_3,RV_VALUE_3,SCRIPT_NUMBER_ID
True,2MASS J02391102-3428348,GB07 Fnx09,02 39 11.0174,-34 28 34.794,14,14,0.0564,0.0726,90,A,O,2020yCat.1350....0G,,,18.527,,17.07,16.062,15.445,15.007,RGB*,,02 39 11.0174,-34 28 34.794,0.431,-0.178,,76.47,,18.527,,17.07,16.062,15.445,15.007,RGB*,,02 39 11.0174,-34 28 34.794,0.431,-0.178,,76.47,,,18.527,,17.07,16.062,15.445,15.007,RGB*,,02 39 11.0174,-34 28 34.794,0.431,-0.178,,76.47,1
True,2MASS J02391159-3430448,GB07 Fnx15,02 39 11.5950,-34 30 45.025,14,14,0.054,0.0672,90,A,O,2020yCat.1350....0G,,,18.496,,16.9,15.893,15.047,14.813,RGB*,,02 39 11.5950,-34 30 45.025,0.257,-0.246,,46.78,,18.496,,16.9,15.893,15.047,14.813,RGB*,,02 39 11.5950,-34 30 45.025,0.257,-0.246,,46.78,,,18.496,,16.9,15.893,15.047,14.813,RGB*,,02 39 11.5950,-34 30 45.025,0.257,-0.246,,46.78,1
True,2MASS J02391398-3428364,GB07 Fnx10,02 39 13.9746,-34 28 36.602,14,14,0.0582,0.0747,90,A,O,2020yCat.1350....0G,,20.039,18.55,17.708,16.99,16.028,15.24,14.854,RGB*,,02 39 13.9746,-34 28 36.602,0.245,-0.183,,67.36,20.039,18.55,17.708,16.99,16.028,15.24,14.854,RGB*,,02 39 13.9746,-34 28 36.602,0.245,-0.183,,67.36,,20.039,18.55,17.708,16.99,16.028,15.24,14.854,RGB*,,02 39 13.9746,-34 28 36.602,0.245,-0.183,,67.36,1
True,2MASS J02391437-3434427,GB07 Fnx26,02 39 14.3827,-34 34 42.637,14,14,0.0586,0.0809,90,A,O,2020yCat.1350....0G,,,18.757,,17.11,15.915,15.183,15.336,RGB*,,02 39 14.3827,-34 34 42.637,0.294,-0.515,0.033,44.0916,,18.757,,17.11,15.915,15.183,15.336,RGB*,,02 39 14.3827,-34 34 42.637,0.294,-0.515,0.033,44.0916,,,18.757,,17.11,15.915,15.183,15.336,RGB*,,02 39 14.3827,-34 34 42.637,0.294,-0.515,0.033,44.0916,1
True,2MASS J02391606-3430135,GB07 Fnx12,02 39 16.0444,-34 30 13.352,14,14,0.0565,0.0703,90,A,O,2020yCat.1350....0G,,,18.496,,16.96,16.21,15.116,15.096,RGB*,,02 39 16.0444,-34 30 13.352,0.361,-0.318,,57.3973,,18.496,,16.96,16.21,15.116,15.096,RGB*,,02 39 16.0444,-34 30 13.352,0.361,-0.318,,57.3973,,,18.496,,16.96,16.21,15.116,15.096,RGB*,,02 39 16.0444,-34 30 13.352,0.361,-0.318,,57.3973,1
True,2MASS J02391783-3430570,GB07 Fnx17,02 39 17.8282,-34 30 57.039,14,14,0.0626,0.0805,90,A,O,2020yCat.1350....0G,,,18.702,,16.98,15.755,15.185,14.749,RGB*,,02 39 17.8282,-34 30 57.039,0.36,-0.321,0.0962,57.31,,18.702,,16.98,15.755,15.185,14.749,RGB*,,02 39 17.8282,-34 30 57.039,0.36,-0.321,0.0962,57.31,,,18.702,,16.98,15.755,15.185,14.749,RGB*,,02 39 17.8282,-34 30 57.039,0.36,-0.321,0.0962,57.31,1
True,2MASS J02392022-3431571,GB07 Fnx18,02 39 20.2378,-34 31 57.280,14,14,0.0544,0.072,90,A,O,2020yCat.1350....0G,,,18.533,,16.99,15.952,15.553,15.407,RGB*,,02 39 20.2378,-34 31 57.280,0.488,-0.398,,39.03,,18.533,,16.99,15.952,15.553,15.407,RGB*,,02 39 20.2378,-34 31 57.280,0.488,-0.398,,39.03,,,18.533,,16.99,15.952,15.553,15.407,RGB*,,02 39 20.2378,-34 31 57.280,0.488,-0.398,,39.03,1
True,2MASS J02392218-3419407,GB07 Fnx01,02 39 22.1826,-34 19 40.745,14,14,0.0586,0.0773,90,A,O,2020yCat.1350....0G,,,18.355,,17.0,16.137,15.455,15.071,RGB*,,02 39 22.1826,-34 19 40.745,0.289,-0.272,0.1902,63.86,,18.355,,17.0,16.137,15.455,15.071,RGB*,,02 39 22.1826,-34 19 40.745,0.289,-0.272,0.1902,63.86,,,18.355,,17.0,16.137,15.455,15.071,RGB*,,02 39 22.1826,-34 19 40.745,0.289,-0.272,0.1902,63.86,1
True,2MASS J02392483-3434383,GB07 Fnx25,02 39 24.8304,-34 34 38.274,14,14,0.0543,0.0736,90,A,O,2020yCat.1350....0G,,,18.577,,17.01,15.944,15.122,14.913,RGB*,,02 39 24.8304,-34 34 38.274,0.515,-0.429,,63.09,,18.577,,17.01,15.944,15.122,14.913,RGB*,,02 39 24.8304,-34 34 38.274,0.515,-0.429,,63.09,,,18.577,,17.01,15.944,15.122,14.913,RGB*,,02 39 24.8304,-34 34 38.274,0.515,-0.429,,63.09,1
True,2MASS J02392769-3437487,GB07 Fnx33,02 39 27.6904,-34 37 48.791,14,14,0.0473,0.0619,90,A,O,2020yCat.1350....0G,,19.829,18.347,17.448,,15.665,14.878,14.673,RGB*,,02 39 27.6904,-34 37 48.791,0.383,-0.474,0.0442,55.9009,19.829,18.347,17.448,,15.665,14.878,14.673,RGB*,,02 39 27.6904,-34 37 48.791,0.383,-0.474,0.0442,55.9009,,19.829,18.347,17.448,,15.665,14.878,14.673,RGB*,,02 39 27.6904,-34 37 48.791,0.383,-0.474,0.0442,55.9009,1
True,2MASS J02392805-3434013,GB07 Fnx23,02 39 28.0529,-34 34 01.280,14,14,0.0557,0.0733,90,A,O,2020yCat.1350....0G,,19.948,18.58,17.693,17.02,15.985,15.243,15.145,RGB*,,02 39 28.0529,-34 34 01.280,0.303,-0.487,,39.48,19.948,18.58,17.693,17.02,15.985,15.243,15.145,RGB*,,02 39 28.0529,-34 34 01.280,0.303,-0.487,,39.48,,19.948,18.58,17.693,17.02,15.985,15.243,15.145,RGB*,,02 39 28.0529,-34 34 01.280,0.303,-0.487,,39.48,1
True,2MASS J02393084-3435451,GB07 Fnx29,02 39 30.8431,-34 35 45.258,14,14,0.0558,0.0739,90,A,O,2020yCat.1350....0G,,20.192,18.671,17.746,17.01,15.823,15.104,15.05,RGB*,,02 39 30.8431,-34 35 45.258,0.359,-0.411,,55.2651,20.192,18.671,17.746,17.01,15.823,15.104,15.05,RGB*,,02 39 30.8431,-34 35 45.258,0.359,-0.411,,55.2651,,20.192,18.671,17.746,17.01,15.823,15.104,15.05,RGB*,,02 39 30.8431,-34 35 45.258,0.359,-0.411,,55.2651,1
True,2MASS J02393153-3423052,GB07 Fnx03,02 39 31.5212,-34 23 05.395,14,14,0.0548,0.0755,90,A,O,2020yCat.1350....0G,,,18.534,,17.05,15.858,15.167,15.057,RGB*,,02 39 31.5212,-34 23 05.395,0.288,-0.194,,52.2863,,18.534,,17.05,15.858,15.167,15.057,RGB*,,02 39 31.5212,-34 23 05.395,0.288,-0.194,,52.2863,,,18.534,,17.05,15.858,15.167,15.057,RGB*,,02 39 31.5212,-34 23 05.395,0.288,-0.194,,52.2863,1
True,2MASS J02393412-3433096,GB07 Fnx21,02 39 34.1141,-34 33 09.701,14,14,0.0576,0.078,90,A,O,2020yCat.1350....0G,,,18.641,,17.01,16.127,15.193,15.095,RGB*,,02 39 34.1141,-34 33 09.701,0.34,-0.35,0.2015,67.48,,18.641,,17.01,16.127,15.193,15.095,RGB*,,02 39 34.1141,-34 33 09.701,0.34,-0.35,0.2015,67.48,,,18.641,,17.01,16.127,15.193,15.095,RGB*,,02 39 34.1141,-34 33 09.701,0.34,-0.35,0.2015,67.48,1
True,2MASS J02393808-3437062,GB07 Fnx32,02 39 38.0933,-34 37 06.310,14,14,0.0546,0.0742,90,A,O,2020yCat.1350....0G,,,18.494,,17.07,16.443,15.674,15.309,RGB*,,02 39 38.0933,-34 37 06.310,0.401,-0.415,0.0373,59.91,,18.494,,17.07,16.443,15.674,15.309,RGB*,,02 39 38.0933,-34 37 06.310,0.401,-0.415,0.0373,59.91,,,18.494,,17.07,16.443,15.674,15.309,RGB*,,02 39 38.0933,-34 37 06.310,0.401,-0.415,0.0373,59.91,1
True,2MASS J02394195-3430361,GB07 Fnx14,02 39 41.9495,-34 30 36.019,14,14,0.0562,0.074,90,A,O,2020yCat.1350....0G,,,18.488,,16.84,15.656,14.893,14.746,RGB*,,02 39 41.9495,-34 30 36.019,0.476,-0.513,0.0886,66.92,,18.488,,16.84,15.656,14.893,14.746,RGB*,,02 39 41.9495,-34 30 36.019,0.476,-0.513,0.0886,66.92,,,18.488,,16.84,15.656,14.893,14.746,RGB*,,02 39 41.9495,-34 30 36.019,0.476,-0.513,0.0886,66.92,1
True,2MASS J02394309-3440186,GB07 Fnx36,02 39 43.0954,-34 40 18.653,14,14,0.0568,0.076,90,A,O,2020yCat.1350....0G,,,18.641,,17.05,15.99,15.062,15.088,RGB*,,02 39 43.0954,-34 40 18.653,0.4,-0.51,0.1054,40.4,,18.641,,17.05,15.99,15.062,15.088,RGB*,,02 39 43.0954,-34 40 18.653,0.4,-0.51,0.1054,40.4,,,18.641,,17.05,15.99,15.062,15.088,RGB*,,02 39 43.0954,-34 40 18.653,0.4,-0.51,0.1054,40.4,1
True,2MASS J02394528-3431581,[LHT2010] BL227,02 39 45.2751,-34 31 57.867,14,14,0.0583,0.0788,90,A,O,2020yCat.1350....0G,,,,,,15.941,14.989,14.667,AGB*_Candidate,,02 39 45.2751,-34 31 57.867,0.458,-0.373,,52.859,,,,,15.941,14.989,14.667,AGB*_Candidate,,02 39 45.2751,-34 31 57.867,0.458,-0.373,,52.859,,,,,,15.941,14.989,14.667,AGB*_Candidate,,02 39 45.2751,-34 31 57.867,0.458,-0.373,,52.859,1
True,2MASS J02395144-3421211,GB07 Fnx02,02 39 51.4491,-34 21 21.107,14,14,0.0559,0.0771,90,A,O,2020yCat.1350....0G,,20.63,18.548,,,15.855,15.131,15.174,RGB*,,02 39 51.4491,-34 21 21.107,0.332,-0.188,,56.7911,20.63,18.548,,,15.855,15.131,15.174,RGB*,,02 39 51.4491,-34 21 21.107,0.332,-0.188,,56.7911,,20.63,18.548,,,15.855,15.131,15.174,RGB*,,02 39 51.4491,-34 21 21.107,0.332,-0.188,,56.7911,1
True,2MASS J02395427-3435114,GB07 Fnx27,02 39 54.2656,-34 35 11.337,14,14,0.0563,0.0756,90,A,O,2020yCat.1350....0G,,,18.592,,,16.09,14.996,15.167,RGB*,,02 39 54.2656,-34 35 11.337,0.527,-0.281,0.1185,63.3,,18.592,,,16.09,14.996,15.167,RGB*,,02 39 54.2656,-34 35 11.337,0.527,-0.281,0.1185,63.3,,,18.592,,,16.09,14.996,15.167,RGB*,,02 39 54.2656,-34 35 11.337,0.527,-0.281,0.1185,63.3,1
True,2MASS J02395604-3424106,[WMO2009] For-1233,02 39 56.0375,-34 24 10.603,14,14,0.0637,0.0921,90,A,O,2020yCat.1350....0G,,,18.46,,16.98,16.013,15.335,15.109,Star,,02 39 56.0375,-34 24 10.603,0.617,-0.996,0.3292,50.58,,18.46,,16.98,16.013,15.335,15.109,Star,,02 39 56.0375,-34 24 10.603,0.617,-0.996,0.3292,50.58,,,18.46,,16.98,16.013,15.335,15.109,Star,,02 39 56.0375,-34 24 10.603,0.617,-0.996,0.3292,50.58,1
True,2MASS J02395732-3431211,[KGS2010] For   66101,02 39 57.3255,-34 31 21.002,14,14,0.0575,0.0797,90,A,O,2020yCat.1350....0G,,20.153,,17.674,,15.91,15.1,14.67,AGB*_Candidate,,02 39 57.3255,-34 31 21.002,0.499,-0.499,0.0736,56.51,20.153,,17.674,,15.91,15.1,14.67,AGB*_Candidate,,02 39 57.3255,-34 31 21.002,0.499,-0.499,0.0736,56.51,,20.153,,17.674,,15.91,15.1,14.67,AGB*_Candidate,,02 39 57.3255,-34 31 21.002,0.499,-0.499,0.0736,56.51,1
True,2MASS J02401043-3425177,[WMO2009] For-1255,02 40 10.4430,-34 25 17.664,14,14,0.0523,0.0725,90,A,O,2020yCat.1350....0G,,,18.45,,16.81,15.799,15.043,14.971,ChemPec*,,02 40 10.4430,-34 25 17.664,0.297,-0.356,0.0354,29.0219,,18.45,,16.81,15.799,15.043,14.971,ChemPec*,,02 40 10.4430,-34 25 17.664,0.297,-0.356,0.0354,29.0219,,,18.45,,16.81,15.799,15.043,14.971,ChemPec*,,02 40 10.4430,-34 25 17.664,0.297,-0.356,0.0354,29.0219,1
True,2MASS J02401677-3429346,[WMO2009] For-1250,02 40 16.7867,-34 29 34.568,14,14,0.054,0.0775,90,A,O,2020yCat.1350....0G,,20.082,18.39,17.547,16.75,15.617,14.837,14.562,Star,,02 40 16.7867,-34 29 34.568,0.339,-0.339,0.0246,53.3982,20.082,18.39,17.547,16.75,15.617,14.837,14.562,Star,,02 40 16.7867,-34 29 34.568,0.339,-0.339,0.0246,53.3982,,20.082,18.39,17.547,16.75,15.617,14.837,14.562,Star,,02 40 16.7867,-34 29 34.568,0.339,-0.339,0.0246,53.3982,1
True,2MASS J02401752-3426065,GB07 Fnx07,02 40 17.5320,-34 26 06.568,14,14,0.0504,0.0736,90,A,O,2020yCat.1350....0G,,,18.18,,16.76,15.981,15.163,14.925,RGB*,,02 40 17.5320,-34 26 06.568,0.347,-0.288,,59.04,,18.18,,16.76,15.981,15.163,14.925,RGB*,,02 40 17.5320,-34 26 06.568,0.347,-0.288,,59.04,,,18.18,,16.76,15.981,15.163,14.925,RGB*,,02 40 17.5320,-34 26 06.568,0.347,-0.288,,59.04,1
True,2MASS J02401790-3427010,[WMO2009] For-2044,02 40 17.9251,-34 27 01.042,14,14,0.0544,0.0779,90,A,O,2020yCat.1350....0G,,,18.42,,16.79,15.737,14.862,14.601,Star,,02 40 17.9251,-34 27 01.042,0.475,-0.455,,69.745,,18.42,,16.79,15.737,14.862,14.601,Star,,02 40 17.9251,-34 27 01.042,0.475,-0.455,,69.745,,,18.42,,16.79,15.737,14.862,14.601,Star,,02 40 17.9251,-34 27 01.042,0.475,-0.455,,69.745,1
True,2MASS J06403111-5055246,[WMO2009] Car-0180,06 40 31.1284,-50 55 24.540,14,14,0.0605,0.0688,90,A,O,2020yCat.1350....0G,,19.063,17.789,,16.395,15.428,14.752,14.85,RGB*,,06 40 31.1284,-50 55 24.540,0.523,-0.02,0.0474,211.1,19.063,17.789,,16.395,15.428,14.752,14.85,RGB*,,06 40 31.1284,-50 55 24.540,0.523,-0.02,0.0474,211.1,,19.063,17.789,,16.395,15.428,14.752,14.85,RGB*,,06 40 31.1284,-50 55 24.540,0.523,-0.02,0.0474,211.1,1
True,2MASS J06403535-5054080,[MOP2000] C130377,06 40 35.3656,-50 54 07.562,14,14,0.0785,0.0775,90,A,O,2020yCat.1350....0G,,19.425,18.262,,16.941,16.094,15.614,15.296,RGB*,,06 40 35.3656,-50 54 07.562,0.512,0.199,,220.7,19.425,18.262,,16.941,16.094,15.614,15.296,RGB*,,06 40 35.3656,-50 54 07.562,0.512,0.199,,220.7,,19.425,18.262,,16.941,16.094,15.614,15.296,RGB*,,06 40 35.3656,-50 54 07.562,0.512,0.199,,220.7,1
True,2MASS J06404083-5054292,[WMO2009] Car-0212,06 40 40.8320,-50 54 29.126,14,14,0.0846,0.0877,90,A,O,2020yCat.1350....0G,,19.527,18.33,,17.057,16.089,15.385,15.763,RGB*,,06 40 40.8320,-50 54 29.126,0.559,0.215,0.0046,223.4,19.527,18.33,,17.057,16.089,15.385,15.763,RGB*,,06 40 40.8320,-50 54 29.126,0.559,0.215,0.0046,223.4,,19.527,18.33,,17.057,16.089,15.385,15.763,RGB*,,06 40 40.8320,-50 54 29.126,0.559,0.215,0.0046,223.4,1
True,2MASS J06404244-5100428,[MOP2000] C120597,06 40 42.4808,-51 00 42.558,14,14,0.0799,0.0881,90,A,O,2020yCat.1350....0G,,19.372,18.287,,16.986,16.17,15.622,15.383,RGB*,,06 40 42.4808,-51 00 42.558,0.62,0.082,0.0136,232.4,19.372,18.287,,16.986,16.17,15.622,15.383,RGB*,,06 40 42.4808,-51 00 42.558,0.62,0.082,0.0136,232.4,,19.372,18.287,,16.986,16.17,15.622,15.383,RGB*,,06 40 42.4808,-51 00 42.558,0.62,0.082,0.0136,232.4,1
True,2MASS J06405695-5058383,[WMO2009] Car-0225,06 40 56.9599,-50 58 38.308,14,14,0.0756,0.0797,90,A,O,2020yCat.1350....0G,,19.329,18.138,,16.813,15.928,15.12,14.956,RGB*,,06 40 56.9599,-50 58 38.308,0.471,0.153,0.0789,218.6,19.329,18.138,,16.813,15.928,15.12,14.956,RGB*,,06 40 56.9599,-50 58 38.308,0.471,0.153,0.0789,218.6,,19.329,18.138,,16.813,15.928,15.12,14.956,RGB*,,06 40 56.9599,-50 58 38.308,0.471,0.153,0.0789,218.6,1
True,2MASS J06405711-5057442,[MOP2000] C120887,06 40 57.0920,-50 57 44.362,14,14,0.1033,0.1055,90,A,O,2020yCat.1350....0G,,19.663,18.621,,17.42,16.556,15.973,15.918,RGB*,,06 40 57.0920,-50 57 44.362,0.403,0.082,,227.53,19.663,18.621,,17.42,16.556,15.973,15.918,RGB*,,06 40 57.0920,-50 57 44.362,0.403,0.082,,227.53,,19.663,18.621,,17.42,16.556,15.973,15.918,RGB*,,06 40 57.0920,-50 57 44.362,0.403,0.082,,227.53,1
True,2MASS J06410030-5103427,[MOP2000] C120962,06 41 00.3078,-51 03 42.962,14,14,0.0887,0.0999,90,A,O,2020yCat.1350....0G,,19.53,18.444,,17.196,16.463,15.883,15.175,RGB*,,06 41 00.3078,-51 03 42.962,0.719,0.08,,223.4,19.53,18.444,,17.196,16.463,15.883,15.175,RGB*,,06 41 00.3078,-51 03 42.962,0.719,0.08,,223.4,,19.53,18.444,,17.196,16.463,15.883,15.175,RGB*,,06 41 00.3078,-51 03 42.962,0.719,0.08,,223.4,1
True,2MASS J06411227-5057260,[MOP2000] C121226,06 41 12.3032,-50 57 25.965,14,14,0.0832,0.089,90,A,O,2020yCat.1350....0G,,19.367,18.343,,17.129,16.485,15.65,15.809,RGB*,,06 41 12.3032,-50 57 25.965,0.589,0.02,0.0519,219.9,19.367,18.343,,17.129,16.485,15.65,15.809,RGB*,,06 41 12.3032,-50 57 25.965,0.589,0.02,0.0519,219.9,,19.367,18.343,,17.129,16.485,15.65,15.809,RGB*,,06 41 12.3032,-50 57 25.965,0.589,0.02,0.0519,219.9,1
True,2MASS J06411566-5059480,[MOP93] 15,06 41 15.6636,-50 59 48.032,14,14,0.0577,0.0586,90,A,O,2020yCat.1350....0G,,19.168,17.867,,16.448,15.456,14.768,14.546,RGB*,,06 41 15.6636,-50 59 48.032,0.55,0.053,0.0123,224.6,19.168,17.867,,16.448,15.456,14.768,14.546,RGB*,,06 41 15.6636,-50 59 48.032,0.55,0.053,0.0123,224.6,,19.168,17.867,,16.448,15.456,14.768,14.546,RGB*,,06 41 15.6636,-50 59 48.032,0.55,0.053,0.0123,224.6,1
True,2MASS J06411632-5100185,[MOP2000] C121334,06 41 16.3077,-51 00 18.658,14,14,0.0754,0.0752,90,A,O,2020yCat.1350....0G,,19.292,18.153,,16.84,15.858,15.388,15.292,RGB*,,06 41 16.3077,-51 00 18.658,0.508,0.081,0.1011,221.8,19.292,18.153,,16.84,15.858,15.388,15.292,RGB*,,06 41 16.3077,-51 00 18.658,0.508,0.081,0.1011,221.8,,19.292,18.153,,16.84,15.858,15.388,15.292,RGB*,,06 41 16.3077,-51 00 18.658,0.508,0.081,0.1011,221.8,1
True,2MASS J06412612-5055439,[MCA82] C8,06 41 26.1146,-50 55 43.907,14,14,0.0549,0.0499,90,A,O,2020yCat.1350....0G,,18.982,17.635,,16.197,15.149,14.487,14.388,RGB*,,06 41 26.1146,-50 55 43.907,0.567,0.06,0.0974,211.6,18.982,17.635,,16.197,15.149,14.487,14.388,RGB*,,06 41 26.1146,-50 55 43.907,0.567,0.06,0.0974,211.6,,18.982,17.635,,16.197,15.149,14.487,14.388,RGB*,,06 41 26.1146,-50 55 43.907,0.567,0.06,0.0974,211.6,1
True,2MASS J06412918-5105219,[WMO2009] Car-1418,06 41 29.1592,-51 05 22.028,14,14,0.108,0.103,90,A,O,2020yCat.1350....0G,,19.666,18.593,,17.372,16.521,15.767,15.829,RGB*,,06 41 29.1592,-51 05 22.028,0.895,0.28,,222.3,19.666,18.593,,17.372,16.521,15.767,15.829,RGB*,,06 41 29.1592,-51 05 22.028,0.895,0.28,,222.3,,19.666,18.593,,17.372,16.521,15.767,15.829,RGB*,,06 41 29.1592,-51 05 22.028,0.895,0.28,,222.3,1
True,2MASS J06413647-5056231,[MOP93] 12,06 41 36.4795,-50 56 23.180,14,14,0.0658,0.0599,90,A,O,2020yCat.1350....0G,,19.174,17.907,,16.545,15.596,14.844,14.772,RGB*,,06 41 36.4795,-50 56 23.180,0.605,0.121,0.0487,227.93,19.174,17.907,,16.545,15.596,14.844,14.772,RGB*,,06 41 36.4795,-50 56 23.180,0.605,0.121,0.0487,227.93,,19.174,17.907,,16.545,15.596,14.844,14.772,RGB*,,06 41 36.4795,-50 56 23.180,0.605,0.121,0.0487,227.93,1
True,2MASS J06413765-5101436,[MOP93]  9,06 41 37.6552,-51 01 43.648,14,14,0.0703,0.0688,90,A,O,2020yCat.1350....0G,,19.213,18.001,,16.643,15.787,15.076,15.05,RGB*,,06 41 37.6552,-51 01 43.648,0.605,0.211,0.0164,231.0,19.213,18.001,,16.643,15.787,15.076,15.05,RGB*,,06 41 37.6552,-51 01 43.648,0.605,0.211,0.0164,231.0,,19.213,18.001,,16.643,15.787,15.076,15.05,RGB*,,06 41 37.6552,-51 01 43.648,0.605,0.211,0.0164,231.0,1
True,2MASS J06414082-5054457,[WMO2009] Car-1404,06 41 40.8266,-50 54 45.651,14,14,0.1033,0.0961,90,A,O,2020yCat.1350....0G,,19.592,18.559,,17.337,16.527,15.866,15.848,RGB*,,06 41 40.8266,-50 54 45.651,0.522,-0.007,0.047,236.29,19.592,18.559,,17.337,16.527,15.866,15.848,RGB*,,06 41 40.8266,-50 54 45.651,0.522,-0.007,0.047,236.29,,19.592,18.559,,17.337,16.527,15.866,15.848,RGB*,,06 41 40.8266,-50 54 45.651,0.522,-0.007,0.047,236.29,1
True,2MASS J06414463-5103312,[WMO2009] Car-0531,06 41 44.6473,-51 03 31.237,14,14,0.0873,0.0773,90,A,O,2020yCat.1350....0G,,19.485,18.324,,16.989,16.034,15.352,15.246,RGB*,,06 41 44.6473,-51 03 31.237,0.326,0.253,,232.9,19.485,18.324,,16.989,16.034,15.352,15.246,RGB*,,06 41 44.6473,-51 03 31.237,0.326,0.253,,232.9,,19.485,18.324,,16.989,16.034,15.352,15.246,RGB*,,06 41 44.6473,-51 03 31.237,0.326,0.253,,232.9,1
True,2MASS J06414604-5051013,[WMO2009] Car-0123,06 41 45.9985,-50 51 00.501,14,14,0.0827,0.077,90,A,O,2020yCat.1350....0G,,19.31,18.19,,16.889,16.321,15.532,15.563,RGB*,,06 41 45.9985,-50 51 00.501,0.418,0.248,0.0632,-36.7328,19.31,18.19,,16.889,16.321,15.532,15.563,RGB*,,06 41 45.9985,-50 51 00.501,0.418,0.248,0.0632,-36.7328,,19.31,18.19,,16.889,16.321,15.532,15.563,RGB*,,06 41 45.9985,-50 51 00.501,0.418,0.248,0.0632,-36.7328,1
True,2MASS J06414637-5101227,[MOP93] 10,06 41 46.3699,-51 01 22.684,14,14,0.0598,0.0613,90,A,O,2020yCat.1350....0G,,19.152,17.906,,16.497,,,14.967,RGB*,,06 41 46.3699,-51 01 22.684,0.396,0.168,,209.037994,19.152,17.906,,16.497,,,14.967,RGB*,,06 41 46.3699,-51 01 22.684,0.396,0.168,,209.037994,,19.152,17.906,,16.497,,,14.967,RGB*,,06 41 46.3699,-51 01 22.684,0.396,0.168,,209.037994,1
True,2MASS J06415158-5103355,[WMO2009] Car-0530,06 41 51.5410,-51 03 35.809,14,14,0.1292,0.1107,90,A,O,2020yCat.1350....0G,,19.663,18.662,,17.452,16.569,15.977,15.83,RGB*,,06 41 51.5410,-51 03 35.809,0.362,0.447,0.0299,219.4,19.663,18.662,,17.452,16.569,15.977,15.83,RGB*,,06 41 51.5410,-51 03 35.809,0.362,0.447,0.0299,219.4,,19.663,18.662,,17.452,16.569,15.977,15.83,RGB*,,06 41 51.5410,-51 03 35.809,0.362,0.447,0.0299,219.4,1
True,2MASS J06415434-5102460,[WMO2009] Car-0543,06 41 54.3552,-51 02 46.156,14,14,0.1034,0.0985,90,A,O,2020yCat.1350....0G,,19.499,18.426,,17.159,16.196,15.47,15.488,RGB*,,06 41 54.3552,-51 02 46.156,0.534,-0.009,,243.2,19.499,18.426,,17.159,16.196,15.47,15.488,RGB*,,06 41 54.3552,-51 02 46.156,0.534,-0.009,,243.2,,19.499,18.426,,17.159,16.196,15.47,15.488,RGB*,,06 41 54.3552,-51 02 46.156,0.534,-0.009,,243.2,1
True,2MASS J06415460-5057007,[MOP93]  3,06 41 54.5940,-50 57 00.688,14,14,0.057,0.0518,90,A,O,2020yCat.1350....0G,,19.147,17.685,,16.098,15.091,14.488,14.275,RGB*,,06 41 54.5940,-50 57 00.688,0.477,0.173,,230.1,19.147,17.685,,16.098,15.091,14.488,14.275,RGB*,,06 41 54.5940,-50 57 00.688,0.477,0.173,,230.1,,19.147,17.685,,16.098,15.091,14.488,14.275,RGB*,,06 41 54.5940,-50 57 00.688,0.477,0.173,,230.1,1
True,2MASS J06420281-5058597,[WMO2009] Car-0526,06 42 02.8073,-50 58 59.421,14,14,0.0818,0.0777,90,A,O,2020yCat.1350....0G,,19.36,18.242,,16.954,16.105,15.558,15.164,RGB*,,06 42 02.8073,-50 58 59.421,0.579,0.172,0.0145,222.3,19.36,18.242,,16.954,16.105,15.558,15.164,RGB*,,06 42 02.8073,-50 58 59.421,0.579,0.172,0.0145,222.3,,19.36,18.242,,16.954,16.105,15.558,15.164,RGB*,,06 42 02.8073,-50 58 59.421,0.579,0.172,0.0145,222.3,1
True,2MASS J06420896-5100481,[WMO2009] Car-0167,06 42 08.9606,-51 00 47.859,14,14,0.0989,0.0961,90,A,O,2020yCat.1350....0G,,19.599,18.595,,17.391,16.498,15.889,15.812,RGB*,,06 42 08.9606,-51 00 47.859,0.544,0.03,,228.9,19.599,18.595,,17.391,16.498,15.889,15.812,RGB*,,06 42 08.9606,-51 00 47.859,0.544,0.03,,228.9,,19.599,18.595,,17.391,16.498,15.889,15.812,RGB*,,06 42 08.9606,-51 00 47.859,0.544,0.03,,228.9,1
