JINA_ID,Simbad_Identifier,Reference,RA_hms,DEC_dms,epsfe,[Fe/H],epsc,ulc,[C/H],ul[C/H],[C/Fe],ul[C/Fe],ecc,Z_max,Name,Ref,I/O,Ncap_key,C_key,MP_key,Loc,System,RA_deg,DEC_deg,NLTE,alpha_key,Type,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Added_by,epsli,epsbe,epsn,epso,epsf,epsna,epsmg,epsal,epssi,epsp,epss,epsk,epsca,epssc,epsti1,epsv,epscr,epsmn,epsco,epsni,epscu,epszn,epsga,epsge,epsas,epsse,epsrb,epssr,epsy,epszr,epsnb,epsmo,epsru,epsrh,epspd,epsag,epscd,epssn,epste,epsba,epsla,epsce,epspr,epsnd,epssm,epseu,epsgd,epstb,epsdy,epsho,epser,epstm,epsyb,epslu,epshf,epsw,epsos,epsir,epspt,epsau,epshg,epspb,epsbi,epsth,epsu,epsca2,epsti,epsv2,epscr2,epsmn2,epsfe2,ulli,ulbe,uln,ulo,ulf,ulna,ulmg,ulal,ulsi,ulp,uls,ulk,ulca,ulsc,ulti1,ulv,ulcr,ulmn,ulfe,ulco,ulni,ulcu,ulzn,ulga,ulge,ulas,ulse,ulrb,ulsr,uly,ulzr,ulnb,ulmo,ulru,ulrh,ulpd,ulag,ulcd,ulsn,ulte,ulba,ulla,ulce,ulpr,ulnd,ulsm,uleu,ulgd,ultb,uldy,ulho,uler,ultm,ulyb,ullu,ulhf,ulw,ulos,ulir,ulpt,ulau,ulhg,ulpb,ulbi,ulth,ulu,ulca2,ulti,ulv2,ulcr2,ulmn2,ulfe2,[Li/H],[Be/H],[N/H],[O/H],[F/H],[Na/H],[Mg/H],[Al/H],[Si/H],[P/H],[S/H],[K/H],[Ca/H],[Sc/H],[Ti1/H],[V/H],[Cr/H],[Mn/H],[Co/H],[Ni/H],[Cu/H],[Zn/H],[Ga/H],[Ge/H],[As/H],[Se/H],[Rb/H],[Sr/H],[Y/H],[Zr/H],[Nb/H],[Mo/H],[Ru/H],[Rh/H],[Pd/H],[Ag/H],[Cd/H],[Sn/H],[Te/H],[Ba/H],[La/H],[Ce/H],[Pr/H],[Nd/H],[Sm/H],[Eu/H],[Gd/H],[Tb/H],[Dy/H],[Ho/H],[Er/H],[Tm/H],[Yb/H],[Lu/H],[Hf/H],[W/H],[Os/H],[Ir/H],[Pt/H],[Au/H],[Hg/H],[Pb/H],[Bi/H],[Th/H],[U/H],[Ca2/H],[Ti/H],[V2/H],[Cr2/H],[Mn2/H],[Fe2/H],ul[Li/H],ul[Be/H],ul[N/H],ul[O/H],ul[F/H],ul[Na/H],ul[Mg/H],ul[Al/H],ul[Si/H],ul[P/H],ul[S/H],ul[K/H],ul[Ca/H],ul[Sc/H],ul[Ti1/H],ul[V/H],ul[Cr/H],ul[Mn/H],ul[Fe/H],ul[Co/H],ul[Ni/H],ul[Cu/H],ul[Zn/H],ul[Ga/H],ul[Ge/H],ul[As/H],ul[Se/H],ul[Rb/H],ul[Sr/H],ul[Y/H],ul[Zr/H],ul[Nb/H],ul[Mo/H],ul[Ru/H],ul[Rh/H],ul[Pd/H],ul[Ag/H],ul[Cd/H],ul[Sn/H],ul[Te/H],ul[Ba/H],ul[La/H],ul[Ce/H],ul[Pr/H],ul[Nd/H],ul[Sm/H],ul[Eu/H],ul[Gd/H],ul[Tb/H],ul[Dy/H],ul[Ho/H],ul[Er/H],ul[Tm/H],ul[Yb/H],ul[Lu/H],ul[Hf/H],ul[W/H],ul[Os/H],ul[Ir/H],ul[Pt/H],ul[Au/H],ul[Hg/H],ul[Pb/H],ul[Bi/H],ul[Th/H],ul[U/H],ul[Ca2/H],ul[Ti/H],ul[V2/H],ul[Cr2/H],ul[Mn2/H],ul[Fe2/H],[Li/Fe],[Be/Fe],[N/Fe],[O/Fe],[F/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Sc/Fe],[Ti1/Fe],[V/Fe],[Cr/Fe],[Mn/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[Ga/Fe],[Ge/Fe],[As/Fe],[Se/Fe],[Rb/Fe],[Sr/Fe],[Y/Fe],[Zr/Fe],[Nb/Fe],[Mo/Fe],[Ru/Fe],[Rh/Fe],[Pd/Fe],[Ag/Fe],[Cd/Fe],[Sn/Fe],[Te/Fe],[Ba/Fe],[La/Fe],[Ce/Fe],[Pr/Fe],[Nd/Fe],[Sm/Fe],[Eu/Fe],[Gd/Fe],[Tb/Fe],[Dy/Fe],[Ho/Fe],[Er/Fe],[Tm/Fe],[Yb/Fe],[Lu/Fe],[Hf/Fe],[W/Fe],[Os/Fe],[Ir/Fe],[Pt/Fe],[Au/Fe],[Hg/Fe],[Pb/Fe],[Bi/Fe],[Th/Fe],[U/Fe],[Ca2/Fe],[Ti/Fe],[V2/Fe],[Cr2/Fe],[Mn2/Fe],[Fe2/Fe],ul[Li/Fe],ul[Be/Fe],ul[N/Fe],ul[O/Fe],ul[F/Fe],ul[Na/Fe],ul[Mg/Fe],ul[Al/Fe],ul[Si/Fe],ul[P/Fe],ul[S/Fe],ul[K/Fe],ul[Ca/Fe],ul[Sc/Fe],ul[Ti1/Fe],ul[V/Fe],ul[Cr/Fe],ul[Mn/Fe],ul[Co/Fe],ul[Ni/Fe],ul[Cu/Fe],ul[Zn/Fe],ul[Ga/Fe],ul[Ge/Fe],ul[As/Fe],ul[Se/Fe],ul[Rb/Fe],ul[Sr/Fe],ul[Y/Fe],ul[Zr/Fe],ul[Nb/Fe],ul[Mo/Fe],ul[Ru/Fe],ul[Rh/Fe],ul[Pd/Fe],ul[Ag/Fe],ul[Cd/Fe],ul[Sn/Fe],ul[Te/Fe],ul[Ba/Fe],ul[La/Fe],ul[Ce/Fe],ul[Pr/Fe],ul[Nd/Fe],ul[Sm/Fe],ul[Eu/Fe],ul[Gd/Fe],ul[Tb/Fe],ul[Dy/Fe],ul[Ho/Fe],ul[Er/Fe],ul[Tm/Fe],ul[Yb/Fe],ul[Lu/Fe],ul[Hf/Fe],ul[W/Fe],ul[Os/Fe],ul[Ir/Fe],ul[Pt/Fe],ul[Au/Fe],ul[Hg/Fe],ul[Pb/Fe],ul[Bi/Fe],ul[Th/Fe],ul[U/Fe],ul[Ca2/Fe],ul[Ti/Fe],ul[V2/Fe],ul[Cr2/Fe],ul[Mn2/Fe],ul[Fe2/Fe]
324,BPS CS 22186-0023,Roederer+2014,04:19:45.5332,-36:51:35.980,4.46,-3.04,5.6,,-2.83,,0.21,,0.52,3.58,BPS CS 22186-0023,ROE14,1,,,EMP,aDW,Atari,64.939722,-36.859994,,alpha,RG,51.0,1992AJ....103.1987B,,13.57,12.84,,11.925,11.35,10.905,10.816,4820.0,1.55,-2.89,1.6,Abohalima,,,5.09,6.88,,,4.9,2.52,,,,,3.62,0.04,1.99,0.79,2.4,2.13,1.87,3.23,0.84,1.91,,,,,,-0.29,-1.43,-0.46,,,,,,,,,,-1.89,,,,,,-3.07,,,,,,,-2.82,,,,,,,,,,,,,,2.16,1.04,2.91,2.16,4.61,0.38,,,,,,,,5.27,,,,,,,,,,,,,,,,,,,1.97,,,,,-0.33,,,,,,1.17,,,-2.19,-1.6,-2.1,-1.65,-1.59,,-1.16,-1.77,-1.55,,-1.8,-1.94,,,-0.98,,,-0.3,,,,0.59,,-1.89,,,,,,,,,,-2.74,-1.81,,,-2.7,-3.93,,,,,-2.72,-3.11,-2.96,-3.14,-3.24,-3.3,-3.12,-2.99,-3.35,-2.65,,,,,,-3.16,-3.64,-3.04,,,,,,,,,,-4.07,,,,,,-3.59,,,,,,,-3.66,,,,,,,,,,,,,,-2.79,-2.89,-2.73,-3.27,-2.89,-0.67,,,,,,,,-2.24,,,,,,,,,,,,,,,,,,,-0.55,,,,,-2.21,,,,,,-0.87,,,-3.29,-3.18,-2.82,-3.07,-2.55,,-2.23,-2.07,-2.65,,-2.72,-2.04,,,-1.83,,,-1.68,,,,-1.16,,-1.91,,,,,,,,,,0.3,1.23,,,0.34,-0.89,,,,,0.32,-0.07,0.08,-0.1,-0.2,-0.26,-0.08,0.05,-0.31,0.39,,,,,,-0.12,-0.6,0.0,,,,,,,,,,-1.03,,,,,,-0.55,,,,,,,-0.62,,,,,,,,,,,,,,0.25,0.15,0.31,-0.23,0.15,2.37,,,,,,,,0.8,,,,,,,,,,,,,,,,,,2.49,,,,,0.83,,,,,,2.17,,,-0.25,-0.14,0.22,-0.03,0.49,,0.81,0.97,0.39,,0.32,1.0,,,1.21,,,1.36,,,,1.88,,1.13,,,,,,,
2211,SDSS J063055.58+255243.7,Aoki+2013a,06:30:55.5706,+25:52:43.780,4.45,-3.05,,,,,,,0.5,0.74,SDSS J063055.58+255243.7,AOK13a,1,,,EMP,aDW,Atari,97.731544,25.878828,,,SG,45.55,2013AJ....145...13A,,,,,,16.18,15.66,15.97,6100.0,4.0,-3.05,1.5,Abohalima,,,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,BPS BS 16928-0053,Lai+2008,12:22:28.0240,+34:11:31.690,4.43,-3.07,5.2,,-3.23,,-0.16,,0.61,3.93,BPS BS 16928-0053,LAI08,1,,,EMP,aDW,Atari,185.616767,34.192136,,,,-82.0,2013MNRAS.434.1681C,,14.38,13.54,12.886,12.339,11.655,11.144,11.042,4691.0,1.16,-3.05,2.1,Yelland,,,5.9,,,3.29,4.8,2.5,5.64,,,,3.5,-0.06,2.16,0.56,,1.82,1.89,3.03,,,,,,,,-0.44,-1.24,-0.57,,,,,,,,,,-1.76,,,,,,-2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.93,,,-2.95,-2.8,-3.95,-1.87,,,,-2.84,-3.21,-2.79,-3.37,,-3.61,-3.1,-3.19,,,,,,,,-3.31,-3.45,-3.15,,,,,,,,,,-3.94,,,,,,-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,0.12,0.27,-0.88,1.2,,,,0.23,-0.14,0.28,-0.3,,-0.54,-0.03,-0.12,,,,,,,,-0.24,-0.38,-0.08,,,,,,,,,,-0.87,,,,,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,HE 0017-4346,Cohen+2013,00:20:16.2080,-43:30:18.055,4.43,-3.07,8.38,,-0.05,,3.02,,0.52,2.7,HE 0017-4346,COH13,1,S,,EMP,aDW,Atari,5.067533,-43.505015,,,SG,58.9,2013ApJ...778...56C,,,15.88,,,,,,6198.0,3.8,-3.07,1.2,Abohalima,,,,,,4.64,5.39,3.36,,,,,3.69,,2.08,,,1.99,2.62,3.1,,,,,,,,0.64,-0.13,,,,,,,,,,,0.34,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,4.29,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-2.21,-3.09,,,,,-2.65,,-2.87,,,-3.44,-2.37,-3.12,,,,,,,,-2.23,-2.34,,,,,,,,,,,-1.84,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,-2.87,,,,-3.21,,,,,,,,,,,,,,-1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,0.86,-0.02,,,,,0.42,,0.2,,,-0.37,0.7,-0.05,,,,,,,,0.84,0.73,,,,,,,,,,,1.23,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,-0.14,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,
2508,TYC 4961-1053-1,Hollek+2011,13:19:47.0110,-04:23:10.342,4.4,-3.1,4.81,,-3.62,,-0.52,,0.3,4.5,TYC 4961-1053-1,HOLj11,1,,,EMP,aDW,Atari,199.945879,-4.386206,,,RG,-38.0,2013MNRAS.434.1681C,,12.97,12.116,11.558,11.05,10.471,9.991,9.853,4525.0,0.3,-3.1,2.15,Abohalima,0.61,,,,,,5.06,3.01,5,,,,3.72,0.07,2.11,,2.32,1.9,1.97,3.22,,1.73,,,,,,-0.45,-1.29,-0.6,,,,,,,,,,-1.27,-2.18,,,,,-2.57,,,,,,,,,,,,,,,,,,,,,2.14,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,,,,,,-2.54,-3.44,-2.51,,,,-2.62,-3.08,-2.84,,-3.32,-3.53,-3.02,-3.0,,-2.83,,,,,,-3.32,-3.5,-3.18,,,,,,,,,,-3.45,-3.28,,,,,-3.09,,,,,,,,,,,,,,,,,,,,,-2.81,,-3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,,,,,0.56,-0.34,0.59,,,,0.48,0.02,0.26,,-0.22,-0.43,0.08,0.1,,0.27,,,,,,-0.22,-0.4,-0.08,,,,,,,,,,-0.35,-0.18,,,,,0.01,,,,,,,,,,,,,,,,,,,,,0.29,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2MASS J12450268-0738469,Caffau+2013,12:45:02.6808,-07:38:47.103,4.34,-3.16,7.8,,-0.63,,2.53,,0.5,4.0,2MASS J12450268-0738469,CAF13,1,S,,EMP,aDW,Atari,191.26117,-7.646417,,,SG,76.88,2013AJ....145...13A,,,,,,15.09,14.77,14.81,6100.0,4.0,-3.17,1.5,Abohalima,,,,,,4.42,5.12,,,,,,4.08,,2.37,,,,,,,,,,,,,0.35,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.82,-2.48,,,,,,-2.26,,-2.58,,,,,,,,,,,,,-2.52,,,,,,,,,,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,0.68,,,,,,0.9,,0.58,,,,,,,,,,,,,0.64,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,HE 1413-1954,Barklem+2005b,14:16:04.7119,-20:08:54.089,4.31,-3.19,6.65,,-1.78,,1.41,,0.54,1.92,HE 1413-1954,BAR05b,1,,NO,EMP,aDW,Atari,214.019633,-20.148358,,,MS,-100.4,2005A&A...439..129B,,,15.235,,14.593,14.188,13.973,13.889,6533.0,4.59,-3.22,1.4,Abohalima,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.84,,,,,,,,,,,,,,,-3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,BPS CS 29506-0007,Roederer+2014b,21:20:28.6541,-20:46:22.955,4.26,-3.24,,6.0,,-2.43,,0.81,0.45,1.02,BPS CS 29506-0007,ROE14b,1,,,EMP,aDW,Atari,320.119392,-20.773043,,,SG,46.0,1992AJ....103.1987B,,,14.18,,,13.174,12.934,12.872,5940.0,3.6,-2.94,1.5,Abohalima,1.88,,,6.33,,,4.8,2.51,4.56,,,,3.74,0.18,2.22,,2.18,1.75,1.99,2.95,,,,,,,,-0.12,-1.18,,,,,,,,,,,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,2.73,1.93,4.56,,,6.0,,,,,,,,,,,,,1.74,,,,,,,2.37,,,,,2.81,,,,1.36,1.0,,,,,,2.22,,,,-0.01,-0.39,-0.23,-0.12,-1.36,0.24,-0.38,-0.39,-0.48,-0.34,-0.71,-1.24,,0.57,,,,,,,1.47,,-0.27,,,,1.74,,,,0.83,,,-2.36,,,-2.8,-3.94,-2.95,,,,-2.6,-2.97,-2.73,,-3.46,-3.68,-3.0,-3.27,,,,,,,,-2.99,-3.39,,,,,,,,,,,-3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.67,,-2.91,-3.5,-2.94,,,-1.83,,,,,,,,,,,,,-2.19,,,,,,,-2.19,,,,,0.29,,,,-0.1,-0.88,,,,,,0.18,,,,-1.59,-1.11,-1.65,-1.08,-1.88,-0.83,-0.68,-1.49,-0.96,-1.26,-0.81,-2.08,,-0.28,,,,,,,-0.28,,-0.29,,,,-2.19,,,,4.07,,,0.88,,,0.44,-0.7,0.29,,,,0.64,0.27,0.51,,-0.22,-0.44,0.24,-0.03,,,,,,,,0.25,-0.15,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,0.33,-0.26,0.3,,,1.41,,,,,,,,,,,,,1.05,,,,,,1.05,,,,,3.53,,,,3.14,2.36,,,,,,3.42,,,,1.65,2.13,1.59,2.16,1.36,2.41,2.56,1.75,2.28,1.98,2.43,1.16,,2.96,,,,,,,2.96,,2.95,,,,1.05,,,
2657,UCAC4 452-052732,Cohen+2013,13:22:35.3538,+00:22:32.680,4.84,-3.38,,,,,,,0.45,2.98,UCAC4 452-052732,COH13,1,,,EMP,aDW,Atari,200.647308,0.375744,,,SG,22.0,2013ApJ...778...56C,,,13.78,,,12.863,12.624,12.574,6500.0,3.7,-3.38,1.9,Abohalima,,,,,,,5.33,3.71,4.72,,,,3.99,0.56,2.64,,2.8,2.18,2.62,3.54,,,,,,,,-0.35,,,,,,,,,,,,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.27,-2.74,-2.79,,,,-2.35,-2.59,-2.31,,-2.84,-3.25,-2.37,-2.68,,,,,,,,-3.22,,,,,,,,,,,,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.31,,,,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,-0.08,-0.13,,,,0.31,0.07,0.35,,-0.18,-0.59,0.29,-0.02,,,,,,,,-0.56,,,,,,,,,,,,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,
2080,HE 2318-1621,Placco+2014a,23:21:21.5631,-16:05:05.628,3.83,-3.67,5.3,,-3.13,,0.54,,0.58,3.64,HE 2318-1621,PLA14a,1,,,EMP,aDW,Atari,350.339846,-16.084897,,,RG,,,,13.38,12.73,12.67,,11.238,10.803,10.713,4846.0,1.4,-3.67,1.75,Abohalima,,,5.4,,,3.28,4.13,2.2,,,,,2.96,-0.77,1.63,,1.62,1.08,1.57,2.69,,1.35,,,,,,-1.8,,,,,,,,,,,,-3.1,,,,,,-3.02,,,,,,,,,,,,,,,,,,,,,1.36,,1.68,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.43,,,-2.96,-3.47,-4.25,,,,,-3.38,-3.92,-3.32,,-4.02,-4.35,-3.42,-3.53,,-3.21,,,,,,-4.67,,,,,,,,,,,,-5.28,,,,,,-3.54,,,,,,,,,,,,,,,,,,,,,-3.59,,-3.96,,-3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,0.71,0.2,-0.58,,,,,0.29,-0.25,0.35,,-0.35,-0.68,0.25,0.14,,0.46,,,,,,-1.0,,,,,,,,,,,,-1.61,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,0.08,,-0.29,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,TYC 4928-1438-1,Hollek+2011,11:18:35.8831,-06:50:45.020,3.77,-3.73,4.78,,-3.65,,0.08,,0.31,4.71,TYC 4928-1438-1,HOLj11,1,,,EMP,aDW,Atari,169.649513,-6.845839,,,RG,116.09,2013AJ....146..134K,,12.577,11.606,10.822,10.099,9.675,9.11,9.005,4400.0,0.1,-3.73,2.4,Abohalima,,,,,,,4.69,2.62,4.41,,,,2.94,-0.11,1.76,,,,1.65,2.93,,1.41,,,,,,-3.12,,,,,,,,,,,,-3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.13,-1.04,,,,,,,,,,,-2.51,,,,,-3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.91,-3.83,-3.1,,,,-3.4,-3.26,-3.19,,,,-3.34,-3.29,,-3.15,,,,,,-5.99,,,,,,,,,,,,-5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.05,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.34,-3.62,,,,,,,,,,,-3.61,,,,,-3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,-0.1,0.63,,,,0.33,0.47,0.54,,,,0.39,0.44,,0.58,,,,,,-2.26,,,,,,,,,,,,-1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61,0.11,,,,,,,,,,,0.12,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
2665,HE 1300+0157,Frebel+2007a,13:02:56.2443,+01:41:52.080,3.72,-3.78,5.89,,-2.54,,1.24,,0.26,2.8,HE 1300+0157,FRE07a,1,,NO,EMP,aDW,Atari,195.734351,1.6978,,,RG,73.4,2013ApJ...778...56C,,14.536,14.11,13.678,13.261,12.809,12.419,12.351,5450.0,3.2,-3.88,1.54,Abohalima,1.06,,,6.54,,2.44,4.1,2.04,4.5,,,,2.98,-0.37,1.77,1.15,1.51,0.89,1.8,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,,1.63,,,,,,-2.64,-0.93,-0.07,,,,,,,,,,-2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-2.15,,-3.8,-3.5,-4.41,-3.01,,,,-3.36,-3.52,-3.18,-2.78,-4.13,-4.54,-3.19,-3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.71,,,,,,,,,,,,,,,,,,,,-2.93,,,,,,-5.51,-3.14,-2.65,,,,,,,,,,-4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,1.63,,-0.02,0.28,-0.63,0.77,,,,0.42,0.26,0.6,1.0,-0.35,-0.76,0.59,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,0.85,,,,,,-1.73,0.64,1.13,,,,,,,,,,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,HE 0945-1435,Hansen_T+2015,09:47:50.6778,-14:49:06.861,3.63,-3.87,,6.56,,-1.87,,2.0,0.57,0.76,HE 0945-1435,HANt15,1,,,EMP,aDW,Atari,146.961157,-14.818573,,,MS,121.8,2013ApJ...762...25N,,15.73,15.23,15.35,,14.178,13.921,13.844,6300.0,4.5,-3.9,1.6,Abohalima,1.88,,,,,,3.84,,3.95,,,,2.59,,1.04,,1.6,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,8.82,,2.07,,2.08,,,,,,-0.82,,1.86,,1.36,,2.12,,,2.49,,,,,,-1.9,,,,,,,,,,,,-1.69,,,,,,-1.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,-3.76,,-3.56,,,,-3.75,,-3.91,,-4.04,,,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.77,0.13,,-4.17,,-4.37,,,,,,-3.97,,-2.07,,-4.07,,-2.87,,,-2.07,,,,,,-4.77,,,,,,,,,,,,-3.87,,,,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,0.11,,0.31,,,,0.12,,-0.04,,-0.17,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.0,,-0.3,,-0.5,,,,,,-0.1,,1.8,,-0.2,1.0,,,1.8,,,,,,-0.9,,,,,,,,,,,,0.0,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
