Name,Ion,lambda,l_logepsX,logepsX,e_logepsX
CS 22957-036,Ti I,3989.76,,3.03,0.22
CS 22957-036,Ti I,3998.64,,3.07,0.23
CS 22957-036,Ti I,4533.24,,3.02,0.2
CS 22957-036,Ti I,4534.78,,3.13,0.21
CS 22957-036,Ti I,4548.76,,2.95,0.24
CS 22957-036,Ti I,4555.48,,3.24,0.23
CS 22957-036,Ti I,4981.73,,3.23,0.22
CS 22957-036,Ti I,4991.07,,3.07,0.23
CS 22957-036,Ti I,4999.5,,3.09,0.21
CS 22957-036,Ti I,5210.38,,3.01,0.22
CS 22957-036,Ti II,3387.83,,3.3,0.26
CS 22957-036,Ti II,3456.38,,3.05,0.24
CS 22957-036,Ti II,3489.74,,3.28,0.3
CS 22957-036,Ti II,3491.05,,3.18,0.32
CS 22957-036,Ti II,3913.46,,3.52,0.29
CS 22957-036,Ti II,4028.34,,3.25,0.16
CS 22957-036,Ti II,4394.06,,3.07,0.16
CS 22957-036,Ti II,4395.03,,3.32,0.29
CS 22957-036,Ti II,4395.84,,3.24,0.15
CS 22957-036,Ti II,4399.77,,3.06,0.17
CS 22957-036,Ti II,4417.71,,3.26,0.19
CS 22957-036,Ti II,4418.33,,3.38,0.15
CS 22957-036,Ti II,4443.8,,3.38,0.28
CS 22957-036,Ti II,4444.55,,3.41,0.16
CS 22957-036,Ti II,4450.48,,3.18,0.16
CS 22957-036,Ti II,4464.45,,3.14,0.15
CS 22957-036,Ti II,4470.85,,3.27,0.15
CS 22957-036,Ti II,4501.27,,3.24,0.26
CS 22957-036,Ti II,4533.96,,3.33,0.29
CS 22957-036,Ti II,4571.97,,3.4,0.28
CS 22957-036,Ti II,4708.66,,3.3,0.16
CS 22957-036,Ti II,4798.53,,3.34,0.19
CS 22957-036,Ti II,5129.16,,3.28,0.17
CS 22957-036,Ti II,5185.9,,3.12,0.17
CS 22957-036,Ti II,5188.69,,3.26,0.17
CS 22957-036,Ti II,5226.54,,3.16,0.15
CS 22957-036,Ti II,5336.79,,3.2,0.15
CS 22957-036,Ti II,5381.02,,3.19,0.17
CS 22957-036,Ti II,5418.77,,3.25,0.19
CS 22957-036,V II,3951.96,,2.09,0.28
CS 22957-036,V II,4005.71,,2.01,0.28
CS 22957-036,Cr I,3578.68,,3.3,0.45
CS 22957-036,Cr I,4274.8,,3.25,0.37
CS 22957-036,Cr I,4289.72,,3.17,0.31
CS 22957-036,Cr I,4646.15,,3.36,0.2
CS 22957-036,Cr I,5206.04,,3.15,0.23
CS 22957-036,Cr I,5345.8,,3.2,0.22
CS 22957-036,Cr I,5409.77,,3.32,0.21
CS 22957-036,Cr II,4558.59,,3.78,0.15
CS 22957-036,Cr II,4588.14,,3.88,0.15
CS 22957-036,Mn I,4030.75,,3.0,0.45
CS 22957-036,Mn I,4033.06,,2.91,0.36
CS 22957-036,Mn I,4034.48,,2.86,0.29
CS 22957-036,Mn I,4041.35,,2.9,0.22
CS 22957-036,Mn II,3460.32,,2.81,0.24
CS 22957-036,Mn II,3482.9,,3.39,0.23
CS 22957-036,Mn II,3497.53,,2.97,0.22
CS 22957-036,Fe I,3440.99,,5.25,0.39
CS 22957-036,Fe I,3476.7,,5.33,0.41
CS 22957-036,Fe I,3490.57,,5.3,0.39
CS 22957-036,Fe I,3497.84,,5.31,0.41
CS 22957-036,Fe I,3727.62,,5.13,0.4
CS 22957-036,Fe I,3815.84,,5.1,0.38
CS 22957-036,Fe I,3827.82,,5.2,0.38
CS 22957-036,Fe I,3840.44,,5.14,0.39
CS 22957-036,Fe I,3841.05,,5.13,0.39
CS 22957-036,Fe I,3849.97,,5.35,0.4
CS 22957-036,Fe I,3856.37,,5.14,0.39
CS 22957-036,Fe I,3865.52,,5.24,0.4
CS 22957-036,Fe I,3878.02,,5.19,0.4
CS 22957-036,Fe I,3895.66,,5.33,0.4
CS 22957-036,Fe I,3902.95,,5.28,0.4
CS 22957-036,Fe I,3949.95,,5.16,0.21
CS 22957-036,Fe I,4005.24,,5.22,0.39
CS 22957-036,Fe I,4045.81,,5.14,0.37
CS 22957-036,Fe I,4063.59,,5.27,0.38
CS 22957-036,Fe I,4071.74,,5.21,0.39
CS 22957-036,Fe I,4114.44,,5.26,0.21
CS 22957-036,Fe I,4134.68,,5.26,0.21
CS 22957-036,Fe I,4143.87,,5.35,0.39
CS 22957-036,Fe I,4147.67,,5.14,0.2
CS 22957-036,Fe I,4154.5,,5.13,0.21
CS 22957-036,Fe I,4156.8,,5.35,0.21
CS 22957-036,Fe I,4157.78,,5.25,0.2
CS 22957-036,Fe I,4174.91,,5.14,0.21
CS 22957-036,Fe I,4175.64,,5.15,0.2
CS 22957-036,Fe I,4181.76,,5.3,0.26
CS 22957-036,Fe I,4187.04,,5.19,0.28
CS 22957-036,Fe I,4187.8,,5.25,0.3
CS 22957-036,Fe I,4191.43,,5.31,0.27
CS 22957-036,Fe I,4195.33,,5.31,0.2
CS 22957-036,Fe I,4199.1,,5.18,0.29
CS 22957-036,Fe I,4202.03,,5.29,0.39
CS 22957-036,Fe I,4216.18,,5.24,0.21
CS 22957-036,Fe I,4217.55,,5.22,0.2
CS 22957-036,Fe I,4222.21,,5.12,0.21
CS 22957-036,Fe I,4227.43,,5.29,0.28
CS 22957-036,Fe I,4233.6,,5.18,0.26
CS 22957-036,Fe I,4238.81,,5.19,0.2
CS 22957-036,Fe I,4250.12,,5.18,0.3
CS 22957-036,Fe I,4250.79,,5.31,0.38
CS 22957-036,Fe I,4260.47,,5.2,0.39
CS 22957-036,Fe I,4271.15,,5.23,0.33
CS 22957-036,Fe I,4271.76,,5.21,0.39
CS 22957-036,Fe I,4282.4,,5.2,0.27
CS 22957-036,Fe I,4325.76,,5.12,0.39
CS 22957-036,Fe I,4375.93,,5.23,0.25
CS 22957-036,Fe I,4404.75,,5.3,0.39
CS 22957-036,Fe I,4427.31,,5.17,0.25
CS 22957-036,Fe I,4442.34,,5.23,0.21
CS 22957-036,Fe I,4443.19,,5.25,0.2
CS 22957-036,Fe I,4447.72,,5.26,0.2
CS 22957-036,Fe I,4461.65,,5.2,0.21
CS 22957-036,Fe I,4466.55,,5.2,0.21
CS 22957-036,Fe I,4494.56,,5.3,0.22
CS 22957-036,Fe I,4531.15,,5.17,0.2
CS 22957-036,Fe I,4602.94,,5.18,0.2
CS 22957-036,Fe I,4647.43,,5.29,0.21
CS 22957-036,Fe I,4736.77,,5.3,0.2
CS 22957-036,Fe I,4871.32,,5.08,0.21
CS 22957-036,Fe I,4872.14,,5.09,0.21
CS 22957-036,Fe I,4890.76,,5.19,0.22
CS 22957-036,Fe I,4891.49,,5.35,0.3
CS 22957-036,Fe I,4903.31,,5.15,0.21
CS 22957-036,Fe I,4918.99,,5.22,0.23
CS 22957-036,Fe I,4920.5,,5.08,0.28
CS 22957-036,Fe I,4938.81,,5.15,0.21
CS 22957-036,Fe I,4939.69,,5.28,0.22
CS 22957-036,Fe I,4966.09,,5.34,0.21
CS 22957-036,Fe I,5006.12,,5.21,0.21
CS 22957-036,Fe I,5051.63,,5.18,0.2
CS 22957-036,Fe I,5068.77,,5.2,0.2
CS 22957-036,Fe I,5083.34,,5.14,0.2
CS 22957-036,Fe I,5123.72,,5.25,0.21
CS 22957-036,Fe I,5150.84,,5.17,0.21
CS 22957-036,Fe I,5166.28,,5.19,0.21
CS 22957-036,Fe I,5171.6,,5.26,0.22
CS 22957-036,Fe I,5191.45,,5.21,0.2
CS 22957-036,Fe I,5192.34,,5.12,0.2
CS 22957-036,Fe I,5194.94,,5.13,0.2
CS 22957-036,Fe I,5202.34,,5.26,0.2
CS 22957-036,Fe I,5216.27,,5.12,0.2
CS 22957-036,Fe I,5217.39,,5.36,0.21
CS 22957-036,Fe I,5232.94,,5.19,0.25
CS 22957-036,Fe I,5266.56,,5.21,0.21
CS 22957-036,Fe I,5281.79,,5.12,0.2
CS 22957-036,Fe I,5283.62,,5.3,0.2
CS 22957-036,Fe I,5339.93,,5.21,0.2
CS 22957-036,Fe I,5364.87,,5.27,0.21
CS 22957-036,Fe I,5367.47,,5.24,0.2
CS 22957-036,Fe I,5383.37,,5.1,0.2
CS 22957-036,Fe I,5405.77,,5.32,0.26
CS 22957-036,Fe I,5410.91,,5.17,0.2
CS 22957-036,Fe I,5415.2,,5.19,0.2
CS 22957-036,Fe I,5429.7,,5.34,0.26
CS 22957-036,Fe I,5434.52,,5.24,0.22
CS 22957-036,Fe I,5497.52,,5.32,0.2
CS 22957-036,Fe I,5506.78,,5.23,0.2
CS 22957-036,Fe I,5586.76,,5.14,0.2
CS 22957-036,Fe I,6065.48,,5.25,0.2
CS 22957-036,Fe I,6136.61,,5.34,0.2
CS 22957-036,Fe I,6137.69,,5.25,0.2
CS 22957-036,Fe I,6191.56,,5.22,0.2
CS 22957-036,Fe I,6230.72,,5.32,0.2
CS 22957-036,Fe I,6393.6,,5.31,0.2
CS 22957-036,Fe I,6430.85,,5.11,0.21
CS 22957-036,Fe I,6494.98,,5.21,0.2
CS 22957-036,Fe I,6592.91,,5.16,0.21
CS 22957-036,Fe I,6677.99,,5.17,0.21
CS 22957-036,Fe II,4178.86,,5.32,0.14
CS 22957-036,Fe II,4233.17,,5.48,0.2
CS 22957-036,Fe II,4522.63,,5.54,0.14
CS 22957-036,Fe II,4555.89,,5.39,0.14
CS 22957-036,Fe II,4583.84,,5.43,0.16
CS 22957-036,Fe II,5197.58,,5.31,0.15
CS 22957-036,Fe II,5234.63,,5.4,0.14
CS 22957-036,Fe II,5276.0,,5.42,0.14
CS 22957-036,Co I,3502.28,,2.55,0.42
CS 22957-036,Co I,3845.47,,2.68,0.26
CS 22957-036,Co I,4121.32,,2.65,0.23
CS 22957-036,Ni I,3437.28,,4.06,0.45
CS 22957-036,Ni I,3452.89,,4.05,0.44
CS 22957-036,Ni I,3472.54,,4.27,0.44
CS 22957-036,Ni I,3492.96,,3.91,0.43
CS 22957-036,Ni I,3500.85,,4.24,0.44
CS 22957-036,Ni I,3519.77,,3.86,0.34
CS 22957-036,Ni I,3524.54,,3.96,0.42
CS 22957-036,Ni I,3807.14,,4.0,0.38
CS 22957-036,Ni I,5476.91,,4.06,0.24
CS 22957-036,Zn I,4722.16,,2.61,0.27
CS 22957-036,Zn I,4810.54,,2.66,0.26
CS 22957-036,Rb I,7800.28,<,2.6,
CS 22957-036,Sr II,4077.71,,0.89,0.29
CS 22957-036,Sr II,4215.52,,1.07,0.3
CS 22957-036,Zr II,4149.2,,0.86,0.19
CS 22957-036,Zr II,4161.2,,0.93,0.21
CS 22957-036,Zr II,4208.98,,0.89,0.22
CS 22957-036,Nb II,3818.86,<,1.49,
CS 22957-036,Mo I,3864.1,<,1.13,
CS 22957-036,Tc I,4262.27,<,1.47,
CS 22957-036,Ba II,4554.03,,-0.2,0.24
CS 22957-036,Ba II,6141.73,,-0.1,0.15
CS 22957-036,Ce II,3999.24,<,0.63,
CS 22957-036,Ce II,4083.22,<,0.37,
CS 22957-036,Ce II,4418.78,<,0.18,
CS 22957-036,Ce II,4562.36,<,0.44,
CS 22957-036,Pr II,4179.4,<,0.0,
CS 22957-036,Nd II,4109.45,<,-0.08,
CS 22957-036,Nd II,4446.38,<,0.65,
CS 22957-036,Nd II,4462.98,<,0.39,
CS 22957-036,Nd II,4706.54,<,0.67,
CS 22957-036,Nd II,4825.48,<,0.72,
CS 22957-036,Sm II,4424.34,<,0.18,
CS 22957-036,Sm II,4467.34,<,0.17,
CS 22957-036,Eu II,4129.72,,-1.02,0.19
CS 22957-036,Gd II,4049.85,<,0.39,
CS 22957-036,Gd II,4130.37,<,0.33,
CS 22957-036,Gd II,4251.73,<,0.63,
CS 22957-036,Tb II,3848.73,<,-0.05,
CS 22957-036,Tb II,4002.57,<,0.5,
CS 22957-036,Tb II,4752.53,<,0.53,
CS 22957-036,Dy II,3944.68,<,-0.03,
CS 22957-036,Dy II,4449.7,<,1.0,
CS 22957-036,Ho II,3810.71,<,-0.05,
CS 22957-036,Er II,3729.52,<,0.65,
CS 22957-036,Er II,3830.48,<,0.19,
CS 22957-036,Er II,3896.23,<,-0.04,
CS 22957-036,Tm II,3848.02,<,-0.56,
CS 22957-036,Tm II,3996.51,<,0.75,
CS 22957-036,Yb II,3694.2,,-0.99,0.27
CS 22957-036,Hf II,4093.15,<,0.78,
CS 22957-036,Pb I,4057.81,<,1.73,
CS 22957-036,Th II,4019.13,<,-0.23,
CS 22957-036,Th II,4094.75,<,0.58,
CS 22958-037,Li I,6707.8,<,1.46,
CS 22958-037,O I,7771.94,,6.35,0.3
CS 22958-037,O I,7774.17,,6.27,0.31
CS 22958-037,O I,7775.39,,6.19,0.32
CS 22958-037,Na I,5889.95,,3.57,0.31
CS 22958-037,Mg I,3829.36,,5.53,0.38
CS 22958-037,Mg I,4057.51,,5.47,0.2
CS 22958-037,Mg I,4167.27,,5.45,0.19
CS 22958-037,Mg I,4702.99,,5.4,0.18
CS 22958-037,Mg I,5172.68,,5.33,0.38
CS 22958-037,Mg I,5183.6,,5.35,0.4
CS 22958-037,Mg I,5528.4,,5.41,0.18
CS 22958-037,Al I,3943.99,,3.07,0.29
CS 22958-037,Al I,3961.52,,3.15,0.32
CS 22958-037,Si I,3905.52,,5.4,0.44
CS 22958-037,Ca I,4283.01,,4.09,0.2
CS 22958-037,Ca I,4318.65,,4.19,0.2
CS 22958-037,Ca I,4425.44,,4.16,0.2
CS 22958-037,Ca I,4434.96,,4.11,0.21
CS 22958-037,Ca I,4435.69,,4.12,0.2
CS 22958-037,Ca I,4454.78,,4.15,0.21
CS 22958-037,Ca I,4455.89,,4.17,0.23
CS 22958-037,Ca I,5588.76,,4.13,0.2
CS 22958-037,Ca I,6102.72,,4.1,0.21
CS 22958-037,Ca I,6122.22,,4.29,0.2
CS 22958-037,Ca I,6162.17,,4.13,0.2
CS 22958-037,Ca I,6439.07,,4.18,0.2
CS 22958-037,Sc II,3576.34,,0.89,0.36
CS 22958-037,Sc II,3590.47,,0.97,0.26
CS 22958-037,Sc II,4246.84,,0.77,0.29
CS 22958-037,Sc II,4400.4,,0.83,0.16
CS 22958-037,Sc II,4415.56,,0.8,0.15
CS 22958-037,Sc II,4670.42,,0.8,0.17
CS 22958-037,Sc II,5526.79,,0.87,0.16
CS 22958-037,Ti I,3989.76,,2.74,0.25
CS 22958-037,Ti I,3998.64,,2.72,0.2
CS 22958-037,Ti I,4518.02,,2.57,0.22
CS 22958-037,Ti I,4533.24,,2.88,0.18
CS 22958-037,Ti I,4534.78,,2.87,0.19
CS 22958-037,Ti I,4555.48,,3.01,0.22
CS 22958-037,Ti I,5210.38,,3.16,0.18
CS 22958-037,Ti II,3761.32,,3.05,0.3
CS 22958-037,Ti II,4028.34,,2.78,0.16
CS 22958-037,Ti II,4394.06,,2.74,0.15
CS 22958-037,Ti II,4395.03,,2.85,0.3
CS 22958-037,Ti II,4395.84,,2.73,0.15
CS 22958-037,Ti II,4399.77,,2.67,0.16
CS 22958-037,Ti II,4409.52,,2.95,0.2
CS 22958-037,Ti II,4417.71,,2.7,0.14
CS 22958-037,Ti II,4418.33,,2.8,0.16
CS 22958-037,Ti II,4443.8,,2.65,0.23
CS 22958-037,Ti II,4444.55,,2.77,0.16
CS 22958-037,Ti II,4450.48,,2.73,0.15
CS 22958-037,Ti II,4464.45,,2.7,0.15
CS 22958-037,Ti II,4501.27,,2.73,0.22
CS 22958-037,Ti II,4533.96,,2.76,0.24
CS 22958-037,Ti II,4571.97,,2.65,0.21
CS 22958-037,Ti II,4583.41,,2.85,0.21
CS 22958-037,Ti II,4657.2,,2.81,0.15
CS 22958-037,Ti II,4708.66,,2.61,0.18
CS 22958-037,Ti II,5129.16,,2.57,0.18
CS 22958-037,Ti II,5185.9,,2.52,0.19
CS 22958-037,Ti II,5188.69,,2.6,0.18
CS 22958-037,Ti II,5226.54,,2.72,0.16
CS 22958-037,Ti II,5336.79,,2.73,0.16
CS 22958-037,Ti II,5381.02,,2.76,0.16
CS 22958-037,V II,3951.96,,1.69,0.26
CS 22958-037,V II,4005.71,,1.67,0.26
CS 22958-037,Cr I,3578.68,,2.99,0.36
CS 22958-037,Cr I,4274.8,,2.97,0.28
CS 22958-037,Cr I,4289.72,,3.13,0.25
CS 22958-037,Cr I,5206.04,,2.97,0.22
CS 22958-037,Cr I,5409.77,,2.86,0.19
CS 22958-037,Cr II,4558.59,,3.25,0.16
CS 22958-037,Cr II,4588.14,,3.27,0.16
CS 22958-037,Cr II,4591.99,,3.28,0.21
CS 22958-037,Mn I,4030.75,,2.86,0.33
CS 22958-037,Mn I,4033.06,,2.84,0.24
CS 22958-037,Mn I,4034.48,,2.81,0.23
CS 22958-037,Mn I,4041.35,,2.77,0.19
CS 22958-037,Fe I,3758.23,,4.99,0.38
CS 22958-037,Fe I,3763.79,,4.98,0.39
CS 22958-037,Fe I,3786.68,,4.98,0.19
CS 22958-037,Fe I,3787.88,,4.9,0.36
CS 22958-037,Fe I,3815.84,,5.02,0.39
CS 22958-037,Fe I,3825.88,,5.05,0.37
CS 22958-037,Fe I,3827.82,,4.94,0.38
CS 22958-037,Fe I,3840.44,,4.92,0.38
CS 22958-037,Fe I,3841.05,,4.96,0.37
CS 22958-037,Fe I,3849.97,,4.97,0.36
CS 22958-037,Fe I,3895.66,,4.95,0.36
CS 22958-037,Fe I,3899.71,,5.07,0.38
CS 22958-037,Fe I,3902.95,,4.96,0.35
CS 22958-037,Fe I,3920.26,,5.05,0.36
CS 22958-037,Fe I,3949.95,,4.97,0.18
CS 22958-037,Fe I,4005.24,,4.99,0.32
CS 22958-037,Fe I,4071.74,,5.03,0.37
CS 22958-037,Fe I,4114.44,,5.03,0.19
CS 22958-037,Fe I,4132.06,,5.02,0.3
CS 22958-037,Fe I,4134.68,,4.92,0.17
CS 22958-037,Fe I,4143.87,,4.98,0.32
CS 22958-037,Fe I,4147.67,,4.99,0.17
CS 22958-037,Fe I,4154.5,,4.91,0.17
CS 22958-037,Fe I,4156.8,,5.01,0.17
CS 22958-037,Fe I,4174.91,,4.94,0.18
CS 22958-037,Fe I,4175.64,,4.98,0.17
CS 22958-037,Fe I,4181.76,,5.01,0.18
CS 22958-037,Fe I,4182.38,,4.93,0.2
CS 22958-037,Fe I,4184.89,,4.92,0.17
CS 22958-037,Fe I,4187.8,,4.94,0.19
CS 22958-037,Fe I,4191.43,,5.02,0.18
CS 22958-037,Fe I,4195.33,,4.92,0.18
CS 22958-037,Fe I,4202.03,,5.07,0.32
CS 22958-037,Fe I,4216.18,,5.03,0.17
CS 22958-037,Fe I,4217.55,,4.98,0.18
CS 22958-037,Fe I,4222.21,,4.92,0.17
CS 22958-037,Fe I,4227.43,,5.03,0.19
CS 22958-037,Fe I,4238.81,,5.03,0.17
CS 22958-037,Fe I,4250.12,,4.94,0.2
CS 22958-037,Fe I,4250.79,,4.92,0.28
CS 22958-037,Fe I,4260.47,,5.0,0.28
CS 22958-037,Fe I,4271.15,,4.97,0.21
CS 22958-037,Fe I,4282.4,,4.94,0.18
CS 22958-037,Fe I,4325.76,,5.01,0.37
CS 22958-037,Fe I,4375.93,,4.99,0.18
CS 22958-037,Fe I,4404.75,,5.04,0.35
CS 22958-037,Fe I,4415.12,,5.0,0.29
CS 22958-037,Fe I,4427.31,,4.97,0.18
CS 22958-037,Fe I,4442.34,,4.98,0.17
CS 22958-037,Fe I,4443.19,,5.09,0.17
CS 22958-037,Fe I,4447.72,,5.02,0.17
CS 22958-037,Fe I,4461.65,,5.08,0.17
CS 22958-037,Fe I,4466.55,,4.97,0.17
CS 22958-037,Fe I,4489.74,,4.9,0.18
CS 22958-037,Fe I,4494.56,,5.03,0.17
CS 22958-037,Fe I,4531.15,,4.99,0.17
CS 22958-037,Fe I,4592.65,,5.09,0.17
CS 22958-037,Fe I,4872.14,,4.96,0.17
CS 22958-037,Fe I,4890.76,,4.9,0.17
CS 22958-037,Fe I,4903.31,,4.96,0.18
CS 22958-037,Fe I,5051.63,,4.98,0.17
CS 22958-037,Fe I,5068.77,,5.0,0.17
CS 22958-037,Fe I,5123.72,,5.09,0.17
CS 22958-037,Fe I,5150.84,,5.09,0.17
CS 22958-037,Fe I,5171.6,,4.97,0.17
CS 22958-037,Fe I,5192.34,,4.96,0.17
CS 22958-037,Fe I,5216.27,,5.0,0.17
CS 22958-037,Fe I,5281.79,,5.06,0.17
CS 22958-037,Fe I,5283.62,,4.95,0.17
CS 22958-037,Fe I,5339.93,,5.06,0.17
CS 22958-037,Fe I,5367.47,,5.04,0.17
CS 22958-037,Fe I,5371.49,,5.03,0.21
CS 22958-037,Fe I,5397.13,,4.93,0.18
CS 22958-037,Fe I,5405.77,,4.96,0.18
CS 22958-037,Fe I,5415.2,,5.01,0.17
CS 22958-037,Fe I,5429.7,,4.95,0.18
CS 22958-037,Fe I,5434.52,,5.07,0.17
CS 22958-037,Fe I,5506.78,,5.01,0.17
CS 22958-037,Fe I,6137.69,,5.02,0.17
CS 22958-037,Fe I,6191.56,,4.95,0.17
CS 22958-037,Fe I,6230.72,,5.02,0.17
CS 22958-037,Fe I,6393.6,,5.06,0.18
CS 22958-037,Fe I,6430.85,,5.09,0.18
CS 22958-037,Fe I,6494.98,,4.95,0.17
CS 22958-037,Fe II,4178.86,,4.97,0.16
CS 22958-037,Fe II,4233.17,,4.99,0.17
CS 22958-037,Fe II,4491.41,,5.0,0.15
CS 22958-037,Fe II,4515.34,,5.13,0.15
CS 22958-037,Fe II,4522.63,,5.11,0.15
CS 22958-037,Fe II,4555.89,,5.01,0.15
CS 22958-037,Fe II,4583.84,,5.08,0.15
CS 22958-037,Fe II,4620.52,,4.93,0.17
CS 22958-037,Fe II,5197.58,,4.84,0.16
CS 22958-037,Fe II,5234.63,,4.89,0.15
CS 22958-037,Fe II,5276.0,,4.97,0.15
CS 22958-037,Co I,3529.03,,2.81,0.25
CS 22958-037,Co I,3842.05,,2.7,0.23
CS 22958-037,Co I,3845.47,,2.63,0.22
CS 22958-037,Co I,3894.08,,2.77,0.21
CS 22958-037,Co I,4121.32,,2.64,0.2
CS 22958-037,Ni I,3519.77,,3.95,0.3
CS 22958-037,Ni I,3597.7,,3.64,0.3
CS 22958-037,Ni I,3807.14,,3.83,0.31
CS 22958-037,Ni I,5476.91,,3.72,0.2
CS 22958-037,Zn I,4722.16,,2.3,0.24
CS 22958-037,Zn I,4810.54,,2.3,0.24
CS 22958-037,Rb I,7800.28,<,2.74,
CS 22958-037,Sr II,4077.71,,0.34,0.35
CS 22958-037,Sr II,4215.52,,0.23,0.31
CS 22958-037,Y II,3600.73,,-0.72,0.25
CS 22958-037,Y II,3774.33,,-0.74,0.22
CS 22958-037,Zr II,4149.2,,0.16,0.2
CS 22958-037,Zr II,4208.98,,0.12,0.23
CS 22958-037,Nb II,3818.86,<,0.9,
CS 22958-037,Mo I,3864.1,<,0.97,
CS 22958-037,Tc I,4262.27,<,1.21,
CS 22958-037,Ba II,4554.03,,-0.73,0.25
CS 22958-037,Ba II,6141.73,,-0.64,0.19
CS 22958-037,Ba II,6496.91,,-0.7,0.19
CS 22958-037,La II,3988.51,<,-1.0,
CS 22958-037,La II,3995.74,<,-1.0,
CS 22958-037,La II,4086.71,<,-1.08,
CS 22958-037,Ce II,3999.24,<,-0.19,
CS 22958-037,Ce II,4073.47,<,-0.22,
CS 22958-037,Ce II,4083.22,<,-0.41,
CS 22958-037,Ce II,4418.78,<,-0.53,
CS 22958-037,Ce II,4562.36,<,-0.34,
CS 22958-037,Pr II,4179.4,<,-0.8,
CS 22958-037,Nd II,4109.45,<,-0.74,
CS 22958-037,Nd II,4446.38,<,-0.06,
CS 22958-037,Nd II,4462.98,<,-0.2,
CS 22958-037,Nd II,4706.54,<,-0.02,
CS 22958-037,Nd II,4825.48,<,0.03,
CS 22958-037,Sm II,4424.34,<,-0.67,
CS 22958-037,Sm II,4467.34,<,-0.53,
CS 22958-037,Eu II,3819.67,,-1.48,0.18
CS 22958-037,Eu II,4129.72,,-1.49,0.18
CS 22958-037,Eu II,4205.04,,-1.46,0.16
CS 22958-037,Gd II,4251.73,<,-0.15,
CS 22958-037,Tb II,3848.73,<,-0.8,
CS 22958-037,Tb II,4002.57,<,-0.1,
CS 22958-037,Tb II,4752.53,<,-0.3,
CS 22958-037,Dy II,3944.68,,-0.77,0.26
CS 22958-037,Er II,3830.48,<,-0.59,
CS 22958-037,Tm II,3848.02,<,-1.14,
CS 22958-037,Tm II,3996.51,<,-0.13,
CS 22958-037,Yb II,3694.2,,-1.37,0.21
CS 22958-037,Hf II,4093.15,<,-0.05,
CS 22958-037,Pb I,4057.81,<,1.61,
CS 22958-037,Th II,4019.13,<,-0.96,
CS 22958-037,Th II,4094.75,<,-0.17,
CS 22958-041,Li I,6707.8,,2.02,0.2
CS 22958-041,Mg I,3829.36,,5.06,0.39
CS 22958-041,Mg I,5172.68,,4.8,0.4
CS 22958-041,Mg I,5183.6,,4.78,0.4
CS 22958-041,Mg I,5528.4,,4.94,0.21
CS 22958-041,Al I,3943.99,,2.64,0.25
CS 22958-041,Al I,3961.52,,2.69,0.29
CS 22958-041,Si I,3905.52,,4.8,0.45
CS 22958-041,Ca I,4226.73,,3.88,0.41
CS 22958-041,Ca I,4283.01,,3.51,0.24
CS 22958-041,Ca I,4425.44,,3.84,0.23
CS 22958-041,Ca I,4434.96,,3.83,0.23
CS 22958-041,Ca I,4435.69,,3.83,0.24
CS 22958-041,Ca I,4454.78,,3.77,0.23
CS 22958-041,Ca I,5588.76,,3.81,0.24
CS 22958-041,Ca I,6122.22,,3.66,0.24
CS 22958-041,Ca I,6162.17,,3.67,0.23
CS 22958-041,Ca I,6439.07,,3.72,0.23
CS 22958-041,Sc II,4246.84,,0.16,0.17
CS 22958-041,Ti II,3913.46,,2.07,0.19
CS 22958-041,Ti II,4395.03,,2.22,0.18
CS 22958-041,Ti II,4399.77,,2.33,0.17
CS 22958-041,Ti II,4417.71,,1.93,0.17
CS 22958-041,Ti II,4443.8,,2.17,0.16
CS 22958-041,Ti II,4450.48,,2.16,0.17
CS 22958-041,Ti II,4501.27,,2.14,0.16
CS 22958-041,Ti II,4533.96,,1.99,0.17
CS 22958-041,Ti II,4571.97,,2.2,0.17
CS 22958-041,Ti II,5188.69,,2.22,0.18
CS 22958-041,Ti II,5226.54,,2.43,0.17
CS 22958-041,Cr I,4274.8,,2.3,0.23
CS 22958-041,Cr I,4289.72,,2.28,0.22
CS 22958-041,Mn I,4030.75,,1.84,0.32
CS 22958-041,Fe I,3727.62,,4.38,0.4
CS 22958-041,Fe I,3787.88,,4.34,0.36
CS 22958-041,Fe I,3815.84,,4.46,0.4
CS 22958-041,Fe I,3820.43,,4.46,0.38
CS 22958-041,Fe I,3825.88,,4.44,0.39
CS 22958-041,Fe I,3827.82,,4.35,0.4
CS 22958-041,Fe I,3849.97,,4.48,0.37
CS 22958-041,Fe I,3865.52,,4.45,0.35
CS 22958-041,Fe I,3899.71,,4.3,0.38
CS 22958-041,Fe I,3920.26,,4.41,0.35
CS 22958-041,Fe I,3922.91,,4.46,0.38
CS 22958-041,Fe I,4005.24,,4.34,0.29
CS 22958-041,Fe I,4063.59,,4.42,0.39
CS 22958-041,Fe I,4071.74,,4.39,0.38
CS 22958-041,Fe I,4132.06,,4.32,0.25
CS 22958-041,Fe I,4143.87,,4.41,0.31
CS 22958-041,Fe I,4187.04,,4.4,0.2
CS 22958-041,Fe I,4187.8,,4.35,0.2
CS 22958-041,Fe I,4191.43,,4.42,0.21
CS 22958-041,Fe I,4202.03,,4.33,0.27
CS 22958-041,Fe I,4222.21,,4.35,0.22
CS 22958-041,Fe I,4233.6,,4.48,0.2
CS 22958-041,Fe I,4250.12,,4.44,0.2
CS 22958-041,Fe I,4250.79,,4.4,0.26
