Species, N  , ID                      , l_logepsX, logepsX, e_logepsX, l_[X/H], [X/H], l_[X/Fe], [X/Fe]
Co     ,   5, SMSS J174922.26-455103.8,          , 2.29   ,      0.11,        , -2.7 ,         , 0.07
Co     ,   4, SMSS J175021.86-414627.2,          , 2.25   ,      0.06,        , -2.74,         , 0.01
Co     ,   3, SMSS J175046.30-425506.9,          , 3.46   ,      0.09,        , -1.53,         , 0.64
Co     ,   4, SMSS J175738.37-454823.5,          , 2.59   ,      0.1 ,        , -2.4 ,         , 0.06
Co     ,   7, SMSS J183246.49-343434.2,          , 1.98   ,      0.12,        , -3.01,         , -0.01
Co     ,   5, SMSS J183753.10-380725.9,          , 2.07   ,      0.12,        , -2.92,         , 0.07
Co     ,   2, SMSS J184226.25-272602.7,          , 0.92   ,      0.01,        , -4.07,         , -0.18
Co     ,   5, SMSS J184825.29-305929.7,          , 1.57   ,      0.09,        , -3.42,         , 0.23
Co     ,   8, SMSS J185628.44-231809.8,          , 1.98   ,      0.12,        , -3.01,         , -0.02
Co     ,   6, SMSS J190549.33-214945.0,          , 2.16   ,      0.05,        , -2.83,         , 0.29
Co     ,   6, SMSS J190911.03-213207.5,          , 2.5    ,      0.11,        , -2.49,         , -0.08
Co     ,   2, SMSS J190931.13-214053.9,          , 1.89   ,      0.04,        , -3.1 ,         , 0.23
Co     ,   1, SMSS J191802.51-851523.0,          , 3.92   ,          ,        , -1.07,         , 1.55
Co     ,   5, SMSS J193528.46-462129.6,          , 1.59   ,      0.06,        , -3.4 ,         , -0.0
Co     ,   4, SMSS J193617.38-790231.4,          , 3.66   ,      0.12,        , -1.33,         , -0.04
Co     ,   6, SMSS J194432.13-720537.1,          , 2.69   ,      0.12,        , -2.3 ,         , 0.13
Co     ,   1, SMSS J195614.75-320145.9,          , 2.71   ,          ,        , -2.28,         , 0.03
Co     ,   4, SMSS J195931.70-643529.3,          , 2.3    ,      0.1 ,        , -2.69,         , -0.11
Co     ,   3, SMSS J200228.85-533114.4,          , 1.65   ,      0.04,        , -3.34,         , -0.13
Co     ,   3, SMSS J200654.42-321157.7,          , 2.46   ,      0.11,        , -2.53,         , 0.72
Co     ,   6, SMSS J202057.49-522417.2,          , 2.15   ,      0.14,        , -2.84,         , 0.28
Co     ,   1, SMSS J202123.89-515742.8,          , 2.75   ,          ,        , -2.24,         , 0.37
Co     ,   4, SMSS J205313.80-651830.6,          , 2.63   ,      0.03,        , -2.36,         , 0.26
Co     ,   5, SMSS J210021.85-653627.9,          , 3.16   ,      0.11,        , -1.83,         , 0.06
Co     ,   2, SMSS J211340.44-520017.5,          , 2.48   ,      0.02,        , -2.52,         , -0.12
Co     ,   4, SMSS J215805.81-651327.2,          , 1.91   ,      0.1 ,        , -3.08,         , 0.33
Co     ,   5, SMSS J221448.33-453949.9,          , 3.05   ,      0.09,        , -1.94,         , 0.61
Co     ,   4, SMSS J224838.41-550635.1,          , 2.0    ,      0.11,        , -2.99,         , -0.11
Co     ,   7, SMSS J224843.95-543610.1,          , 2.68   ,      0.11,        , -2.31,         , 0.07
Co     ,   4, SMSS J225851.25-265434.9,          , 1.61   ,      0.14,        , -3.38,         , 0.11
Co     ,   6, SMSS J230013.16-263511.0,          , 1.59   ,      0.11,        , -3.4 ,         , -0.05
Co     ,   6, SMSS J230113.95-291458.2,          , 2.79   ,      0.09,        , -2.21,         , 0.32
Co     ,   2, 2MASS J23203653-3637223 ,          , 2.69   ,      0.08,        , -2.3 ,         , 0.33
Co     ,   2, 2MASS J23261426-3719492 ,          , 2.25   ,      0.02,        , -2.74,         , -0.19
Ni     ,  10, SMSS J000113.96-363337.9,          , 3.91   ,      0.1 ,        , -2.31,         , 0.01
Ni     ,  15, SMSS J001039.86-525851.4,          , 3.87   ,      0.09,        , -2.35,         , -0.04
Ni     ,  13, SMSS J001952.15-525803.0,          , 3.72   ,      0.1 ,        , -2.5 ,         , 0.06
Ni     ,   1, SMSS J002148.06-471132.1,          , 3.09   ,          ,        , -3.13,         , 0.04
Ni     ,   3, SMSS J003055.81-482011.3,          , 3.53   ,      0.03,        , -2.69,         , -0.16
Ni     ,   2, SMSS J003327.36-491037.9,          , 2.97   ,      0.01,        , -3.25,         , 0.11
Ni     ,   3, SMSS J004037.56-515025.2,          , 2.24   ,      0.07,        , -3.98,         , -0.15
Ni     ,   7, SMSS J005953.98-594329.9,          , 2.59   ,      0.09,        , -3.63,         , 0.3
Ni     ,   5, SMSS J010332.63-534654.3,          , 3.29   ,      0.08,        , -2.93,         , 0.1
Ni     ,   4, SMSS J010651.91-524410.5,          , 2.3    ,      0.1 ,        , -3.92,         , -0.12
Ni     ,   4, SMSS J010839.58-285701.5,          , 3.18   ,      0.08,        , -3.04,         , -0.02
Ni     ,  14, SMSS J012147.80-495328.2,          , 4.26   ,      0.14,        , -1.96,         , -0.36
Ni     ,   9, SMSS J014624.60-352457.7,          , 3.42   ,      0.12,        , -2.8 ,         , 0.01
Ni     ,   3, SMSS J015350.94-775525.6,          , 3.6    ,      0.06,        , -2.62,         , -0.0
Ni     ,   4, SMSS J015941.53-781408.7,          , 2.98   ,      0.06,        , -3.24,         , -0.13
Ni     ,   2, 2MASS J02031860-7930291 ,          , 3.05   ,      0.03,        , -3.17,         , -0.14
Ni     ,   6, SMSS J020748.93-465616.4,          , 3.54   ,      0.07,        , -2.68,         , 0.03
Ni     ,   4, SMSS J021323.26-495936.5,          , 3.48   ,      0.06,        , -2.74,         , 0.13
Ni     ,   4, SMSS J022410.38-534659.9,          , 2.74   ,      0.17,        , -3.48,         , -0.08
Ni     ,   7, SMSS J022423.27-573705.1,          , 2.19   ,      0.1 ,        , -4.03,         , -0.06
Ni     ,   1, SMSS J022452.58-731051.8,          , 3.75   ,          ,        , -2.47,         , 0.08
Ni     ,   1, SMSS J022545.31-774119.9,          , 3.63   ,          ,        , -2.59,         , 0.04
Ni     ,   5, SMSS J022756.48-684256.6,          , 4.01   ,      0.11,        , -2.21,         , 0.01
Ni     ,   3, SMSS J023139.43-523957.4,          , 3.14   ,      0.09,        , -3.08,         , -0.14
Ni     ,   3, SMSS J023147.96-575341.7,          , 3.08   ,      0.0 ,        , -3.14,         , 0.29
Ni     ,   0, SMSS J024643.28-352502.4,          ,        ,          ,        ,      ,         , 
Ni     ,   4, SMSS J024858.41-684306.4,          , 2.56   ,      0.05,        , -3.66,         , 0.04
Ni     ,  13, 2MASS J03084611-4747083 ,          , 4.59   ,      0.1 ,        , -1.63,         , -0.07
Ni     ,   3, SMSS J031556.09-473442.1,          , 3.25   ,      0.09,        , -2.97,         , 0.28
Ni     ,   6, SMSS J032132.29-363123.6,          , 2.96   ,      0.11,        , -3.25,         , 0.14
Ni     ,   3, SMSS J033005.90-681352.5,          , 2.83   ,      0.03,        , -3.39,         , 0.06
Ni     ,   5, SMSS J034249.53-284216.0,          , 3.61   ,      0.06,        , -2.61,         , -0.28
Ni     ,   3, SMSS J040148.04-743537.3,          , 3.4    ,      0.09,        , -2.82,         , 0.27
Ni     ,  10, SMSS J041957.56-493818.3,          , 3.25   ,      0.08,        , -2.97,         , -0.01
Ni     ,   7, SMSS J051008.62-372019.8,          , 3.03   ,      0.11,        , -3.19,         , 0.01
Ni     ,   5, SMSS J055746.51-575057.4,          , 3.83   ,      0.09,        , -2.39,         , 0.12
Ni     ,   9, SMSS J061725.30-600740.6,          , 3.48   ,      0.12,        , -2.74,         , -0.02
Ni     ,  14, SMSS J062609.83-590503.2,          , 3.67   ,      0.11,        , -2.55,         , 0.22
Ni     ,   7, SMSS J063447.15-622355.0,          , 2.82   ,      0.14,        , -3.4 ,         , 0.01
Ni     ,  20, SMSS J064349.43-653038.6,          , 3.79   ,      0.11,        , -2.43,         , 0.05
Ni     ,   7, SMSS J065014.40-614328.0,          , 3.08   ,      0.09,        , -3.14,         , 0.05
Ni     ,  10, SMSS J070257.95-600422.4,          , 3.57   ,      0.11,        , -2.65,         , -0.03
Ni     ,  10, SMSS J080050.54-724620.6,          , 4.18   ,      0.12,        , -2.04,         , 0.04
Ni     ,   4, SMSS J085924.06-120104.9,          , 2.48   ,      0.09,        , -3.74,         , -0.11
Ni     ,   9, SMSS J090247.43-122755.0,          , 3.84   ,      0.11,        , -2.38,         , 0.01
Ni     ,   2, SMSS J091210.40-064427.9,          , 3.55   ,      0.14,        , -2.67,         , -0.03
Ni     ,   3, SMSS J093209.41-003435.8,          , 3.24   ,      0.08,        , -2.98,         , 0.13
Ni     ,   5, 2MASS J09380777-0600392 ,          , 3.26   ,      0.11,        , -2.96,         , -0.28
Ni     ,   0, SMSS J093829.27-070520.9,          ,        ,          ,        ,      ,         , 
Ni     ,   5, SMSS J094029.05-060935.0,          , 3.1    ,      0.11,        , -3.12,         , 0.06
Ni     ,   9, SMSS J094755.04-102724.7,          , 3.36   ,      0.12,        , -2.86,         , 0.13
Ni     ,  14, SMSS J095120.49-401431.3,          , 4.75   ,      0.12,        , -1.47,         , 0.01
Ni     ,   1, SMSS J100251.13-000152.1,          , 4.02   ,          ,        , -2.2 ,         , 0.42
Ni     ,   4, 2MASS J10242264-2904203 ,          , 3.19   ,      0.11,        , -3.03,         , 0.1
Ni     ,  10, 2MASS J10275895-3006391 ,          , 3.42   ,      0.11,        , -2.8 ,         , 0.16
Ni     ,   1, 2MASS J10283035-2951115 ,          , 3.59   ,          ,        , -2.63,         , -0.24
Ni     ,  15, 2MASS J10294248-0103238 ,          , 3.8    ,      0.1 ,        , -2.42,         , -0.04
Ni     ,  10, SMSS J105320.99-435300.1,          , 4.19   ,      0.11,        , -2.03,         , -0.18
Ni     ,  16, SMSS J105438.86-435819.9,          , 4.21   ,      0.11,        , -2.01,         , -0.03
Ni     ,   2, SMSS J110850.60-080034.7,          , 3.26   ,      0.07,        , -2.96,         , -0.06
Ni     ,  11, SMSS J121353.63-441911.2,          , 3.73   ,      0.09,        , -2.49,         , 0.1
Ni     ,  14, SMSS J121716.48-442510.2,          , 3.97   ,      0.1 ,        , -2.25,         , -0.14
Ni     ,   1, SMSS J122455.61-151134.0,          , 3.63   ,          ,        , -2.59,         , 0.03
Ni     ,   2, SMSS J123158.00-162317.6,          , 3.48   ,      0.04,        , -2.74,         , -0.11
Ni     ,   5, SMSS J123246.06-054559.1,          , 3.3    ,      0.1 ,        , -2.92,         , 0.11
Ni     ,   1, SMSS J125115.37-331448.1,          , 3.69   ,          ,        , -2.53,         , 0.11
Ni     ,   2, SMSS J125125.64-340343.4,          , 3.61   ,      0.09,        , -2.61,         , -0.09
Ni     ,   1, SMSS J125451.18-334440.3,          , 3.3    ,          ,        , -2.92,         , -0.11
Ni     ,   2, SMSS J125804.65-335045.1,          , 2.5    ,      0.02,        , -3.72,         , -0.29
Ni     ,  13, SMSS J130537.01-294438.3,          , 3.9    ,      0.14,        , -2.32,         , 0.03
Ni     ,   8, SMSS J133013.61-434632.4,          , 3.73   ,      0.08,        , -2.49,         , 0.06
Ni     ,  14, SMSS J133532.32-210632.9,          , 3.56   ,      0.1 ,        , -2.66,         , 0.07
Ni     ,   4, SMSS J135217.78-151405.7,          , 3.6    ,      0.13,        , -2.62,         , -0.06
Ni     ,   1, SMSS J135625.09-161538.7,          , 3.55   ,          ,        , -2.67,         , 0.09
Ni     ,   5, SMSS J135819.95-150937.4,          , 3.5    ,      0.04,        , -2.72,         , -0.13
Ni     ,  14, SMSS J141547.72-414034.0,          , 3.99   ,      0.11,        , -2.23,         , 0.02
Ni     ,   6, SMSS J143511.34-420326.5,          , 3.25   ,      0.11,        , -2.97,         , 0.18
Ni     ,   0, SMSS J151101.05-182103.0,          ,        ,          ,        ,      ,         , 
Ni     ,   1, SMSS J151450.18-182946.0,          , 3.48   ,          ,        , -2.74,         , -0.01
Ni     ,  17, SMSS J155430.57-263904.8,          , 3.64   ,      0.12,        , -2.58,         , 0.04
Ni     ,   7, SMSS J155628.74-165533.4,          , 3.68   ,      0.11,        , -2.54,         , 0.25
Ni     ,   9, SMSS J160447.75-293146.7,          , 3.62   ,      0.09,        , -2.6 ,         , 0.06
Ni     ,   9, SMSS J164921.94-041943.9,          , 4.06   ,      0.09,        , -2.16,         , 0.08
Ni     ,  11, SMSS J165023.82-252948.7,          , 3.75   ,      0.13,        , -2.47,         , 0.01
Ni     ,  12, SMSS J165219.76-253133.7,          , 4.05   ,      0.1 ,        , -2.17,         , 0.04
Ni     ,   2, SMSS J173823.36-145701.0,          , 2.66   ,      0.11,        , -3.56,         , 0.02
Ni     ,   8, SMSS J174048.48-143635.6,          , 3.77   ,      0.09,        , -2.45,         , 0.05
Ni     ,   5, SMSS J174916.38-455427.5,          , 3.6    ,      0.07,        , -2.62,         , -0.1
Ni     ,   7, SMSS J174922.26-455103.8,          , 3.62   ,      0.09,        , -2.6 ,         , 0.17
Ni     ,   4, SMSS J175021.86-414627.2,          , 3.41   ,      0.11,        , -2.81,         , -0.06
Ni     ,  13, SMSS J175046.30-425506.9,          , 3.93   ,      0.1 ,        , -2.29,         , -0.12
Ni     ,   6, SMSS J175738.37-454823.5,          , 3.8    ,      0.09,        , -2.42,         , 0.04
Ni     ,   7, SMSS J183246.49-343434.2,          , 3.23   ,      0.04,        , -2.99,         , 0.02
Ni     ,   8, SMSS J183753.10-380725.9,          , 3.28   ,      0.08,        , -2.94,         , 0.05
Ni     ,   2, SMSS J184226.25-272602.7,          , 1.98   ,      0.06,        , -4.24,         , -0.35
Ni     ,   2, SMSS J184825.29-305929.7,          , 2.56   ,      0.04,        , -3.65,         , -0.01
Ni     ,   8, SMSS J185628.44-231809.8,          , 3.32   ,      0.08,        , -2.9 ,         , 0.09
Ni     ,   8, SMSS J190549.33-214945.0,          , 3.04   ,      0.11,        , -3.18,         , -0.07
Ni     ,  18, SMSS J190911.03-213207.5,          , 3.84   ,      0.14,        , -2.38,         , 0.03
Ni     ,   2, SMSS J190931.13-214053.9,          , 2.59   ,      0.09,        , -3.62,         , -0.29
Ni     ,   1, SMSS J191802.51-851523.0,          , 3.53   ,          ,        , -2.69,         , -0.07
Ni     ,   2, SMSS J193528.46-462129.6,          , 2.59   ,      0.07,        , -3.62,         , -0.23
Ni     ,   9, SMSS J193617.38-790231.4,          , 4.86   ,      0.14,        , -1.36,         , -0.06
Ni     ,   7, SMSS J194432.13-720537.1,          , 3.91   ,      0.13,        , -2.31,         , 0.12
Ni     ,   8, SMSS J195614.75-320145.9,          , 3.95   ,      0.1 ,        , -2.27,         , 0.05
Ni     ,   6, SMSS J195931.70-643529.3,          , 3.66   ,      0.14,        , -2.56,         , 0.01
Ni     ,   3, SMSS J200228.85-533114.4,          , 2.91   ,      0.29,        , -3.31,         , -0.09
Ni     ,   4, SMSS J200654.42-321157.7,          , 3.62   ,      0.15,        , -2.6 ,         , 0.65
Ni     ,   6, SMSS J202057.49-522417.2,          , 3.2    ,      0.09,        , -3.02,         , 0.1
Ni     ,   2, SMSS J202123.89-515742.8,          , 3.95   ,      0.05,        , -2.27,         , 0.33
Ni     ,   3, SMSS J205313.80-651830.6,          , 3.66   ,      0.08,        , -2.56,         , 0.06
Ni     ,   9, SMSS J210021.85-653627.9,          , 4.3    ,      0.11,        , -1.92,         , -0.02
Ni     ,   6, SMSS J211340.44-520017.5,          , 4.05   ,      0.07,        , -2.17,         , 0.23
Ni     ,   4, SMSS J215805.81-651327.2,          , 2.68   ,      0.15,        , -3.54,         , -0.13
Ni     ,   8, SMSS J221448.33-453949.9,          , 3.73   ,      0.13,        , -2.49,         , 0.07
Ni     ,   9, SMSS J224838.41-550635.1,          , 3.37   ,      0.15,        , -2.85,         , 0.02
Ni     ,   7, SMSS J224843.95-543610.1,          , 3.89   ,      0.11,        , -2.33,         , 0.05
Ni     ,   3, SMSS J225851.25-265434.9,          , 2.89   ,      0.12,        , -3.33,         , 0.15
Ni     ,   5, SMSS J230013.16-263511.0,          , 3.04   ,      0.07,        , -3.18,         , 0.17
Ni     ,   5, SMSS J230113.95-291458.2,          , 3.77   ,      0.12,        , -2.45,         , 0.08
Ni     ,   1, 2MASS J23203653-3637223 ,          , 3.75   ,          ,        , -2.47,         , 0.16
Ni     ,   2, 2MASS J23261426-3719492 ,          , 3.46   ,      0.05,        , -2.76,         , -0.21
Zn     ,   2, SMSS J000113.96-363337.9,          , 2.41   ,      0.01,        , -2.15,         , 0.17
Zn     ,   2, SMSS J001039.86-525851.4,          , 2.31   ,      0.02,        , -2.24,         , 0.07
Zn     ,   2, SMSS J001952.15-525803.0,          , 2.09   ,      0.04,        , -2.47,         , 0.09
Zn     ,   0, SMSS J002148.06-471132.1,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J003055.81-482011.3,          , 2.23   ,      0.0 ,        , -2.33,         , 0.2
Zn     ,   0, SMSS J003327.36-491037.9,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J004037.56-515025.2,          , 1.45   ,          ,        , -3.11,         , 0.72
Zn     ,   0, SMSS J005953.98-594329.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J010332.63-534654.3,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J010651.91-524410.5,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J010839.58-285701.5,          , 1.86   ,      0.14,        , -2.7 ,         , 0.32
Zn     ,   2, SMSS J012147.80-495328.2,          , 2.65   ,      0.02,        , -1.91,         , -0.32
Zn     ,   2, SMSS J014624.60-352457.7,          , 2.1    ,      0.0 ,        , -2.45,         , 0.35
Zn     ,   1, SMSS J015350.94-775525.6,          , 1.83   ,          ,        , -2.73,         , -0.11
Zn     ,   0, SMSS J015941.53-781408.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, 2MASS J02031860-7930291 ,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J020748.93-465616.4,          , 2.1    ,          ,        , -2.46,         , 0.25
Zn     ,   1, SMSS J021323.26-495936.5,          , 2.13   ,          ,        , -2.43,         , 0.44
Zn     ,   0, SMSS J022410.38-534659.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J022423.27-573705.1,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J022452.58-731051.8,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J022545.31-774119.9,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J022756.48-684256.6,          , 2.22   ,          ,        , -2.34,         , -0.12
Zn     ,   2, SMSS J023139.43-523957.4,          , 1.89   ,      0.04,        , -2.67,         , 0.27
Zn     ,   0, SMSS J023147.96-575341.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J024643.28-352502.4,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J024858.41-684306.4,          ,        ,          ,        ,      ,         , 
Zn     ,   2, 2MASS J03084611-4747083 ,          , 2.95   ,      0.01,        , -1.61,         , -0.06
Zn     ,   0, SMSS J031556.09-473442.1,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J032132.29-363123.6,          , 1.8    ,      0.07,        , -2.75,         , 0.64
Zn     ,   0, SMSS J033005.90-681352.5,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J034249.53-284216.0,          , 1.9    ,          ,        , -2.66,         , -0.33
Zn     ,   0, SMSS J040148.04-743537.3,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J041957.56-493818.3,          , 1.56   ,      0.08,        , -2.99,         , -0.03
Zn     ,   0, SMSS J051008.62-372019.8,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J055746.51-575057.4,          , 2.33   ,          ,        , -2.23,         , 0.27
Zn     ,   2, SMSS J061725.30-600740.6,          , 1.96   ,      0.08,        , -2.6 ,         , 0.11
Zn     ,   2, SMSS J062609.83-590503.2,          , 2.39   ,      0.0 ,        , -2.17,         , 0.6
Zn     ,   0, SMSS J063447.15-622355.0,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J064349.43-653038.6,          , 2.21   ,      0.02,        , -2.35,         , 0.13
Zn     ,   2, SMSS J065014.40-614328.0,          , 1.35   ,      0.1 ,        , -3.2 ,         , -0.02
Zn     ,   2, SMSS J070257.95-600422.4,          , 2.14   ,      0.09,        , -2.42,         , 0.2
Zn     ,   0, SMSS J080050.54-724620.6,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J085924.06-120104.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J090247.43-122755.0,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J091210.40-064427.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J093209.41-003435.8,          ,        ,          ,        ,      ,         , 
Zn     ,   0, 2MASS J09380777-0600392 ,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J093829.27-070520.9,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J094029.05-060935.0,          , 1.67   ,          ,        , -2.89,         , 0.29
Zn     ,   2, SMSS J094755.04-102724.7,          , 2.0    ,      0.02,        , -2.55,         , 0.44
Zn     ,   0, SMSS J095120.49-401431.3,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J100251.13-000152.1,          ,        ,          ,        ,      ,         , 
Zn     ,   0, 2MASS J10242264-2904203 ,          ,        ,          ,        ,      ,         , 
Zn     ,   0, 2MASS J10275895-3006391 ,          ,        ,          ,        ,      ,         , 
Zn     ,   0, 2MASS J10283035-2951115 ,          ,        ,          ,        ,      ,         , 
Zn     ,   1, 2MASS J10294248-0103238 ,          , 2.06   ,          ,        , -2.5 ,         , -0.11
Zn     ,   0, SMSS J105320.99-435300.1,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J105438.86-435819.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J110850.60-080034.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J121353.63-441911.2,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J121716.48-442510.2,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J122455.61-151134.0,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J123158.00-162317.6,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J123246.06-054559.1,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J125115.37-331448.1,          , 2.2    ,          ,        , -2.36,         , 0.28
Zn     ,   1, SMSS J125125.64-340343.4,          , 2.3    ,          ,        , -2.26,         , 0.26
Zn     ,   0, SMSS J125451.18-334440.3,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J125804.65-335045.1,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J130537.01-294438.3,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J133013.61-434632.4,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J133532.32-210632.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J135217.78-151405.7,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J135625.09-161538.7,          , 2.21   ,          ,        , -2.35,         , 0.41
Zn     ,   0, SMSS J135819.95-150937.4,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J141547.72-414034.0,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J143511.34-420326.5,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J151101.05-182103.0,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J151450.18-182946.0,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J155430.57-263904.8,          , 2.27   ,      0.04,        , -2.28,         , 0.33
Zn     ,   1, SMSS J155628.74-165533.4,          , 2.0    ,          ,        , -2.56,         , 0.23
Zn     ,   0, SMSS J160447.75-293146.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J164921.94-041943.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J165023.82-252948.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J165219.76-253133.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J173823.36-145701.0,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J174048.48-143635.6,          , 2.03   ,          ,        , -2.53,         , -0.03
Zn     ,   0, SMSS J174916.38-455427.5,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J174922.26-455103.8,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J175021.86-414627.2,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J175046.30-425506.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J175738.37-454823.5,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J183246.49-343434.2,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J183753.10-380725.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J184226.25-272602.7,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J184825.29-305929.7,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J185628.44-231809.8,          , 1.83   ,          ,        , -2.73,         , 0.26
Zn     ,   0, SMSS J190549.33-214945.0,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J190911.03-213207.5,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J190931.13-214053.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J191802.51-851523.0,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J193528.46-462129.6,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J193617.38-790231.4,          , 3.25   ,      0.0 ,        , -1.31,         , -0.02
Zn     ,   2, SMSS J194432.13-720537.1,          , 2.24   ,      0.05,        , -2.32,         , 0.11
Zn     ,   0, SMSS J195614.75-320145.9,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J195931.70-643529.3,          , 2.22   ,      0.05,        , -2.33,         , 0.24
Zn     ,   1, SMSS J200228.85-533114.4,          , 2.05   ,          ,        , -2.51,         , 0.71
Zn     ,   1, SMSS J200654.42-321157.7,          , 2.13   ,          ,        , -2.43,         , 0.82
Zn     ,   1, SMSS J202057.49-522417.2,          , 1.91   ,          ,        , -2.65,         , 0.47
Zn     ,   0, SMSS J202123.89-515742.8,          ,        ,          ,        ,      ,         , 
Zn     ,   1, SMSS J205313.80-651830.6,          , 2.02   ,          ,        , -2.54,         , 0.08
Zn     ,   2, SMSS J210021.85-653627.9,          , 2.58   ,      0.11,        , -1.98,         , -0.09
Zn     ,   0, SMSS J211340.44-520017.5,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J215805.81-651327.2,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J221448.33-453949.9,          ,        ,          ,        ,      ,         , 
Zn     ,   0, SMSS J224838.41-550635.1,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J224843.95-543610.1,          , 2.35   ,      0.07,        , -2.21,         , 0.17
Zn     ,   0, SMSS J225851.25-265434.9,          ,        ,          ,        ,      ,         , 
Zn     ,   2, SMSS J230013.16-263511.0,          , 1.59   ,      0.06,        , -2.97,         , 0.38
Zn     ,   2, SMSS J230113.95-291458.2,          , 2.12   ,      0.06,        , -2.43,         , 0.09
Zn     ,   0, 2MASS J23203653-3637223 ,          ,        ,          ,        ,      ,         , 
Zn     ,   0, 2MASS J23261426-3719492 ,          ,        ,          ,        ,      ,         , 
Sr     ,   2, SMSS J000113.96-363337.9,          , 0.52   ,      0.14,        , -2.35,         , -0.04
Sr     ,   2, SMSS J001039.86-525851.4,          , 0.3    ,      0.0 ,        , -2.57,         , -0.25
Sr     ,   2, SMSS J001952.15-525803.0,          , 0.15   ,      0.15,        , -2.72,         , -0.16
Sr     ,   2, SMSS J002148.06-471132.1,          , -0.28  ,      0.12,        , -3.15,         , 0.02
